work_order_id,site_id,alarm_id,created_at,scheduled_at,completed_at,order_type,priority,order_status,provider_code,downtime_minutes,cost_clp,sla_target_hours
OT-00356,SIT-0026,,2026-08-06 01:11:35,2026-08-06 07:11:35,,Emergencia,P2,Asignada,PRV-01,102,433959.34,8
OT-00357,SIT-0033,,2026-08-06 01:32:04,2026-08-06 07:32:04,,Preventiva,P2,En terreno,PRV-02,149,158458.41,8
OT-00358,SIT-0040,,2026-08-06 01:52:33,2026-08-06 07:52:33,2026-08-07 23:52:33,Correctiva,P3,Completada,PRV-03,196,169852.48,24
OT-00359,SIT-0047,,2026-08-06 02:13:02,2026-08-06 08:13:02,2026-08-06 11:13:02,Correctiva,P3,Completada,PRV-04,243,1476951.35,24
OT-00360,SIT-0054,,2026-08-06 02:33:31,2026-08-06 08:33:31,,Emergencia,P4,Cancelada,PRV-05,290,602240.96,72
OT-00361,SIT-0001,ALM-001081,2026-08-06 02:54:00,2026-08-06 08:54:00,,Preventiva,P1,Creada,PRV-01,337,202826.44,2
OT-00362,SIT-0008,ALM-001084,2026-08-06 03:14:29,2026-08-06 09:14:29,,Correctiva,P2,Asignada,PRV-02,384,349403.28,8
OT-00363,SIT-0015,ALM-001087,2026-08-06 03:34:58,2026-08-06 09:34:58,,Correctiva,PX,En terreno,PRV-03,431,2832285.28,8
OT-00364,SIT-0022,ALM-001090,2026-08-06 03:55:27,2026-08-06 09:55:27,2026-08-06 19:55:27,Emergencia,P3,Completada,PRV-04,478,137548.19,24
OT-00365,SIT-0029,ALM-001093,2026-08-06 04:15:56,2026-08-06 10:15:56,2026-08-07 07:15:56,Preventiva,P3,Completada,PRV-05,525,1474509.39,24
OT-00366,SIT-0036,ALM-001096,2026-08-06 04:36:25,2026-08-06 10:36:25,,Correctiva,P4,Cancelada,PRV-01,572,2543685.37,72
OT-00367,SIT-0043,ALM-001099,2026-08-06 04:56:54,2026-08-06 10:56:54,,Correctiva,P1,Creada,PRV-02,619,444317.70,2
OT-00368,SIT-0050,ALM-001102,2026-08-06 05:17:23,2026-08-06 11:17:23,,Emergencia,P2,Asignada,PRV-03,666,262229.30,8
OT-00369,SIT-0057,ALM-001105,2026-08-06 05:37:52,2026-08-06 11:37:52,,Preventiva,P2,En terreno,PRV-04,713,374552.82,8
OT-00370,SIT-0004,ALM-001108,2026-08-06 05:58:21,2026-08-06 11:58:21,2026-08-07 15:58:21,Correctiva,P3,Completada,PRV-05,39,153215.79,24
OT-00371,SIT-0011,ALM-001111,2026-08-06 06:18:50,2026-08-06 12:18:50,2026-08-08 03:18:50,Correctiva,P3,Completada,PRV-01,86,942234.68,24
OT-00372,SIT-0018,ALM-001114,2026-08-06 06:39:19,2026-08-06 12:39:19,,Emergencia,P4,Cancelada,PRV-02,133,178926.34,72
OT-00373,SIT-0025,ALM-001117,2026-08-06 06:59:48,2026-08-06 12:59:48,,Preventiva,P1,Creada,PRV-03,180,3202064.95,2
OT-00374,SIT-0032,,2026-08-06 07:20:17,2026-08-06 13:20:17,,Correctiva,P2,Asignada,PRV-04,227,2773101.49,8
OT-00375,SIT-0039,,2026-08-06 07:40:46,2026-08-06 13:40:46,,Correctiva,P2,En terreno,PRV-05,274,460122.92,8
OT-00376,SIT-0046,,2026-08-06 08:01:15,2026-08-06 14:01:15,2026-08-08 12:01:15,Emergencia,P3,Completada,PRV-01,321,298015.10,24
OT-00377,SIT-0053,,2026-08-06 08:21:44,2026-08-06 14:21:44,2026-08-06 23:21:44,Preventiva,P3,Completada,PRV-02,368,150859.43,24
OT-00378,SIT-0060,,2026-08-06 08:42:13,2026-08-06 14:42:13,,Correctiva,P4,Cancelada,PRV-03,415,354382.88,72
OT-00379,SIT-0007,,2026-08-06 09:02:42,2026-08-06 15:02:42,,Correctiva,P1,Creada,PRV-04,462,221248.87,2
OT-00380,SIT-0014,,2026-08-06 09:23:11,2026-08-06 15:23:11,,Emergencia,P2,Asignada,PRV-05,509,1071154.89,8
OT-00381,SIT-0021,ALM-001141,2026-08-06 09:43:40,2026-08-06 15:43:40,,Preventiva,P2,En terreno,PRV-01,556,644897.40,8
OT-00382,SIT-0028,ALM-001144,2026-08-06 10:04:09,2026-08-06 16:04:09,2026-08-07 08:04:09,Correctiva,P3,Completada,PRV-02,603,881017.61,24
OT-00383,SIT-0035,ALM-001147,2026-08-06 10:24:38,2026-08-06 16:24:38,2026-08-07 19:24:38,Correctiva,P3,Completada,PRV-03,650,-25000.00,24
OT-00384,SIT-0042,ALM-001150,2026-08-06 10:45:07,2026-08-06 16:45:07,,Emergencia,P4,Cancelada,PRV-04,697,3502833.50,72
OT-00385,SIT-0049,ALM-001153,2026-08-06 11:05:36,2026-08-06 17:05:36,,Preventiva,P1,Creada,PRV-05,23,1314445.30,2
OT-00386,SIT-0056,ALM-001156,2026-08-06 11:26:05,2026-08-06 17:26:05,,Correctiva,P2,Asignada,PRV-01,70,637189.37,8
OT-00387,SIT-0003,ALM-001159,2026-08-06 11:46:34,2026-08-06 17:46:34,2026-08-06 10:46:34,Correctiva,P2,En terreno,PRV-02,117,2097577.77,8
OT-00388,SIT-0010,ALM-001162,2026-08-06 12:07:03,2026-08-06 18:07:03,2026-08-08 04:07:03,Emergencia,P3,Completada,PRV-03,164,154621.46,24
OT-00389,SIT-0017,ALM-001165,2026-08-06 12:27:32,2026-08-06 18:27:32,2026-08-08 15:27:32,Preventiva,P3,Completada,PRV-04,211,140979.44,24
OT-00390,SIT-0024,ALM-001168,2026-08-06 12:48:01,2026-08-06 18:48:01,,Correctiva,P4,Cancelada,PRV-05,258,186591.33,72
OT-00391,SIT-0031,ALM-001171,2026-08-06 13:08:30,2026-08-06 19:08:30,,Correctiva,P1,Creada,PRV-01,305,1797000.22,2
OT-00392,SIT-0038,ALM-001174,2026-08-06 13:28:59,2026-08-06 19:28:59,,Emergencia,P2,Asignada,PRV-02,352,3540102.52,8
OT-00393,SIT-0045,ALM-001177,2026-08-06 13:49:28,2026-08-06 19:49:28,,Preventiva,P2,En terreno,PRV-03,399,145593.63,8
OT-00394,SIT-0052,,2026-08-06 14:09:57,2026-08-06 20:09:57,2026-08-07 00:09:57,Correctiva,P3,Completada,PRV-04,446,1484495.86,24
OT-00395,SIT-9999,,2026-08-06 14:30:26,2026-08-06 20:30:26,2026-08-07 11:30:26,Correctiva,P3,Completada,PRV-05,493,295671.47,24
OT-00396,SIT-0006,,2026-08-06 14:50:55,2026-08-06 20:50:55,,Emergencia,P4,Cancelada,PRV-01,540,225859.07,72
OT-00397,SIT-0013,,2026-08-06 15:11:24,2026-08-06 21:11:24,,Preventiva,P1,Creada,PRV-02,587,2300128.13,2
OT-00398,SIT-0020,,2026-08-06 15:31:53,2026-08-06 21:31:53,,Correctiva,P2,Asignada,PRV-03,634,192870.56,8
OT-00399,SIT-0027,,2026-08-06 15:52:22,2026-08-06 21:52:22,,Correctiva,P2,En terreno,PRV-04,681,286915.69,8
OT-00400,SIT-0034,,2026-08-06 16:12:51,2026-08-06 22:12:51,2026-08-07 20:12:51,Emergencia,P3,Completada,PRV-05,7,564055.98,24
