measurement_id,cell_id,event_ts,availability_pct,signal_strength_dbm,sinr_db,latency_ms,downlink_mbps,uplink_mbps,packet_loss_pct,dropped_calls,active_users,data_traffic_gb,ingestion_batch_id
MED-00010517,CEL-00077,2026-08-03 10:00:00,99.82,-93.27,11.61,94.55,117.82,19.31,1.9,3,1134,109.19,BATCH-20260803-10
MED-00010518,CEL-00078,2026-08-03 10:00:00,99.755,-78.32,17.43,84.32,125.46,21.81,1.9,5,1174,119.37,BATCH-20260803-10
MED-00010519,CEL-00079,2026-08-03 10:00:00,99.804,-86.99,19.61,87.96,61.52,11.9,0.93,4,812,98.76,BATCH-20260803-10
MED-00010520,CEL-00080,2026-08-03 10:00:00,99.888,-89.71,15.62,80.98,47.3,5.51,1.32,3,782,52.51,BATCH-20260803-10
MED-00010521,CEL-00081,2026-08-03 10:00:00,99.904,-86.97,14.11,77.79,62.59,15.65,0.79,2,674,72.3,BATCH-20260803-10
MED-00010522,CEL-00082,2026-08-03 10:00:00,99.865,-82.55,13.91,75.1,68.78,14.67,1.02,2,675,71.27,BATCH-20260803-10
MED-00010523,CEL-00083,2026-08-03 10:00:00,99.779,-90.15,13.19,90.22,137.02,23.58,1.25,4,990,131.05,BATCH-20260803-10
MED-00010524,CEL-00084,2026-08-03 10:00:00,99.767,-83.74,12.04,79.15,130.16,21.87,1.28,6,1115,105.34,BATCH-20260803-10
MED-00010525,CEL-00085,2026-08-03 10:00:00,99.854,-86.55,17.98,79.23,61.35,10.93,1.16,3,724,46.13,BATCH-20260803-10
MED-00010526,CEL-00086,2026-08-03 10:00:00,99.824,-88.85,14.72,85.9,118.93,18.58,1.16,4,1185,139.47,BATCH-20260803-10
MED-00010527,CEL-00087,2026-08-03 10:00:00,99.761,-94.18,14.45,87.71,140.74,22.57,1.36,3,1016,76.29,BATCH-20260803-10
MED-00010528,CEL-00088,2026-08-03 10:00:00,99.802,-95.35,21.0,87.89,57.87,14.31,0.89,3,669,59.91,BATCH-20260803-10
MED-00010529,CEL-00089,2026-08-03 10:00:00,99.816,-95.55,18.27,90.58,57.38,10.9,1.12,7,741,74.42,BATCH-20260803-10
MED-00010530,CEL-00090,2026-08-03 10:00:00,99.971,-101.88,12.18,99.33,54.58,9.56,1.63,5,603,56.02,BATCH-20260803-10
MED-00010531,CEL-00091,2026-08-03 10:00:00,99.982,-79.98,20.79,83.09,57.09,10.23,1.16,4,791,76.36,BATCH-20260803-10
MED-00010532,CEL-00092,2026-08-03 10:00:00,99.88,-77.36,13.83,80.83,146.54,28.89,1.6,5,1075,102.16,BATCH-20260803-10
MED-00010533,CEL-00093,2026-08-03 10:00:00,99.83,-86.43,11.27,81.32,132.49,22.46,1.81,3,1175,114.1,BATCH-20260803-10
MED-00010534,CEL-00094,2026-08-03 10:00:00,99.864,-89.08,19.06,84.52,58.82,9.54,1.4,4,722,88.82,BATCH-20260803-10
MED-00010535,CEL-00095,2026-08-03 10:00:00,99.833,-84.4,13.25,81.35,134.18,22.47,1.71,4,1190,146.97,BATCH-20260803-10
MED-00010536,CEL-00096,2026-08-03 10:00:00,99.824,-85.26,13.9,81.9,146.85,26.21,1.49,4,1063,64.81,BATCH-20260803-10
MED-00010537,CEL-00097,2026-08-03 10:00:00,99.798,-89.95,19.88,81.51,57.59,10.2,0.81,6,816,63.42,BATCH-20260803-10
MED-00010538,CEL-00098,2026-08-03 10:00:00,99.882,-86.01,16.45,79.54,58.88,11.3,1.12,2,805,49.49,BATCH-20260803-10
MED-00010539,CEL-00099,2026-08-03 10:00:00,99.929,-92.31,14.56,82.12,62.05,10.22,0.92,3,728,64.12,BATCH-20260803-10
MED-00010540,CEL-00100,2026-08-03 10:00:00,99.848,-96.77,15.71,84.97,58.54,10.06,0.89,3,607,84.31,BATCH-20260803-10
MED-00010541,CEL-00101,2026-08-03 10:00:00,99.848,-89.5,15.64,74.48,136.3,24.65,1.65,2,992,123.25,BATCH-20260803-10
MED-00010542,CEL-00102,2026-08-03 10:00:00,99.843,-89.17,13.29,84.33,121.18,20.34,2.18,4,1163,109.16,BATCH-20260803-10
MED-00010543,CEL-00103,2026-08-03 10:00:00,99.874,-95.15,14.29,650.0,61.32,8.49,0.66,2,604,77.44,BATCH-20260803-10
MED-00010544,CEL-00104,2026-08-03 10:00:00,99.76,-81.61,16.39,80.84,124.33,21.34,1.26,4,1073,143.21,BATCH-20260803-10
MED-00010545,CEL-00105,2026-08-03 10:00:00,99.768,-84.13,14.9,85.85,119.17,21.64,1.25,5,1190,139.26,BATCH-20260803-10
MED-00010546,CEL-00106,2026-08-03 10:00:00,99.979,-91.22,16.12,74.91,70.36,12.56,0.84,0,638,66.73,BATCH-20260803-10
MED-00010547,CEL-00107,2026-08-03 10:00:00,99.86,-91.11,18.57,84.83,56.83,12.88,1.37,2,742,87.6,BATCH-20260803-10
MED-00010548,CEL-00108,2026-08-03 10:00:00,99.802,-88.23,14.46,80.3,,6.78,1.03,1,750,99.1,BATCH-20260803-10
MED-00010549,CEL-00109,2026-08-03 10:00:00,99.845,-92.14,15.67,91.5,65.57,12.0,0.98,2,760,82.83,BATCH-20260803-10
MED-00010550,CEL-00110,2026-08-03 10:00:00,99.804,-91.8,16.29,86.88,129.73,24.12,1.59,3,1096,136.6,BATCH-20260803-10
MED-00010551,CEL-00111,2026-08-03 10:00:00,95.31,-87.56,15.48,77.64,149.73,27.19,1.96,5,1076,105.33,BATCH-20260803-10
MED-00010552,CEL-00112,2026-08-03 10:00:00,99.855,-93.6,15.61,82.61,45.15,8.05,0.69,4,625,49.24,BATCH-20260803-10
MED-00010553,CEL-00113,2026-08-03 10:00:00,99.914,-91.72,14.77,88.76,130.55,25.16,1.08,6,994,60.92,BATCH-20260803-10
MED-00010554,CEL-00114,2026-08-03 10:00:00,99.847,-100.85,7.96,113.24,109.31,22.05,2.17,8,1130,140.12,BATCH-20260803-10
MED-00010555,CEL-00115,2026-08-03 10:00:00,99.9,-88.94,18.41,87.89,58.82,7.72,1.04,2,807,75.08,BATCH-20260803-10
MED-00010556,CEL-00116,2026-08-03 10:00:00,99.816,-96.02,13.76,101.13,46.08,4.83,1.63,4,734,75.73,BATCH-20260803-10
MED-00010557,CEL-00117,2026-08-03 10:00:00,99.834,-86.17,16.46,77.49,66.07,14.35,0.83,2,778,52.68,BATCH-20260803-10
MED-00010558,CEL-00118,2026-08-03 10:00:00,99.918,-84.28,22.52,75.21,67.47,16.06,1.27,2,623,78.37,BATCH-20260803-10
MED-00010559,CEL-00119,2026-08-03 10:00:00,99.846,-82.45,12.07,72.1,134.23,23.71,0.73,1,933,92.72,BATCH-20260803-10
MED-00010560,CEL-00120,2026-08-03 10:00:00,99.827,-89.62,14.0,84.03,127.34,23.91,1.66,2,1156,117.72,BATCH-20260803-10
MED-00010561,CEL-00121,2026-08-03 10:00:00,99.86,-87.33,17.29,86.09,54.39,5.53,1.18,2,781,80.83,BATCH-20260803-10
MED-00010562,CEL-00122,2026-08-03 10:00:00,99.757,-84.78,18.82,71.99,133.63,23.56,1.71,3,1005,102.85,BATCH-20260803-10
MED-00010563,CEL-00123,2026-08-03 10:00:00,99.816,-90.92,16.8,86.94,123.88,21.84,1.49,3,1007,129.3,BATCH-20260803-10
MED-00010564,CEL-00124,2026-08-03 10:00:00,99.872,-94.31,17.77,95.39,58.72,9.4,1.18,3,829,77.1,BATCH-20260803-10
MED-00010565,CEL-00125,2026-08-03 10:00:00,99.923,-96.58,14.53,92.61,62.29,10.45,1.44,4,720,90.88,BATCH-20260803-10
MED-00010566,CEL-00126,2026-08-03 10:00:00,99.818,-95.5,15.73,83.47,45.18,6.52,1.22,1,596,60.33,BATCH-20260803-10
MED-00010567,CEL-00127,2026-08-03 10:00:00,99.962,-101.19,11.41,112.7,36.19,4.38,1.79,5,807,107.79,BATCH-20260803-10
MED-00010568,CEL-00128,2026-08-03 10:00:00,99.827,-91.15,12.09,93.33,136.93,27.81,1.57,4,1052,63.12,BATCH-20260803-10
MED-00010569,CEL-00129,2026-08-03 10:00:00,99.768,-96.59,10.17,93.33,122.54,24.0,1.64,4,1053,123.67,BATCH-20260803-10
MED-00010570,CEL-00130,2026-08-03 10:00:00,99.839,-88.75,17.35,80.77,67.03,11.73,1.5,2,806,84.72,BATCH-20260803-10
MED-00010571,CEL-00131,2026-08-03 10:00:00,99.836,-85.55,13.57,86.05,135.65,24.78,1.29,2,1165,135.46,BATCH-20260803-10
MED-00010572,CEL-00132,2026-08-03 10:00:00,99.85,-84.63,11.42,89.23,114.85,21.77,1.34,4,1208,166.3,BATCH-20260803-10
MED-00010573,CEL-00133,2026-08-03 10:00:00,99.855,-88.18,17.3,85.35,63.87,10.17,1.05,2,810,74.55,BATCH-20260803-10
MED-00010574,CEL-00134,2026-08-03 10:00:00,99.849,-92.61,19.46,89.48,51.87,11.79,1.13,4,776,50.1,BATCH-20260803-10
MED-00010575,CEL-00135,2026-08-03 10:00:00,99.996,-91.63,18.99,78.58,68.0,13.07,1.17,0,641,67.7,BATCH-20260803-10
MED-00010576,CEL-00136,2026-08-03 10:00:00,99.841,-91.42,18.35,84.39,59.94,12.72,1.21,4,760,90.6,BATCH-20260803-10
MED-00010577,CEL-00137,2026-08-03 10:00:00,99.861,-91.94,16.04,87.4,123.64,20.76,1.13,2,1099,121.51,BATCH-20260803-10
MED-00010578,CEL-00138,2026-08-03 10:00:00,99.777,-89.34,15.39,80.01,125.46,23.03,0.98,4,1091,128.61,BATCH-20260803-10
MED-00010579,CEL-00139,2026-08-03 10:00:00,99.776,-95.53,13.25,97.7,44.39,5.57,0.85,5,839,71.85,BATCH-20260803-10
MED-00010580,CEL-00140,2026-08-03 10:00:00,99.749,-92.01,18.0,102.48,126.31,24.01,1.51,6,1178,124.6,BATCH-20260803-10
MED-00010581,CEL-00141,2026-08-03 10:00:00,99.812,-94.45,12.39,91.67,117.0,20.32,1.81,6,1136,137.63,BATCH-20260803-10
MED-00010582,CEL-00142,2026-08-03 10:00:00,99.847,-100.73,8.4,107.56,32.55,6.31,1.89,5,848,54.12,BATCH-20260803-10
MED-00010583,CEL-00143,2026-08-03 10:00:00,99.922,-84.9,19.07,80.18,59.68,8.29,1.25,5,772,92.21,BATCH-20260803-10
MED-00010584,CEL-00144,2026-08-03 10:00:00,99.868,-85.79,22.25,73.6,47.37,6.68,0.88,5,735,58.84,BATCH-20260803-10
MED-00010585,CEL-00145,2026-08-03 10:00:00,99.915,-89.32,18.58,77.11,63.26,11.21,1.21,2,708,96.12,BATCH-20260803-10
MED-00010586,CEL-00146,2026-08-03 10:00:00,99.826,-86.46,13.68,70.82,131.62,24.42,1.27,5,964,67.53,BATCH-20260803-10
MED-00010587,CEL-00147,2026-08-03 10:00:00,99.77,-87.94,13.0,81.86,139.19,22.99,1.39,4,1051,136.24,BATCH-20260803-10
MED-00010588,CEL-00148,2026-08-03 10:00:00,95.471,-86.96,20.35,78.59,59.23,12.0,1.29,2,601,43.04,BATCH-20260803-10
MED-00010589,CEL-00149,2026-08-03 10:00:00,99.848,-98.16,9.63,101.82,109.48,15.54,1.71,5,1104,128.71,BATCH-20260803-10
MED-00010590,CEL-00150,2026-08-03 10:00:00,99.949,-87.66,15.48,76.51,134.75,23.88,1.15,4,1037,80.46,BATCH-20260803-10
MED-00010591,CEL-00151,2026-08-03 10:00:00,99.872,-94.96,13.96,105.35,47.78,7.95,0.86,3,820,101.97,BATCH-20260803-10
MED-00010592,CEL-00152,2026-08-03 10:00:00,99.853,-91.23,20.28,84.46,53.96,11.2,0.79,3,748,78.13,BATCH-20260803-10
MED-00010593,CEL-99999,2026-08-03 10:00:00,99.874,-90.48,16.77,79.17,51.23,10.85,0.66,2,713,85.49,BATCH-20260803-10
MED-00010594,CEL-00154,2026-08-03 10:00:00,99.817,-92.73,19.33,84.88,52.58,13.33,1.15,6,780,60.73,BATCH-20260803-10
MED-00010595,CEL-00155,2026-08-03 10:00:00,99.805,-90.27,15.12,91.2,128.05,24.98,1.18,3,1117,68.42,BATCH-20260803-10
MED-00010596,CEL-00156,2026-08-03 10:00:00,99.893,-80.38,14.38,74.31,135.35,21.2,1.3,4,1037,121.89,BATCH-20260803-10
MED-00010597,CEL-00157,2026-08-03 10:00:00,99.918,-87.02,19.33,73.42,71.43,13.24,0.47,3,640,69.17,BATCH-20260803-10
MED-00010598,CEL-00158,2026-08-03 10:00:00,99.804,-82.73,17.17,76.66,133.14,31.2,1.17,6,1026,136.34,BATCH-20260803-10
MED-00010599,CEL-00159,2026-08-03 10:00:00,99.775,-83.06,14.15,94.51,129.79,23.11,1.32,7,1199,115.07,BATCH-20260803-10
MED-00010600,CEL-00160,2026-08-03 10:00:00,99.895,-89.92,14.68,82.12,61.99,9.89,1.37,5,694,74.64,BATCH-20260803-10
MED-00010601,CEL-00161,2026-08-03 10:00:00,99.829,-93.64,18.26,90.02,42.92,6.57,0.7,3,776,86.78,BATCH-20260803-10
MED-00010602,CEL-00162,2026-08-03 10:00:00,99.861,-88.76,17.61,73.09,64.98,13.43,1.0,1,640,66.83,BATCH-20260803-10
MED-00010603,CEL-00163,2026-08-03 10:00:00,99.876,-90.06,19.58,76.2,61.45,9.47,1.04,2,623,76.08,BATCH-20260803-10
MED-00010604,CEL-00164,2026-08-03 10:00:00,99.876,-90.11,16.99,77.95,141.84,23.97,1.52,2,968,121.73,BATCH-20260803-10
MED-00010605,CEL-00165,2026-08-03 10:00:00,99.812,-145.0,10.27,88.82,129.35,23.4,1.43,2,1103,97.79,BATCH-20260803-10
MED-00010605,CEL-00166,2026-08-03 10:00:00,99.863,-97.23,16.89,100.91,42.71,7.24,1.63,5,813,50.75,BATCH-20260803-10
MED-00010607,CEL-00167,2026-08-03 10:00:00,99.757,-94.48,13.73,88.96,119.33,19.72,1.64,3,1072,76.79,BATCH-20260803-10
MED-00010608,CEL-00168,2026-08-03 10:00:00,99.772,-92.85,13.52,92.16,114.92,20.84,1.29,3,1198,149.11,BATCH-20260803-10
MED-00010609,CEL-00169,2026-08-03 10:00:00,99.952,-88.01,16.12,69.8,63.59,10.92,0.73,3,640,74.19,BATCH-20260803-10
MED-00010610,CEL-00170,2026-08-03 10:00:00,99.862,-85.32,17.87,77.04,60.32,9.3,0.84,2,681,88.01,BATCH-20260803-10
MED-00010611,CEL-00171,2026-08-03 10:00:00,99.791,-85.49,20.1,78.36,64.08,14.3,1.02,2,745,100.63,BATCH-20260803-10
MED-00010612,CEL-00172,2026-08-03 10:00:00,99.846,-89.31,15.77,71.72,74.95,8.85,0.3,4,587,39.99,BATCH-20260803-10
MED-00010613,CEL-00173,2026-08-03 10:00:00,99.759,-86.98,16.98,84.16,138.83,24.37,1.19,4,967,127.13,BATCH-20260803-10
MED-00010614,CEL-00174,2026-08-03 10:00:00,99.85,-85.41,17.22,79.39,137.47,26.27,1.02,2,1010,135.52,BATCH-20260803-10
MED-00010615,CEL-00175,2026-08-03 10:00:00,99.885,-92.08,13.85,93.87,48.92,5.84,1.05,3,820,50.36,BATCH-20260803-10
MED-00010616,CEL-00176,2026-08-03 10:00:00,99.8,-79.71,12.39,86.12,120.5,21.55,1.13,6,1163,152.43,BATCH-20260803-10
MED-00010617,CEL-00177,2026-08-03 10:00:00,99.79,-93.6,16.15,91.03,117.57,21.06,1.24,4,1081,117.04,BATCH-20260803-10
MED-00010618,CEL-00178,2026-08-03 10:00:00,99.867,-92.45,18.55,84.83,69.43,13.11,1.02,3,791,99.83,BATCH-20260803-10
MED-00010619,CEL-00179,2026-08-03 10:00:00,99.865,-94.91,11.98,93.25,59.29,13.26,1.34,3,795,99.27,BATCH-20260803-10
MED-00010620,CEL-00180,2026-08-03 10:00:00,99.887,-99.22,12.92,88.07,56.24,9.8,1.36,2,566,71.16,BATCH-20260803-10
MED-00010621,CEL-00001,2026-08-03 11:00:00,99.852,-84.89,18.05,77.43,46.73,7.2,1.57,2,817,70.41,BATCH-20260803-11
MED-00010622,CEL-00002,2026-08-03 11:00:00,99.807,-85.12,13.05,79.7,135.57,24.83,0.99,2,1094,82.72,BATCH-20260803-11
MED-00010623,CEL-00003,2026-08-03 11:00:00,99.817,-81.97,12.59,85.83,136.46,22.83,1.39,3,1146,100.27,BATCH-20260803-11
MED-00010624,CEL-00004,2026-08-03 11:00:00,99.845,-88.59,16.78,88.88,60.93,13.69,0.99,3,804,77.64,BATCH-20260803-11
MED-00010625,CEL-00005,2026-08-03 11:00:00,99.738,-88.45,13.15,93.87,120.25,21.28,1.7,3,1266,141.62,BATCH-20260803-11
MED-00010626,CEL-00006,2026-08-03 11:00:00,99.822,-88.14,15.19,85.24,118.8,23.64,1.53,4,1154,158.17,BATCH-20260803-11
MED-00010627,CEL-00007,2026-08-03 11:00:00,99.816,-89.9,16.55,86.37,53.22,11.31,1.18,5,812,82.81,BATCH-20260803-11
MED-00010628,CEL-00008,2026-08-03 11:00:00,99.859,-95.68,12.79,100.19,50.07,11.26,0.6,6,775,64.34,BATCH-20260803-11
MED-00010629,CEL-00009,2026-08-03 11:00:00,99.907,-91.94,18.86,78.29,58.18,9.08,0.7,3,679,87.69,BATCH-20260803-11
MED-00010630,CEL-00010,2026-08-03 11:00:00,99.826,-94.0,17.26,84.12,58.68,12.62,0.22,1,647,52.91,BATCH-20260803-11
MED-00010631,CEL-00011,2026-08-03 11:00:00,99.778,-89.77,14.29,80.48,122.71,24.3,1.31,4,1036,93.79,BATCH-20260803-11
MED-00010632,CEL-00012,2026-08-03 11:00:00,99.802,-87.54,14.19,85.25,126.62,24.97,1.99,6,1265,139.21,BATCH-20260803-11
MED-00010633,CEL-00013,2026-08-03 11:00:00,99.834,-88.09,15.59,90.74,53.46,8.16,1.27,3,865,82.84,BATCH-20260803-11
MED-00010634,CEL-00014,2026-08-03 11:00:00,99.814,-81.28,16.3,78.83,127.18,22.28,1.3,6,1087,143.8,BATCH-20260803-11
MED-00010635,CEL-00015,2026-08-03 11:00:00,99.815,-84.48,15.3,78.08,137.42,25.11,1.24,6,1088,115.74,BATCH-20260803-11
MED-00010636,CEL-00016,2026-08-03 11:00:00,99.701,-90.82,15.25,83.88,46.08,7.77,1.3,2,805,57.5,BATCH-20260803-11
MED-00010637,CEL-00017,2026-08-03 11:00:00,99.817,-88.86,17.76,80.62,60.65,12.99,1.02,2,839,114.56,BATCH-20260803-11
MED-00010638,CEL-00018,2026-08-03 11:00:00,99.852,-89.1,21.2,78.06,60.78,14.45,1.13,4,786,61.42,BATCH-20260803-11
MED-00010639,CEL-00019,2026-08-03 11:00:00,99.928,-89.79,18.49,74.12,53.23,6.55,0.83,2,645,41.09,BATCH-20260803-11
MED-00010640,CEL-00020,2026-08-03 11:00:00,99.89,-90.1,16.33,83.88,135.07,22.13,1.51,5,1070,109.08,BATCH-20260803-11
MED-00010641,CEL-00021,2026-08-03 11:00:00,99.804,-94.8,10.42,109.78,106.54,15.7,1.37,4,1231,118.71,BATCH-20260803-11
MED-00010642,CEL-00022,2026-08-03 11:00:00,99.708,-95.54,13.14,92.44,57.04,12.96,1.12,2,750,71.55,BATCH-20260803-11
MED-00010643,CEL-00023,2026-08-03 11:00:00,99.794,-88.17,15.44,82.42,131.56,23.99,1.34,4,1142,105.19,BATCH-20260803-11
MED-00010644,CEL-00024,2026-08-03 11:00:00,99.906,-93.15,12.47,89.75,121.6,25.17,1.24,6,1127,133.62,BATCH-20260803-11
MED-00010645,CEL-00025,2026-08-03 11:00:00,99.796,-100.35,8.71,105.27,38.25,8.0,1.91,5,718,48.63,BATCH-20260803-11
MED-00010646,CEL-00026,2026-08-03 11:00:00,99.952,-85.77,19.01,79.61,69.82,13.54,0.96,3,763,67.33,BATCH-20260803-11
MED-00010647,CEL-00027,2026-08-03 11:00:00,99.883,-84.37,19.83,73.32,56.34,9.9,1.37,4,708,81.06,BATCH-20260803-11
MED-00010648,CEL-00028,2026-08-03 11:00:00,99.841,-85.89,19.59,78.47,58.78,11.37,0.72,3,813,62.35,BATCH-20260803-11
MED-00010649,CEL-00029,2026-08-03 11:00:00,99.814,-92.33,13.4,97.51,116.81,21.87,1.45,5,1196,97.97,BATCH-20260803-11
MED-00010650,CEL-00030,2026-08-03 11:00:00,99.846,-91.86,16.82,91.93,121.56,23.14,1.55,4,1139,148.34,BATCH-20260803-11
MED-00010651,CEL-00031,2026-08-03 11:00:00,99.827,-91.61,17.88,77.73,62.83,14.04,1.06,4,658,61.37,BATCH-20260803-11
MED-00010652,CEL-00032,2026-08-03 11:00:00,99.731,-93.74,9.14,107.37,98.57,17.73,1.94,3,1281,176.16,BATCH-20260803-11
MED-00010653,CEL-00033,2026-08-03 11:00:00,99.736,-85.92,12.02,89.37,128.3,21.59,1.36,4,1236,172.6,BATCH-20260803-11
MED-00010654,CEL-00034,2026-08-03 11:00:00,99.845,-87.62,17.17,86.27,46.68,4.65,1.57,5,906,120.12,BATCH-20260803-11
MED-00010655,CEL-00035,2026-08-03 11:00:00,99.842,-96.49,14.59,94.11,55.92,10.34,1.31,3,723,53.31,BATCH-20260803-11
MED-00010656,CEL-00036,2026-08-03 11:00:00,99.808,-97.86,16.26,94.23,43.75,7.22,1.03,3,670,85.32,BATCH-20260803-11
MED-00010657,CEL-00037,2026-08-03 11:00:00,95.306,-99.86,10.86,98.06,43.74,9.2,1.76,6,703,88.17,BATCH-20260803-11
MED-00010658,CEL-00038,2026-08-03 11:00:00,99.87,-94.55,9.97,94.18,119.64,17.96,1.14,4,1198,125.2,BATCH-20260803-11
MED-00010659,CEL-00039,2026-08-03 11:00:00,99.826,-87.67,14.65,77.59,136.25,25.61,1.44,4,1066,144.22,BATCH-20260803-11
MED-00010660,CEL-00040,2026-08-03 11:00:00,99.769,-87.05,15.17,79.31,64.33,11.22,0.96,2,842,84.77,BATCH-20260803-11
MED-00010661,CEL-00041,2026-08-03 11:00:00,99.756,-79.56,14.38,82.17,125.18,20.13,1.61,5,1148,125.69,BATCH-20260803-11
MED-00010662,CEL-00042,2026-08-03 11:00:00,99.8,-87.13,16.48,80.71,135.22,23.56,1.51,4,1094,146.5,BATCH-20260803-11
MED-00010663,CEL-00043,2026-08-03 11:00:00,99.877,-98.39,11.8,108.57,36.21,12.19,1.39,5,825,74.49,BATCH-20260803-11
MED-00010664,CEL-00044,2026-08-03 11:00:00,99.755,-85.63,16.69,96.33,51.82,11.16,0.98,3,910,123.97,BATCH-20260803-11
MED-00010665,CEL-00045,2026-08-03 11:00:00,99.893,-91.97,20.44,82.09,55.46,9.77,0.9,2,655,69.4,BATCH-20260803-11
MED-00010666,CEL-00046,2026-08-03 11:00:00,99.862,-98.18,11.3,93.48,52.26,9.23,1.3,3,664,82.25,BATCH-20260803-11
MED-00010667,CEL-00047,2026-08-03 11:00:00,99.817,-91.21,11.22,83.85,125.63,24.74,1.33,3,1111,76.03,BATCH-20260803-11
MED-00010668,CEL-00048,2026-08-03 11:00:00,99.803,-90.93,17.32,92.19,123.18,17.67,1.71,2,1105,153.39,BATCH-20260803-11
MED-00010669,CEL-00049,2026-08-03 11:00:00,99.796,-87.6,16.16,88.14,57.11,10.3,1.25,3,864,54.39,BATCH-20260803-11
MED-00010670,CEL-00050,2026-08-03 11:00:00,99.848,-89.2,14.85,84.55,126.08,22.6,1.44,4,1113,87.34,BATCH-20260803-11
MED-00010671,CEL-00051,2026-08-03 11:00:00,99.765,-84.75,14.68,84.46,118.89,18.89,1.97,5,1240,90.91,BATCH-20260803-11
MED-00010672,CEL-00052,2026-08-03 11:00:00,99.839,-85.33,17.5,79.46,69.0,16.43,0.84,2,784,81.95,BATCH-20260803-11
MED-00010673,CEL-00053,2026-08-03 11:00:00,99.851,-82.05,18.79,81.26,62.24,12.12,1.78,3,739,86.1,BATCH-20260803-11
MED-00010674,CEL-00054,2026-08-03 11:00:00,99.84,-87.93,16.51,80.8,64.86,14.66,0.8,6,816,106.52,BATCH-20260803-11
MED-00010675,CEL-00055,2026-08-03 11:00:00,99.911,-87.61,16.94,74.45,59.17,11.94,1.18,1,702,50.49,BATCH-20260803-11
MED-00010676,CEL-00056,2026-08-03 11:00:00,99.765,-85.54,14.74,77.89,128.86,23.46,1.65,3,1089,132.01,BATCH-20260803-11
MED-00010677,CEL-00057,2026-08-03 11:00:00,99.829,-92.09,9.97,92.96,122.99,23.22,1.1,4,1210,167.26,BATCH-20260803-11
MED-00010678,CEL-00058,2026-08-03 11:00:00,99.847,-88.08,14.91,90.72,58.56,10.54,0.93,1,811,52.35,BATCH-20260803-11
MED-00010679,CEL-00059,2026-08-03 11:00:00,99.765,-84.41,15.73,79.43,121.41,18.92,1.58,6,1145,160.01,BATCH-20260803-11
MED-00010680,CEL-00060,2026-08-03 11:00:00,99.841,-87.23,15.09,93.34,117.01,21.07,1.76,6,1220,108.24,BATCH-20260803-11
MED-00010681,CEL-00061,2026-08-03 11:00:00,99.864,-96.32,10.51,97.41,53.39,10.76,1.41,3,847,51.95,BATCH-20260803-11
MED-00010682,CEL-00062,2026-08-03 11:00:00,99.831,-99.52,11.76,99.81,46.87,7.58,1.53,7,796,99.06,BATCH-20260803-11
MED-00010683,CEL-00063,2026-08-03 11:00:00,99.829,-96.38,14.54,93.0,42.4,9.94,1.34,4,806,78.14,BATCH-20260803-11
MED-00010684,CEL-00064,2026-08-03 11:00:00,99.881,-89.61,21.25,73.11,68.43,13.78,0.59,3,644,74.37,BATCH-20260803-11
MED-00010685,CEL-00065,2026-08-03 11:00:00,99.734,-86.16,18.51,74.04,128.7,20.32,0.94,4,1054,103.83,BATCH-20260803-11
MED-00010686,CEL-00066,2026-08-03 11:00:00,99.777,-81.69,11.26,82.11,125.13,23.16,1.53,4,1157,114.02,BATCH-20260803-11
MED-00010687,CEL-00067,2026-08-03 11:00:00,99.782,-86.83,19.32,75.18,61.5,11.97,0.6,4,674,90.28,BATCH-20260803-11
MED-00010688,CEL-00068,2026-08-03 11:00:00,99.786,-85.73,19.51,82.05,129.96,25.01,1.45,6,1112,119.31,BATCH-20260803-11
MED-00010689,CEL-00069,2026-08-03 11:00:00,99.715,-86.72,16.4,86.71,123.33,21.76,1.5,4,1189,145.28,BATCH-20260803-11
MED-00010690,CEL-00070,2026-08-03 11:00:00,99.909,-90.3,15.92,-10.0,61.53,13.48,1.31,6,864,108.7,BATCH-20260803-11
MED-00010691,CEL-00071,2026-08-03 11:00:00,99.821,-92.55,17.91,82.6,60.05,11.75,0.77,4,736,60.31,BATCH-20260803-11
MED-00010692,CEL-00072,2026-08-03 11:00:00,99.807,-89.22,16.56,90.12,53.8,10.2,1.19,4,853,66.33,BATCH-20260803-11
MED-00010693,CEL-00073,2026-08-03 11:00:00,99.902,-89.85,14.18,89.23,47.31,8.67,0.81,5,857,117.1,BATCH-20260803-11
MED-00010694,CEL-00074,2026-08-03 11:00:00,95.303,-91.4,15.35,84.23,120.68,21.83,1.47,3,1102,117.17,BATCH-20260803-11
MED-00010695,CEL-00075,2026-08-03 11:00:00,99.846,-85.94,14.99,78.14,127.36,23.37,1.51,7,1093,127.83,BATCH-20260803-11
MED-00010696,CEL-00076,2026-08-03 11:00:00,99.905,-89.0,16.74,86.61,52.82,3.85,0.97,3,748,70.53,BATCH-20260803-11
MED-00010697,CEL-00077,2026-08-03 11:00:00,99.871,-92.93,16.0,87.21,114.43,19.45,1.14,4,1116,106.74,BATCH-20260803-11
MED-00010698,CEL-00078,2026-08-03 11:00:00,99.787,-83.47,9.81,84.93,123.96,25.43,1.41,3,1256,124.22,BATCH-20260803-11
MED-00010699,CEL-00079,2026-08-03 11:00:00,99.819,-85.32,16.19,93.45,60.03,10.15,1.02,3,839,72.73,BATCH-20260803-11
MED-00010700,CEL-00080,2026-08-03 11:00:00,99.857,-87.53,16.38,77.53,59.44,12.06,0.98,3,761,90.27,BATCH-20260803-11
