survey_id,customer_id,subscription_id,response_date,survey_trigger,nps_score,csat_score,experience_area,feedback_category,survey_channel
ENC-000518,CLI-000492,SUB-003492,2026-08-12,Cierre de ticket,2,2,Red,Velocidad variable,Web
ENC-000519,CLI-000515,SUB-003515,2026-08-01,Alta,7,4,Atención,Atención satisfactoria,SMS
ENC-000520,CLI-000538,SUB-003538,2026-08-04,Cambio de plan,6,4,Producto,Plan adecuado,App
ENC-000521,CLI-000561,SUB-003561,2026-08-07,Periódica,0,1,Facturación,Cobro claro,Web
ENC-000522,CLI-000584,SUB-003584,2026-08-10,Cierre de ticket,10,5,App,App fácil de usar,SMS
ENC-000523,CLI-000607,SUB-003607,2026-08-13,Alta,4,3,Red,Cobertura insuficiente,App
ENC-000524,CLI-000630,SUB-003630,2026-08-02,Cambio de plan,9,5,Red,Velocidad variable,Web
ENC-000525,CLI-000653,SUB-003653,2026-08-05,Periódica,8,5,Atención,Atención satisfactoria,SMS
ENC-000526,CLI-000676,SUB-003676,2026-08-08,Cierre de ticket,2,2,Producto,Plan adecuado,App
ENC-000527,CLI-000699,SUB-003699,2026-08-11,Alta,1,1,Facturación,Cobro claro,Web
ENC-000528,CLI-000722,SUB-003722,2026-08-14,Cambio de plan,6,4,App,App fácil de usar,SMS
ENC-000529,CLI-000745,SUB-003745,2026-08-03,Periódica,0,1,Red,Cobertura insuficiente,App
ENC-000530,CLI-000768,SUB-003768,2026-08-06,Cierre de ticket,10,5,Red,Velocidad variable,Web
ENC-000531,CLI-000791,SUB-003791,2026-08-09,Alta,4,3,Atención,Atención satisfactoria,SMS
ENC-000532,CLI-000814,SUB-003814,2026-08-12,Cambio de plan,3,2,Producto,Plan adecuado,App
ENC-000533,CLI-000837,SUB-003837,2026-08-01,Periódica,8,5,Facturación,Cobro claro,Web
ENC-000534,CLI-000860,SUB-003860,2026-08-04,Cierre de ticket,2,2,App,App fácil de usar,SMS
ENC-000535,CLI-000883,SUB-003883,2026-08-07,Alta,1,1,Red,Cobertura insuficiente,App
ENC-000536,CLI-000906,SUB-003906,2026-08-10,Cambio de plan,6,4,Red,Velocidad variable,Web
ENC-000537,CLI-000929,SUB-003929,2026-08-13,Periódica,5,3,Atención,Atención satisfactoria,SMS
ENC-000538,CLI-000952,SUB-003952,2026-08-02,Cierre de ticket,10,7,Producto,Plan adecuado,App
ENC-000539,CLI-000975,SUB-003975,2026-08-05,Alta,4,3,Facturación,Cobro claro,Web
ENC-000540,CLI-000998,SUB-003998,2026-08-08,Cambio de plan,3,2,App,App fácil de usar,SMS
ENC-000541,CLI-001021,SUB-004021,2026-08-11,Periódica,8,5,Red,Cobertura insuficiente,App
ENC-000542,CLI-001044,SUB-004044,2026-08-14,Cierre de ticket,7,4,Red,Velocidad variable,Web
ENC-000543,CLI-001067,SUB-004067,2026-08-03,Alta,1,1,Atención,Atención satisfactoria,SMS
ENC-000544,CLI-001090,SUB-004090,2026-08-06,Cambio de plan,12,4,Producto,Plan adecuado,App
ENC-000545,CLI-001113,SUB-004113,2026-08-09,Periódica,5,3,Facturación,Cobro claro,Web
ENC-000546,CLI-001136,SUB-004136,2026-08-12,Cierre de ticket,10,5,App,App fácil de usar,SMS
ENC-000547,CLI-001159,SUB-004159,2026-08-01,Alta,9,5,Red,Cobertura insuficiente,App
ENC-000548,CLI-001182,SUB-004182,2026-08-04,Cambio de plan,3,2,Red,Velocidad variable,Web
ENC-000549,CLI-000005,SUB-000005,2026-08-07,Periódica,8,5,Atención,Atención satisfactoria,SMS
ENC-000550,CLI-000028,SUB-000028,2026-08-10,Cierre de ticket,7,4,Producto,Plan adecuado,App
ENC-000551,CLI-000051,SUB-000051,2026-08-13,Alta,1,1,Facturación,Cobro claro,Web
ENC-000552,CLI-000074,SUB-000074,2026-08-02,Cambio de plan,0,1,App,App fácil de usar,SMS
ENC-000553,CLI-000097,SUB-000097,2026-08-05,Periódica,5,3,Red,Cobertura insuficiente,App
ENC-000554,CLI-000120,SUB-000120,2026-08-08,Cierre de ticket,10,5,Red,Velocidad variable,Web
ENC-000555,CLI-000143,SUB-000143,2026-08-11,Alta,9,5,Atención,Atención satisfactoria,SMS
ENC-000556,CLI-000166,SUB-000166,2026-08-14,Cambio de plan,3,2,Producto,Plan adecuado,App
ENC-000557,CLI-000189,SUB-000189,2026-08-03,Periódica,2,2,Facturación,Cobro claro,Web
ENC-000558,CLI-000212,SUB-000212,2026-08-06,Cierre de ticket,7,4,App,App fácil de usar,SMS
ENC-000559,CLI-000235,SUB-000235,2026-08-09,Alta,1,1,Red,Cobertura insuficiente,App
ENC-000560,CLI-000258,SUB-000258,2026-08-12,Cambio de plan,0,1,Red,Velocidad variable,Web
ENC-000561,CLI-000281,SUB-000281,2026-08-01,Periódica,5,3,Atención,Atención satisfactoria,SMS
ENC-000562,CLI-000304,SUB-000304,2026-08-04,Cierre de ticket,4,3,Producto,Plan adecuado,App
ENC-000563,CLI-000327,SUB-000327,2026-08-07,Alta,9,5,Facturación,Cobro claro,Web
ENC-000564,CLI-000350,SUB-000350,2026-08-10,Cambio de plan,3,2,App,App fácil de usar,SMS
ENC-000565,CLI-000373,SUB-000373,2026-08-13,Periódica,2,2,Red,Cobertura insuficiente,App
ENC-000566,CLI-000396,SUB-000396,2026-08-02,Cierre de ticket,7,4,Red,Velocidad variable,Web
ENC-000567,CLI-000419,SUB-000419,2026-08-05,Alta,6,4,Atención,Atención satisfactoria,SMS
ENC-000568,CLI-000442,SUB-000442,2026-08-08,Cambio de plan,0,1,Producto,Plan adecuado,App
ENC-000569,CLI-000465,SUB-000465,2026-08-11,Periódica,5,3,Facturación,Cobro claro,Web
ENC-000570,CLI-000488,SUB-000488,2026-08-14,Cierre de ticket,4,3,App,App fácil de usar,SMS
ENC-000571,CLI-000511,SUB-000511,2026-08-03,Alta,9,5,Red,Cobertura insuficiente,App
ENC-000572,CLI-000534,SUB-000534,2026-08-06,Cambio de plan,8,5,Red,Velocidad variable,Web
ENC-000573,CLI-000557,SUB-000557,2026-08-09,Periódica,2,2,Atención,Atención satisfactoria,SMS
ENC-000574,CLI-000580,SUB-000580,2026-08-12,Cierre de ticket,7,4,Producto,Plan adecuado,App
ENC-000575,CLI-000603,SUB-000603,2026-08-01,Alta,6,4,Facturación,Cobro claro,Web
ENC-000576,CLI-000626,SUB-000626,2026-08-04,Cambio de plan,0,1,App,App fácil de usar,SMS
ENC-000577,CLI-000649,SUB-000649,2026-08-07,Periódica,10,5,Red,Cobertura insuficiente,App
ENC-000578,CLI-000672,SUB-000672,2026-08-10,Cierre de ticket,4,3,Red,Velocidad variable,Web
ENC-000579,CLI-000695,SUB-000695,2026-08-13,Alta,9,5,Atención,Atención satisfactoria,SMS
ENC-000580,CLI-000718,SUB-999999,2026-08-02,Cambio de plan,8,5,Producto,Plan adecuado,App
ENC-000581,CLI-000741,SUB-000741,2026-08-05,Periódica,2,2,Facturación,Cobro claro,Web
ENC-000582,CLI-000764,SUB-000764,2026-08-08,Cierre de ticket,1,1,App,App fácil de usar,SMS
ENC-000583,CLI-000787,SUB-000787,2026-08-11,Alta,6,4,Red,Cobertura insuficiente,App
ENC-000584,CLI-000810,SUB-000810,2026-08-14,Cambio de plan,0,1,Red,Velocidad variable,Web
ENC-000585,CLI-000833,SUB-000833,2026-08-03,Periódica,10,5,Atención,Atención satisfactoria,SMS
ENC-000586,CLI-000856,SUB-000856,2026-08-06,Cierre de ticket,4,3,Producto,Plan adecuado,App
ENC-000587,CLI-000879,SUB-000879,2026-08-09,Alta,3,2,Facturación,Cobro claro,Web
ENC-000588,CLI-000902,SUB-000902,2026-08-12,Cambio de plan,8,5,App,App fácil de usar,SMS
ENC-000589,CLI-000925,SUB-000925,2026-08-01,Periódica,2,2,Red,Cobertura insuficiente,App
ENC-000590,CLI-000948,SUB-000948,2026-08-04,Cierre de ticket,1,1,Red,Velocidad variable,Web
ENC-000591,CLI-000971,SUB-000971,2026-08-07,Alta,6,4,Atención,Atención satisfactoria,SMS
ENC-000592,CLI-000994,SUB-000994,2026-08-10,Cambio de plan,5,3,Producto,Plan adecuado,App
ENC-000593,CLI-001017,SUB-001017,2026-08-13,Periódica,10,5,Facturación,Cobro claro,Web
ENC-000594,CLI-001040,SUB-001040,2026-08-02,Cierre de ticket,4,3,App,App fácil de usar,SMS
ENC-000595,CLI-001063,SUB-001063,2026-08-05,Alta,3,2,Red,Cobertura insuficiente,App
ENC-000596,CLI-001086,SUB-001086,2026-08-08,Cambio de plan,8,5,Red,Velocidad variable,Web
ENC-000597,CLI-001109,SUB-001109,2026-08-11,Periódica,7,4,Atención,Atención satisfactoria,SMS
ENC-000598,CLI-999999,SUB-001132,2026-08-14,Cierre de ticket,1,1,Producto,Plan adecuado,App
ENC-000599,CLI-001155,SUB-001155,2026-08-03,Alta,6,4,Facturación,Cobro claro,Web
ENC-000600,CLI-001178,SUB-001178,2026-08-06,Cambio de plan,5,3,App,App fácil de usar,SMS
ENC-000601,CLI-001201,SUB-001201,2026-08-09,Periódica,10,5,Red,Cobertura insuficiente,App
ENC-000602,CLI-001224,SUB-001224,2026-08-12,Cierre de ticket,9,5,Red,Velocidad variable,Web
ENC-000603,CLI-001247,SUB-001247,2026-08-01,Alta,3,2,Atención,Atención satisfactoria,SMS
ENC-000604,CLI-001270,SUB-001270,2026-08-04,Cambio de plan,8,5,Producto,Plan adecuado,App
ENC-000605,CLI-001293,SUB-001293,2026-08-07,Periódica,7,4,Facturación,Cobro claro,Web
ENC-000606,CLI-001316,SUB-001316,2026-08-10,Cierre de ticket,1,1,App,App fácil de usar,SMS
ENC-000607,CLI-001339,SUB-001339,2026-08-13,Alta,0,1,Red,Cobertura insuficiente,App
ENC-000608,CLI-001362,SUB-001362,2026-08-02,Cambio de plan,5,3,Red,Velocidad variable,Web
ENC-000609,CLI-001385,SUB-001385,2026-08-05,Periódica,10,5,Atención,Atención satisfactoria,SMS
ENC-000610,CLI-001408,SUB-001408,2026-08-08,Cierre de ticket,9,5,Producto,Plan adecuado,App
ENC-000611,CLI-001431,SUB-001431,2026-08-11,Alta,3,2,Facturación,Cobro claro,Web
ENC-000612,CLI-001454,SUB-001454,2026-08-14,Cambio de plan,2,2,App,App fácil de usar,SMS
ENC-000613,CLI-001477,SUB-001477,2026-08-03,Periódica,7,4,Red,Cobertura insuficiente,App
ENC-000614,CLI-001500,SUB-001500,2026-08-06,Cierre de ticket,1,1,Red,Velocidad variable,Web
ENC-000615,CLI-001523,SUB-001523,2026-08-09,Alta,0,1,Atención,Atención satisfactoria,SMS
ENC-000616,CLI-001546,SUB-001546,2026-08-12,Cambio de plan,5,3,Producto,Plan adecuado,App
ENC-000617,CLI-001569,SUB-001569,2026-08-01,Periódica,4,3,Facturación,Cobro claro,Web
ENC-000618,CLI-001592,SUB-001592,2026-08-04,Cierre de ticket,9,5,App,App fácil de usar,SMS
ENC-000619,CLI-001615,SUB-001615,2026-08-07,Alta,3,2,Red,Cobertura insuficiente,App
ENC-000620,CLI-001638,SUB-001638,2026-08-10,Cambio de plan,2,2,Red,Velocidad variable,Web
ENC-000621,CLI-001661,SUB-001661,2026-08-13,Periódica,7,4,Atención,Atención satisfactoria,SMS
ENC-000622,CLI-001684,SUB-001684,2026-08-02,Cierre de ticket,6,4,Producto,Plan adecuado,App
ENC-000623,CLI-001707,SUB-001707,2026-08-05,Alta,0,1,Facturación,Cobro claro,Web
ENC-000624,CLI-001730,SUB-001730,2026-08-08,Cambio de plan,5,3,App,App fácil de usar,SMS
ENC-000625,CLI-001753,SUB-001753,2026-08-11,Periódica,4,3,Red,Cobertura insuficiente,App
ENC-000626,CLI-001776,SUB-001776,2026-08-14,Cierre de ticket,9,5,Red,Velocidad variable,Web
ENC-000627,CLI-001799,SUB-001799,2026-08-03,Alta,8,5,Atención,Atención satisfactoria,SMS
ENC-000628,CLI-001822,SUB-001822,2026-08-06,Cambio de plan,2,2,Producto,Plan adecuado,App
ENC-000629,CLI-001845,SUB-001845,2026-08-09,Periódica,7,4,Facturación,Cobro claro,Web
ENC-000630,CLI-001868,SUB-001868,2026-08-12,Cierre de ticket,6,4,App,App fácil de usar,SMS
ENC-000631,CLI-001891,SUB-001891,2026-08-01,Alta,0,1,Red,Cobertura insuficiente,App
ENC-000632,CLI-001914,SUB-001914,2026-08-04,Cambio de plan,10,5,Red,Velocidad variable,Web
ENC-000633,CLI-001937,SUB-001937,2026-08-07,Periódica,4,3,Atención,Atención satisfactoria,SMS
ENC-000633,CLI-001960,SUB-001960,2026-08-10,Cierre de ticket,9,5,Producto,Plan adecuado,App
ENC-000635,CLI-001983,SUB-001983,2026-08-13,Alta,8,5,Facturación,Cobro claro,Web
ENC-000636,CLI-002006,SUB-002006,2026-08-02,Cambio de plan,2,2,App,App fácil de usar,SMS
ENC-000637,CLI-002029,SUB-002029,2026-08-05,Periódica,1,1,Red,Cobertura insuficiente,App
ENC-000638,CLI-002052,SUB-002052,2026-08-08,Cierre de ticket,6,4,Red,Velocidad variable,Web
ENC-000639,CLI-002075,SUB-002075,2026-08-11,Alta,0,1,Atención,Atención satisfactoria,SMS
ENC-000640,CLI-002098,SUB-002098,2026-08-14,Cambio de plan,10,5,Producto,Plan adecuado,App
ENC-000641,CLI-002121,SUB-002121,2026-08-03,Periódica,4,3,Facturación,Cobro claro,Web
ENC-000642,CLI-002144,SUB-002144,2026-08-06,Cierre de ticket,3,2,App,App fácil de usar,SMS
ENC-000643,CLI-002167,SUB-002167,2026-08-09,Alta,8,5,Red,Cobertura insuficiente,App
ENC-000644,CLI-002190,SUB-002190,2026-08-12,Cambio de plan,2,2,Red,Velocidad variable,Web
ENC-000645,CLI-002213,SUB-002213,2026-08-01,Periódica,1,1,Atención,Atención satisfactoria,SMS
ENC-000646,CLI-002236,SUB-002236,2026-08-04,Cierre de ticket,6,4,Producto,Plan adecuado,App
ENC-000647,CLI-002259,SUB-002259,2026-08-07,Alta,5,3,Facturación,Cobro claro,Web
ENC-000648,CLI-002282,SUB-002282,2026-08-10,Cambio de plan,10,5,App,App fácil de usar,SMS
ENC-000649,CLI-002305,SUB-002305,2026-08-13,Periódica,4,3,Red,Cobertura insuficiente,App
ENC-000650,CLI-002328,SUB-002328,2026-08-02,Cierre de ticket,3,2,Red,Velocidad variable,Web
ENC-000651,CLI-002351,SUB-002351,2026-08-05,Alta,8,5,Atención,Atención satisfactoria,SMS
ENC-000652,CLI-002374,SUB-002374,2026-08-08,Cambio de plan,7,4,Producto,Plan adecuado,App
ENC-000653,CLI-002397,SUB-002397,2026-08-11,Periódica,1,1,Facturación,Cobro claro,Web
ENC-000654,CLI-002420,SUB-002420,2026-08-14,Cierre de ticket,6,4,App,App fácil de usar,SMS
ENC-000655,CLI-002443,SUB-002443,2026-08-03,Alta,5,3,Red,Cobertura insuficiente,App
ENC-000656,CLI-002466,SUB-002466,2026-08-06,Cambio de plan,10,5,Red,Velocidad variable,Web
ENC-000657,CLI-002489,SUB-002489,2026-08-09,Periódica,9,5,Atención,Atención satisfactoria,SMS
ENC-000658,CLI-002512,SUB-002512,2026-08-12,Cierre de ticket,3,2,Producto,Plan adecuado,App
ENC-000659,CLI-002535,SUB-002535,2026-08-01,Alta,8,5,Facturación,Cobro claro,Web
ENC-000660,CLI-002558,SUB-002558,2026-08-04,Cambio de plan,7,4,App,App fácil de usar,SMS
ENC-000661,CLI-002581,SUB-002581,2026-08-07,Periódica,1,1,Red,Cobertura insuficiente,App
ENC-000662,CLI-002604,SUB-002604,2026-08-10,Cierre de ticket,0,1,Red,Velocidad variable,Web
ENC-000663,CLI-002627,SUB-002627,2026-08-13,Alta,5,3,Atención,Atención satisfactoria,SMS
ENC-000664,CLI-002650,SUB-002650,2026-08-02,Cambio de plan,10,5,Producto,Plan adecuado,App
ENC-000665,CLI-002673,SUB-002673,2026-08-05,Periódica,9,5,Facturación,Cobro claro,Web
ENC-000666,CLI-002696,SUB-002696,2026-08-08,Cierre de ticket,3,2,App,App fácil de usar,SMS
ENC-000667,CLI-002719,SUB-002719,2026-08-11,Alta,2,2,Red,Cobertura insuficiente,App
ENC-000668,CLI-002742,SUB-002742,2026-08-14,Cambio de plan,7,4,Red,Velocidad variable,Web
ENC-000669,CLI-002765,SUB-002765,2026-08-03,Periódica,1,1,Atención,Atención satisfactoria,SMS
ENC-000670,CLI-002788,SUB-002788,2026-08-06,Cierre de ticket,0,1,Producto,Plan adecuado,App
ENC-000671,CLI-002811,SUB-002811,2026-08-09,Alta,5,3,Facturación,Cobro claro,Web
ENC-000672,CLI-002834,SUB-002834,2026-08-12,Cambio de plan,4,3,App,App fácil de usar,SMS
ENC-000673,CLI-002857,SUB-002857,2026-08-01,Periódica,9,5,Red,Cobertura insuficiente,App
ENC-000674,CLI-002880,SUB-002880,2026-08-04,Cierre de ticket,3,2,Red,Velocidad variable,Web
ENC-000675,CLI-002903,SUB-002903,2026-08-07,Alta,2,2,Atención,Atención satisfactoria,SMS
ENC-000676,CLI-002926,SUB-002926,2026-08-10,Cambio de plan,7,4,Producto,Plan adecuado,App
ENC-000677,CLI-002949,SUB-002949,2026-08-13,Periódica,6,4,Facturación,Cobro claro,Web
ENC-000678,CLI-002972,SUB-002972,2026-08-02,Cierre de ticket,0,1,App,App fácil de usar,SMS
ENC-000679,CLI-002995,SUB-002995,2026-08-05,Alta,5,3,Red,Cobertura insuficiente,App
ENC-000680,CLI-000018,SUB-003018,2026-08-08,Cambio de plan,4,3,Red,Velocidad variable,Web
ENC-000681,CLI-000041,SUB-003041,2026-08-11,Periódica,9,5,Atención,Atención satisfactoria,SMS
ENC-000682,CLI-000064,SUB-003064,2026-08-14,Cierre de ticket,8,5,Producto,Plan adecuado,App
ENC-000683,CLI-000087,SUB-003087,2026-08-03,Alta,2,2,Facturación,Cobro claro,Web
ENC-000684,CLI-000110,SUB-003110,2026-08-06,Cambio de plan,7,4,App,App fácil de usar,SMS
ENC-000685,CLI-000133,SUB-003133,2026-08-09,Periódica,6,4,Red,Cobertura insuficiente,App
ENC-000686,CLI-000156,SUB-003156,2026-08-12,Cierre de ticket,0,1,Red,Velocidad variable,Web
ENC-000687,CLI-000179,SUB-003179,2026-08-01,Alta,10,5,Atención,Atención satisfactoria,SMS
ENC-000688,CLI-000202,SUB-003202,2026-08-04,Cambio de plan,4,3,Producto,Plan adecuado,App
ENC-000689,CLI-000225,SUB-003225,2026-08-07,Periódica,9,5,Facturación,Cobro claro,Web
ENC-000690,CLI-000248,SUB-003248,2026-08-10,Cierre de ticket,8,5,App,App fácil de usar,SMS
ENC-000691,CLI-000271,SUB-003271,2026-08-13,Alta,2,2,Red,Cobertura insuficiente,App
ENC-000692,CLI-000294,SUB-003294,2026-08-02,Cambio de plan,1,1,Red,Velocidad variable,Web
ENC-000693,CLI-000317,SUB-003317,2026-08-05,Periódica,6,4,Atención,Atención satisfactoria,SMS
ENC-000694,CLI-000340,SUB-003340,2026-08-08,Cierre de ticket,0,1,Producto,Plan adecuado,App
ENC-000695,CLI-000363,SUB-003363,2026-08-11,Alta,10,5,Facturación,Cobro claro,Web
ENC-000696,CLI-000386,SUB-003386,2026-08-14,Cambio de plan,4,3,App,App fácil de usar,SMS
ENC-000697,CLI-000409,SUB-003409,2026-08-03,Periódica,3,2,Red,Cobertura insuficiente,App
ENC-000698,CLI-000432,SUB-003432,2026-08-06,Cierre de ticket,8,5,Red,Velocidad variable,Web
ENC-000699,CLI-000455,SUB-003455,2026-08-09,Alta,2,2,Atención,Atención satisfactoria,SMS
ENC-000700,CLI-000478,SUB-003478,2026-08-12,Cambio de plan,1,1,Producto,Plan adecuado,App
ENC-000701,CLI-000501,SUB-003501,2026-08-01,Periódica,6,4,Facturación,Cobro claro,Web
ENC-000702,CLI-000524,SUB-003524,2026-08-04,Cierre de ticket,5,3,App,App fácil de usar,SMS
ENC-000703,CLI-000547,SUB-003547,2026-08-07,Alta,10,5,Red,Cobertura insuficiente,App
ENC-000704,CLI-000570,SUB-003570,2026-08-10,Cambio de plan,4,3,Red,Velocidad variable,Web
ENC-000705,CLI-000593,SUB-003593,2026-08-13,Periódica,3,2,Atención,Atención satisfactoria,SMS
ENC-000706,CLI-000616,SUB-003616,2026-08-02,Cierre de ticket,8,5,Producto,Plan adecuado,App
ENC-000707,CLI-000639,SUB-003639,2026-08-05,Alta,7,4,Facturación,Cobro claro,Web
ENC-000708,CLI-000662,SUB-003662,2026-08-08,Cambio de plan,1,1,App,App fácil de usar,SMS
ENC-000709,CLI-000685,SUB-003685,2026-08-11,Periódica,6,4,Red,Cobertura insuficiente,App
ENC-000710,CLI-000708,SUB-003708,2026-08-14,Cierre de ticket,5,3,Red,Velocidad variable,Web
ENC-000711,CLI-000731,SUB-003731,2026-08-03,Alta,10,5,Atención,Atención satisfactoria,SMS
ENC-000712,CLI-000754,SUB-003754,2026-08-06,Cambio de plan,9,5,Producto,Plan adecuado,App
ENC-000713,CLI-000777,SUB-003777,2026-08-09,Periódica,3,2,Facturación,Cobro claro,Web
ENC-000714,CLI-000800,SUB-003800,2026-08-12,Cierre de ticket,8,5,App,App fácil de usar,SMS
ENC-000715,CLI-000823,SUB-003823,2026-08-01,Alta,7,4,Red,Cobertura insuficiente,App
ENC-000716,CLI-000846,SUB-003846,2026-08-04,Cambio de plan,1,1,Red,Velocidad variable,Web
ENC-000717,CLI-000869,SUB-003869,2026-08-07,Periódica,0,7,Atención,Atención satisfactoria,SMS
ENC-000718,CLI-000892,SUB-003892,2026-08-10,Cierre de ticket,5,3,Producto,Plan adecuado,App
ENC-000719,CLI-000915,SUB-003915,2026-08-13,Alta,10,5,Facturación,Cobro claro,Web
ENC-000720,CLI-000938,SUB-003938,2026-08-02,Cambio de plan,9,5,App,App fácil de usar,SMS
ENC-000721,CLI-000961,SUB-003961,2026-08-05,Periódica,3,2,Red,Cobertura insuficiente,App
ENC-000722,CLI-000984,SUB-003984,2026-08-08,Cierre de ticket,2,2,Red,Velocidad variable,Web
ENC-000723,CLI-001007,SUB-004007,2026-08-11,Alta,7,4,Atención,Atención satisfactoria,SMS
ENC-000724,CLI-001030,SUB-004030,2026-08-14,Cambio de plan,1,1,Producto,Plan adecuado,App
ENC-000725,CLI-001053,SUB-004053,2026-08-03,Periódica,12,1,Facturación,Cobro claro,Web
ENC-000726,CLI-001076,SUB-004076,2026-08-06,Cierre de ticket,5,3,App,App fácil de usar,SMS
ENC-000727,CLI-001099,SUB-004099,2026-08-09,Alta,4,3,Red,Cobertura insuficiente,App
ENC-000728,CLI-001122,SUB-004122,2026-08-12,Cambio de plan,9,5,Red,Velocidad variable,Web
ENC-000729,CLI-001145,SUB-004145,2026-08-01,Periódica,3,2,Atención,Atención satisfactoria,SMS
ENC-000730,CLI-001168,SUB-004168,2026-08-04,Cierre de ticket,2,2,Producto,Plan adecuado,App
ENC-000731,CLI-001191,SUB-004191,2026-08-07,Alta,7,4,Facturación,Cobro claro,Web
ENC-000732,CLI-000014,SUB-000014,2026-08-10,Cambio de plan,6,4,App,App fácil de usar,SMS
ENC-000733,CLI-000037,SUB-000037,2026-08-13,Periódica,0,1,Red,Cobertura insuficiente,App
ENC-000734,CLI-000060,SUB-000060,2026-08-02,Cierre de ticket,5,3,Red,Velocidad variable,Web
ENC-000735,CLI-000083,SUB-000083,2026-08-05,Alta,4,3,Atención,Atención satisfactoria,SMS
ENC-000736,CLI-000106,SUB-000106,2026-08-08,Cambio de plan,9,5,Producto,Plan adecuado,App
ENC-000737,CLI-000129,SUB-000129,2026-08-11,Periódica,8,5,Facturación,Cobro claro,Web
ENC-000738,CLI-000152,SUB-000152,2026-08-14,Cierre de ticket,2,2,App,App fácil de usar,SMS
ENC-000739,CLI-000175,SUB-000175,2026-08-03,Alta,7,4,Red,Cobertura insuficiente,App
ENC-000740,CLI-000198,SUB-000198,2026-08-06,Cambio de plan,6,4,Red,Velocidad variable,Web
ENC-000741,CLI-000221,SUB-000221,2026-08-09,Periódica,0,1,Atención,Atención satisfactoria,SMS
ENC-000742,CLI-000244,SUB-000244,2026-08-12,Cierre de ticket,10,5,Producto,Plan adecuado,App
ENC-000743,CLI-000267,SUB-000267,2026-08-01,Alta,4,3,Facturación,Cobro claro,Web
ENC-000744,CLI-000290,SUB-000290,2026-08-04,Cambio de plan,9,5,App,App fácil de usar,SMS
ENC-000745,CLI-000313,SUB-000313,2026-08-07,Periódica,8,5,Red,Cobertura insuficiente,App
ENC-000746,CLI-000336,SUB-000336,2026-08-10,Cierre de ticket,2,2,Red,Velocidad variable,Web
ENC-000747,CLI-000359,SUB-000359,2026-08-13,Alta,1,1,Atención,Atención satisfactoria,SMS
ENC-000748,CLI-000382,SUB-000382,2026-08-02,Cambio de plan,6,4,Producto,Plan adecuado,App
ENC-000749,CLI-000405,SUB-000405,2026-08-05,Periódica,0,1,Facturación,Cobro claro,Web
ENC-000750,CLI-000428,SUB-000428,2026-08-08,Cierre de ticket,10,5,App,App fácil de usar,SMS
ENC-000751,CLI-000451,SUB-000451,2026-08-11,Alta,4,3,Red,Cobertura insuficiente,App
ENC-000752,CLI-000474,SUB-000474,2026-08-14,Cambio de plan,3,2,Red,Velocidad variable,Web
ENC-000753,CLI-000497,SUB-000497,2026-08-03,Periódica,8,5,Atención,Atención satisfactoria,SMS
ENC-000754,CLI-000520,SUB-000520,2026-08-06,Cierre de ticket,2,2,Producto,Plan adecuado,App
ENC-000755,CLI-000543,SUB-000543,2026-08-09,Alta,1,1,Facturación,Cobro claro,Web
ENC-000756,CLI-000566,SUB-000566,2026-08-12,Cambio de plan,6,4,App,App fácil de usar,SMS
ENC-000757,CLI-000589,SUB-000589,2026-08-01,Periódica,5,3,Red,Cobertura insuficiente,App
ENC-000758,CLI-000612,SUB-000612,2026-08-04,Cierre de ticket,10,5,Red,Velocidad variable,Web
ENC-000759,CLI-000635,SUB-000635,2026-08-07,Alta,4,3,Atención,Atención satisfactoria,SMS
ENC-000760,CLI-000658,SUB-000658,2026-08-10,Cambio de plan,3,2,Producto,Plan adecuado,App
ENC-000761,CLI-000681,SUB-000681,2026-08-13,Periódica,8,5,Facturación,Cobro claro,Web
ENC-000762,CLI-000704,SUB-000704,2026-08-02,Cierre de ticket,7,4,App,App fácil de usar,SMS
ENC-000763,CLI-000727,SUB-000727,2026-08-05,Alta,1,1,Red,Cobertura insuficiente,App
ENC-000764,CLI-000750,SUB-000750,2026-08-08,Cambio de plan,6,4,Red,Velocidad variable,Web
ENC-000765,CLI-000773,SUB-000773,2026-08-11,Periódica,5,3,Atención,Atención satisfactoria,SMS
ENC-000766,CLI-000796,SUB-000796,2026-08-14,Cierre de ticket,10,5,Producto,Plan adecuado,App
ENC-000767,CLI-000819,SUB-000819,2026-08-03,Alta,9,5,Facturación,Cobro claro,Web
ENC-000768,CLI-000842,SUB-000842,2026-08-06,Cambio de plan,3,2,App,App fácil de usar,SMS
ENC-000769,CLI-000865,SUB-000865,2026-08-09,Periódica,8,5,Red,Cobertura insuficiente,App
ENC-000770,CLI-000888,SUB-000888,2026-08-12,Cierre de ticket,7,4,Red,Velocidad variable,Web
ENC-000771,CLI-000911,SUB-000911,2026-08-01,Alta,1,1,Atención,Atención satisfactoria,SMS
ENC-000772,CLI-000934,SUB-000934,2026-08-04,Cambio de plan,0,1,Producto,Plan adecuado,App
ENC-000773,CLI-000957,SUB-999999,2026-08-07,Periódica,5,3,Facturación,Cobro claro,Web
ENC-000774,CLI-000980,SUB-000980,2026-08-10,Cierre de ticket,10,5,App,App fácil de usar,SMS
ENC-000775,CLI-001003,SUB-001003,2026-08-13,Alta,9,5,Red,Cobertura insuficiente,App
ENC-000776,CLI-001026,SUB-001026,2026-08-02,Cambio de plan,3,2,Red,Velocidad variable,Web
