ticket_id,customer_id,subscription_id,cell_id,created_at,resolved_at,category,severity,ticket_status,channel,first_contact_resolution,sla_target_hours,resolution_hours,post_service_csat
TKT-000370,CLI-002074,SUB-002074,,2026-08-04 04:09:27,,Facturación,Media,Abierto,WhatsApp,,24,,
TKT-000371,CLI-002091,SUB-002091,,2026-08-04 04:21:50,2026-08-05 12:21:50,Plan,Media,Cerrado,App,true,24,31.05,4
TKT-000372,CLI-002108,SUB-002108,,2026-08-04 04:34:13,2026-08-04 14:34:13,Portabilidad,Baja,Cerrado,Web,true,72,9.94,5
TKT-000373,CLI-002125,SUB-002125,CEL-00116,2026-08-04 04:46:36,2026-08-07 01:46:36,Cobertura,Crítica,Cerrado,Call center,true,4,68.67,
TKT-000374,CLI-002142,SUB-002142,CEL-00055,2026-08-04 04:58:59,2026-08-05 03:58:59,Velocidad,Alta,Cerrado,Tienda,true,8,22.06,4
TKT-000375,CLI-002159,SUB-002159,CEL-00174,2026-08-04 05:11:22,2026-08-06 18:11:22,Llamadas,Alta,Cerrado,WhatsApp,true,8,60.9,2
TKT-000376,CLI-002176,SUB-002176,,2026-08-04 05:23:45,2026-08-05 15:23:45,Facturación,Media,Resuelto,App,true,24,33.34,4
TKT-000377,CLI-002193,SUB-002193,,2026-08-04 05:36:08,2026-08-04 21:36:08,Plan,Media,Resuelto,Web,false,24,15.93,
TKT-000378,CLI-002210,SUB-002210,,2026-08-04 05:48:31,,Portabilidad,Baja,En progreso,Call center,,72,,
TKT-000379,CLI-002227,SUB-002227,CEL-00110,2026-08-04 06:00:54,,Cobertura,Crítica,En progreso,Tienda,,4,,
TKT-000380,CLI-002244,SUB-002244,CEL-00049,2026-08-04 06:13:17,,Velocidad,Alta,Abierto,WhatsApp,,8,,
TKT-000381,CLI-002261,SUB-002261,CEL-00168,2026-08-04 06:25:40,2026-08-07 06:25:40,Llamadas,Alta,Cerrado,App,true,8,72.0,
TKT-000382,CLI-002278,SUB-002278,,2026-08-04 06:38:03,2026-08-05 01:38:03,Facturación,Media,Cerrado,Web,true,24,18.75,4
TKT-000383,CLI-002295,SUB-002295,,2026-08-04 06:50:26,2026-08-07 03:50:26,Plan,Media,Cerrado,Call center,true,24,68.45,2
TKT-000384,CLI-002312,SUB-002312,,2026-08-04 07:02:49,2026-08-04 23:02:49,Portabilidad,Baja,Cerrado,Tienda,true,72,15.78,5
TKT-000385,CLI-002329,SUB-002329,CEL-00104,2026-08-04 07:15:12,2026-08-05 01:15:12,Cobertura,Crítica,Cerrado,WhatsApp,true,4,17.13,
TKT-000386,CLI-002346,SUB-002346,CEL-00043,2026-08-04 07:27:35,2026-08-05 22:27:35,Velocidad,Alta,Resuelto,App,true,8,38.87,3
TKT-000387,CLI-002363,SUB-002363,CEL-00162,2026-08-04 07:39:58,2026-08-04 16:39:58,Llamadas,Alta,Resuelto,Web,false,8,8.54,5
TKT-000388,CLI-002380,SUB-002380,,2026-08-04 07:52:21,,Facturación,Media,En progreso,Call center,,24,,
TKT-000389,CLI-002397,SUB-002397,,2026-08-04 08:04:44,,Plan,Media,En progreso,Tienda,,24,,
TKT-000390,CLI-002414,SUB-002414,,2026-08-04 08:17:07,,Portabilidad,Baja,Abierto,WhatsApp,,72,,
TKT-000391,CLI-002431,SUB-002431,CEL-00098,2026-08-04 08:29:30,2026-08-04 17:29:30,Cobertura,Crítica,Cerrado,App,true,4,8.17,5
TKT-000392,CLI-002448,SUB-002448,CEL-00037,2026-08-04 08:41:53,2026-08-04 14:41:53,Velocidad,Alta,Cerrado,Web,true,8,5.17,5
TKT-000393,CLI-002465,SUB-002465,CEL-00156,2026-08-04 08:54:16,2026-08-06 08:54:16,Llamadas,Alta,Cerrado,Call center,true,8,47.43,
TKT-000394,CLI-002482,SUB-002482,,2026-08-04 09:06:39,2026-08-05 15:06:39,Facturación,Media,Cerrado,Tienda,true,24,29.45,4
TKT-000395,CLI-002499,SUB-002499,,2026-08-04 09:19:02,2026-08-05 23:19:02,Plan,Media,Cerrado,WhatsApp,true,24,37.1,3
TKT-000396,CLI-002516,SUB-002516,,2026-08-04 09:31:25,2026-08-05 05:31:25,Portabilidad,Baja,Resuelto,App,true,72,19.4,4
TKT-000397,CLI-002533,SUB-002533,CEL-00092,2026-08-04 09:43:48,2026-08-06 05:43:48,Cobertura,Crítica,Resuelto,Web,false,4,43.14,
TKT-000398,CLI-002550,SUB-002550,CEL-00031,2026-08-04 09:56:11,,Velocidad,Alta,En progreso,Call center,,8,,
TKT-000399,CLI-002567,SUB-002567,CEL-00150,2026-08-04 10:08:34,,Llamadas,Alta,En progreso,Tienda,,8,,
TKT-000400,CLI-002584,SUB-002584,,2026-08-04 10:20:57,,Facturación,Media,Abierto,WhatsApp,,24,,
TKT-000401,CLI-002601,SUB-002601,,2026-08-04 10:33:20,2026-08-05 04:33:20,Plan,Media,Cerrado,App,true,24,17.42,
TKT-000402,CLI-002618,SUB-002618,,2026-08-04 10:45:43,2026-08-06 18:45:43,Portabilidad,Baja,Cerrado,Web,true,72,55.3,2
TKT-000403,CLI-002635,SUB-002635,CEL-00086,2026-08-04 10:58:06,2026-08-05 12:58:06,Cobertura,Crítica,Cerrado,Call center,true,4,25.38,4
TKT-000404,CLI-002652,SUB-002652,CEL-00025,2026-08-04 11:10:29,2026-08-06 02:10:29,Velocidad,Alta,Cerrado,Tienda,true,8,38.68,3
TKT-000405,CLI-002669,SUB-002669,CEL-00144,2026-08-04 11:22:52,2026-08-06 13:22:52,Llamadas,Alta,Cerrado,WhatsApp,true,8,49.42,
TKT-000406,CLI-002686,SUB-002686,,2026-08-04 11:35:15,2026-08-05 09:35:15,Facturación,Media,Resuelto,App,true,24,21.54,4
TKT-000407,CLI-002703,SUB-002703,,2026-08-04 11:47:38,2026-08-06 00:47:38,Plan,Media,Resuelto,Web,false,24,36.71,3
TKT-000408,CLI-002720,SUB-002720,,2026-08-04 12:00:01,,Portabilidad,Baja,En progreso,Call center,,72,,
TKT-000409,CLI-002737,SUB-002737,CEL-00080,2026-08-04 12:12:24,,Cobertura,Crítica,En progreso,Tienda,,4,,
TKT-000410,CLI-002754,SUB-002754,CEL-00019,2026-08-04 12:24:47,,Velocidad,Alta,Abierto,WhatsApp,,8,,
TKT-000411,CLI-002771,SUB-002771,CEL-00138,2026-08-04 12:37:10,2026-08-04 22:37:10,Llamadas,Alta,Cerrado,App,true,8,9.3,5
TKT-000412,CLI-002788,SUB-002788,,2026-08-04 12:49:33,2026-08-07 12:49:33,Facturación,Media,Cerrado,Web,true,24,72.0,1
TKT-000413,CLI-002805,SUB-002805,,2026-08-04 13:01:56,2026-08-05 09:01:56,Plan,Media,Cerrado,Call center,true,24,19.06,
TKT-000414,CLI-002822,SUB-002822,,2026-08-04 13:14:19,2026-08-05 03:14:19,Portabilidad,Baja,Cerrado,Tienda,true,72,13.18,5
TKT-000415,CLI-002839,SUB-002839,CEL-00074,2026-08-04 13:26:42,2026-08-07 12:26:42,Cobertura,Crítica,Cerrado,WhatsApp,true,4,70.14,2
TKT-000416,CLI-002856,SUB-002856,CEL-00013,2026-08-04 13:39:05,2026-08-07 12:39:05,Velocidad,Alta,Resuelto,App,true,8,70.42,2
TKT-000417,CLI-002873,SUB-002873,CEL-00132,2026-08-04 13:51:28,2026-08-06 02:51:28,Llamadas,Alta,Resuelto,Web,false,8,36.25,
TKT-000418,CLI-002890,SUB-002890,,2026-08-04 14:03:51,,Facturación,Media,En progreso,Call center,,24,,
TKT-000419,CLI-002907,SUB-002907,,2026-08-04 14:16:14,,Plan,Media,En progreso,Tienda,,24,,
TKT-000420,CLI-002924,SUB-002924,,2026-08-04 14:28:37,,Portabilidad,Baja,Abierto,WhatsApp,,72,,
TKT-000421,CLI-002941,SUB-002941,CEL-00068,2026-08-04 14:41:00,2026-08-06 18:41:00,Cobertura,Crítica,Cerrado,App,true,4,51.23,
TKT-000422,CLI-002958,SUB-002958,CEL-00007,2026-08-04 14:53:23,2026-08-06 17:53:23,Velocidad,Alta,Cerrado,Web,true,8,50.82,3
TKT-000422,CLI-002975,SUB-002975,CEL-00126,2026-08-04 15:05:46,2026-08-07 11:05:46,Llamadas,Alta,Cerrado,Call center,true,8,67.77,2
TKT-000424,CLI-002992,SUB-002992,,2026-08-04 15:18:09,2026-08-06 09:18:09,Facturación,Media,Cerrado,Tienda,true,24,41.95,3
TKT-000425,CLI-000009,SUB-003009,,2026-08-04 15:30:32,2026-08-07 02:30:32,Plan,Media,Cerrado,WhatsApp,true,24,58.95,
TKT-000426,CLI-000026,SUB-003026,,2026-08-04 15:42:55,2026-08-06 20:42:55,Portabilidad,Baja,Resuelto,App,true,72,52.33,3
TKT-000427,CLI-000043,SUB-003043,CEL-00062,2026-08-04 15:55:18,2026-08-05 08:55:18,Cobertura,Crítica,Resuelto,Web,false,4,16.31,5
TKT-000428,CLI-000060,SUB-003060,CEL-00001,2026-08-04 16:07:41,,Velocidad,Alta,En progreso,Call center,,8,,
TKT-000429,CLI-000077,SUB-003077,CEL-00120,2026-08-04 16:20:04,,Llamadas,Alta,En progreso,Tienda,,8,,
TKT-000430,CLI-000094,SUB-003094,,2026-08-04 16:32:27,,Facturación,Media,Abierto,WhatsApp,,24,,
TKT-000431,CLI-000111,SUB-003111,,2026-08-04 16:44:50,2026-08-06 18:44:50,Plan,Media,Cerrado,App,true,24,49.27,3
TKT-000432,CLI-000128,SUB-003128,,2026-08-04 16:57:13,2026-08-05 18:57:13,Portabilidad,Baja,Cerrado,Web,true,72,25.16,4
TKT-000433,CLI-000145,SUB-003145,CEL-00056,2026-08-04 17:09:36,2026-08-04 23:09:36,Cobertura,Crítica,Cerrado,Call center,true,4,5.15,
TKT-000434,CLI-000162,SUB-003162,CEL-00175,2026-08-04 17:21:59,2026-08-06 14:21:59,Velocidad,Alta,Cerrado,Tienda,true,8,44.33,3
TKT-000435,CLI-000179,SUB-003179,CEL-00114,2026-08-04 17:34:22,2026-08-05 11:34:22,Llamadas,Alta,Cerrado,WhatsApp,true,8,17.78,5
TKT-000436,CLI-000196,SUB-003196,,2026-08-04 17:46:45,2026-08-06 02:46:45,Facturación,Media,Resuelto,App,true,24,32.17,4
TKT-000437,CLI-000213,SUB-003213,,2026-08-04 17:59:08,2026-08-05 03:59:08,Plan,Media,Resuelto,Web,false,24,9.01,
TKT-000438,CLI-000230,SUB-003230,,2026-08-04 18:11:31,,Portabilidad,Baja,En progreso,Call center,,72,,
TKT-000439,CLI-000247,SUB-003247,CEL-00050,2026-08-04 18:23:54,,Cobertura,Crítica,En progreso,Tienda,,4,,
TKT-000440,CLI-000264,SUB-003264,CEL-00169,2026-08-04 18:36:17,,Velocidad,Alta,Abierto,WhatsApp,,8,,
TKT-000441,CLI-000281,SUB-003281,CEL-00108,2026-08-04 18:48:40,2026-08-05 02:48:40,Llamadas,Alta,Cerrado,App,true,8,7.88,
TKT-000442,CLI-000298,SUB-003298,,2026-08-04 19:01:03,2026-08-06 08:01:03,Facturación,Media,Cerrado,Web,true,24,36.87,3
TKT-000443,CLI-000315,SUB-003315,,2026-08-04 19:13:26,2026-08-07 19:13:26,Plan,Media,Cerrado,Call center,true,24,71.61,2
TKT-000444,CLI-000332,SUB-003332,,2026-08-04 19:25:49,2026-08-06 20:25:49,Portabilidad,Baja,Cerrado,Tienda,true,72,48.12,3
TKT-000445,CLI-000349,SUB-003349,CEL-00044,2026-08-04 19:38:12,2026-08-07 07:38:12,Cobertura,Crítica,Cerrado,WhatsApp,true,4,59.12,
TKT-000446,CLI-000366,SUB-003366,CEL-00163,2026-08-04 19:50:35,2026-08-04 22:50:35,Velocidad,Alta,Resuelto,App,true,8,2.28,5
TKT-000447,CLI-000383,SUB-003383,CEL-00102,2026-08-04 20:02:58,2026-08-06 16:02:58,Llamadas,Alta,Resuelto,Web,false,8,43.78,3
TKT-000448,CLI-000400,SUB-003400,,2026-08-04 20:15:21,,Facturación,Media,En progreso,Call center,,24,,
TKT-000449,CLI-000417,SUB-003417,,2026-08-04 20:27:44,,Plan,Media,En progreso,Tienda,,24,,
TKT-000450,CLI-000434,SUB-003434,,2026-08-04 20:40:07,,Portabilidad,Baja,Abierto,WhatsApp,,72,,
TKT-000451,CLI-000451,SUB-003451,CEL-00038,2026-08-04 20:52:30,2026-08-05 19:52:30,Cobertura,Crítica,Cerrado,App,true,4,22.69,4
TKT-000452,CLI-000468,SUB-003468,CEL-00157,2026-08-04 21:04:53,2026-08-05 14:04:53,Velocidad,Alta,Cerrado,Web,true,8,16.75,5
TKT-000453,CLI-000485,SUB-003485,CEL-00096,2026-08-04 21:17:16,2026-08-07 04:17:16,Llamadas,Alta,Cerrado,Call center,true,8,54.11,
TKT-000454,CLI-000502,SUB-003502,,2026-08-04 21:29:39,2026-08-06 13:29:39,Facturación,Media,Cerrado,Tienda,true,24,39.09,3
TKT-000455,CLI-000519,SUB-003519,,2026-08-04 21:42:02,2026-08-05 02:42:02,Plan,Media,Cerrado,WhatsApp,true,24,4.48,5
TKT-000456,CLI-000536,SUB-003536,,2026-08-04 21:54:25,2026-08-06 02:54:25,Portabilidad,Baja,Resuelto,App,true,72,28.04,4
TKT-000457,CLI-000553,SUB-003553,CEL-00032,2026-08-04 22:06:48,2026-08-05 08:06:48,Cobertura,Crítica,Resuelto,Web,false,4,9.03,
TKT-000458,CLI-000570,SUB-003570,CEL-00151,2026-08-04 22:19:11,,Velocidad,Alta,En progreso,Call center,,8,,
TKT-000459,CLI-000587,SUB-003587,CEL-00090,2026-08-04 22:31:34,,Llamadas,Alta,En progreso,Tienda,,8,,
TKT-000460,CLI-000604,SUB-003604,,2026-08-04 22:43:57,,Facturación,Media,Abierto,WhatsApp,,24,,
TKT-000461,CLI-000621,SUB-003621,,2026-08-04 22:56:20,2026-08-06 16:56:20,Plan,Media,Cerrado,App,true,24,41.89,
TKT-000462,CLI-000638,SUB-003638,,2026-08-04 23:08:43,2026-08-07 18:08:43,Portabilidad,Baja,Cerrado,Web,true,72,66.12,2
TKT-000463,CLI-000655,SUB-003655,CEL-00026,2026-08-04 23:21:06,2026-08-05 05:21:06,Cobertura,Crítica,Cerrado,Call center,true,4,5.78,5
TKT-000464,CLI-000672,SUB-003672,CEL-00145,2026-08-04 23:33:29,2026-08-05 13:33:29,Velocidad,Alta,Cerrado,Tienda,true,8,13.89,5
TKT-000465,CLI-000689,SUB-003689,CEL-00084,2026-08-04 23:45:52,2026-08-06 11:45:52,Llamadas,Alta,Cerrado,WhatsApp,true,8,35.32,
TKT-000466,CLI-000706,SUB-003706,,2026-08-04 23:58:15,2026-08-06 14:58:15,Facturación,Media,Resuelto,App,true,24,38.49,3
TKT-000467,CLI-000723,SUB-003723,,2026-08-05 00:10:38,2026-08-07 08:10:38,Plan,Media,Resuelto,Web,false,24,55.34,2
TKT-000468,CLI-000740,SUB-003740,,2026-08-05 00:23:01,,Portabilidad,Baja,En progreso,Call center,,72,,
TKT-000469,CLI-000757,SUB-003757,CEL-00020,2026-08-05 00:35:24,,Cobertura,Crítica,En progreso,Tienda,,4,,
TKT-000470,CLI-000774,SUB-003774,CEL-00139,2026-08-05 00:47:47,,Velocidad,Alta,Abierto,WhatsApp,,8,,
TKT-000471,CLI-000791,SUB-003791,CEL-00078,2026-08-05 01:00:10,2026-08-07 07:00:10,Llamadas,Alta,Cerrado,App,true,8,53.79,3
TKT-000472,CLI-000808,SUB-003808,,2026-08-05 01:12:33,2026-08-06 06:12:33,Facturación,Media,Cerrado,Web,true,24,28.7,4
TKT-000473,CLI-000825,SUB-003825,,2026-08-05 01:24:56,2026-08-05 21:24:56,Plan,Media,Cerrado,Call center,true,24,19.7,
TKT-000474,CLI-000842,SUB-003842,,2026-08-05 01:37:19,2026-08-05 05:37:19,Portabilidad,Baja,Cerrado,Tienda,true,72,3.29,5
TKT-000475,CLI-000859,SUB-003859,CEL-00014,2026-08-05 01:49:42,2026-08-05 06:49:42,Cobertura,Crítica,Cerrado,WhatsApp,true,4,4.59,5
TKT-000476,CLI-000876,SUB-003876,CEL-00133,2026-08-05 02:02:05,2026-08-05 13:02:05,Velocidad,Alta,Resuelto,App,true,8,10.21,5
TKT-000477,CLI-000893,SUB-003893,CEL-00072,2026-08-05 02:14:28,2026-08-07 21:14:28,Llamadas,Alta,Resuelto,Web,false,8,66.55,
TKT-000478,CLI-000910,SUB-003910,,2026-08-05 02:26:51,,Facturación,Media,En progreso,Call center,,24,,
TKT-000479,CLI-000927,SUB-003927,,2026-08-05 02:39:14,,Plan,Media,En progreso,Tienda,,24,,
TKT-000480,CLI-000944,SUB-003944,,2026-08-05 02:51:37,,Portabilidad,Baja,Abierto,WhatsApp,,72,,
TKT-000481,CLI-000961,SUB-003961,CEL-00008,2026-08-05 03:04:00,2026-08-06 16:04:00,Cobertura,Crítica,Cerrado,App,true,4,36.73,
TKT-000482,CLI-000978,SUB-003978,CEL-00127,2026-08-05 03:16:23,2026-08-07 19:16:23,Velocidad,Alta,Cerrado,Web,true,8,63.23,2
TKT-000483,CLI-000995,SUB-003995,CEL-00066,2026-08-05 03:28:46,2026-08-05 21:28:46,Llamadas,Alta,Cerrado,Call center,true,8,17.41,5
TKT-000484,CLI-001012,SUB-004012,,2026-08-05 03:41:09,2026-08-06 08:41:09,Facturación,Media,Cerrado,Tienda,true,24,28.01,4
TKT-000485,CLI-001029,SUB-004029,,2026-08-05 03:53:32,2026-08-06 04:53:32,Plan,Media,Cerrado,WhatsApp,true,24,24.26,
TKT-000486,CLI-001046,SUB-004046,,2026-08-05 04:05:55,2026-08-08 00:05:55,Portabilidad,Baja,Resuelto,App,true,72,67.18,2
TKT-000487,CLI-001063,SUB-004063,CEL-00002,2026-08-05 04:18:18,2026-08-06 21:18:18,Cobertura,Crítica,Resuelto,Web,false,4,40.06,3
TKT-000488,CLI-001080,SUB-004080,CEL-00121,2026-08-05 04:30:41,,Velocidad,Alta,En progreso,Call center,,8,,
TKT-000489,CLI-001097,SUB-004097,CEL-00060,2026-08-05 04:43:04,,Llamadas,Alta,En progreso,Tienda,,8,,
TKT-000490,CLI-001114,SUB-004114,,2026-08-05 04:55:27,,Facturación,Media,Abierto,WhatsApp,,24,,
TKT-000491,CLI-001131,SUB-004131,,2026-08-05 05:07:50,2026-08-07 15:07:50,Plan,Media,Cerrado,App,true,24,57.56,2
TKT-000492,CLI-001148,SUB-004148,,2026-08-05 05:20:13,2026-08-07 08:20:13,Portabilidad,Baja,Cerrado,Web,true,72,50.69,3
TKT-000493,CLI-001165,SUB-004165,CEL-00176,2026-08-05 05:32:36,2026-08-07 05:32:36,Cobertura,Crítica,Cerrado,Call center,true,4,47.3,
TKT-000494,CLI-001182,SUB-004182,CEL-00115,2026-08-05 05:44:59,2026-08-05 23:44:59,Velocidad,Alta,Cerrado,Tienda,true,8,17.07,5
TKT-000495,CLI-001199,SUB-004199,CEL-00054,2026-08-05 05:57:22,2026-08-05 10:57:22,Llamadas,Alta,Cerrado,WhatsApp,true,8,4.9,5
TKT-000496,CLI-000016,SUB-000016,,2026-08-05 06:09:45,2026-08-07 23:09:45,Facturación,Media,Resuelto,App,true,24,64.18,2
TKT-000497,CLI-000033,SUB-000033,,2026-08-05 06:22:08,2026-08-06 13:22:08,Plan,Media,Resuelto,Web,false,24,30.83,
TKT-000498,CLI-000050,SUB-000050,,2026-08-05 06:34:31,,Portabilidad,Baja,En progreso,Call center,,72,,
TKT-000499,CLI-000067,SUB-000067,CEL-00110,2026-08-05 06:46:54,,Cobertura,Crítica,En progreso,Tienda,,4,,
TKT-000500,CLI-000084,SUB-000084,CEL-00049,2026-08-05 06:59:17,,Velocidad,Alta,Abierto,WhatsApp,,8,,
TKT-000501,CLI-000101,SUB-000101,CEL-00168,2026-08-05 07:11:40,2026-08-06 20:11:40,Llamadas,Alta,Cerrado,App,true,8,36.91,
TKT-000502,CLI-000118,SUB-000118,,2026-08-05 07:24:03,2026-08-05 20:24:03,Facturación,Media,Cerrado,Web,true,24,12.36,5
TKT-000503,CLI-000135,SUB-000135,,2026-08-05 07:36:26,2026-08-05 18:36:26,Plan,Media,Cerrado,Call center,true,24,10.64,5
TKT-000504,CLI-000152,SUB-000152,,2026-08-05 07:48:49,2026-08-07 13:48:49,Portabilidad,Baja,Cerrado,Tienda,true,72,53.68,3
TKT-000505,CLI-000169,SUB-000169,CEL-00104,2026-08-05 08:01:12,2026-08-05 22:01:12,Cobertura,Crítica,Cerrado,WhatsApp,true,4,13.42,
TKT-000506,CLI-000186,SUB-000186,CEL-00043,2026-08-05 08:13:35,2026-08-06 11:13:35,Velocidad,Alta,Resuelto,App,true,8,26.43,4
TKT-000507,CLI-000203,SUB-000203,CEL-00162,2026-08-05 08:25:58,2026-08-06 12:25:58,Llamadas,Alta,Resuelto,Web,false,8,27.34,4
TKT-000508,CLI-000220,SUB-000220,,2026-08-05 08:38:21,,Facturación,Media,En progreso,Call center,,24,,
TKT-000509,CLI-000237,SUB-000237,,2026-08-05 08:50:44,,Plan,Media,En progreso,Tienda,,24,,
TKT-000510,CLI-000254,SUB-000254,,2026-08-05 09:03:07,,Portabilidad,Baja,Abierto,WhatsApp,,72,,
TKT-000511,CLI-000271,SUB-000271,CEL-00098,2026-08-05 09:15:30,2026-08-06 06:15:30,Cobertura,Crítica,Cerrado,App,true,4,20.49,4
TKT-000512,CLI-000288,SUB-000288,CEL-00037,2026-08-05 09:27:53,2026-08-06 14:27:53,Velocidad,Alta,Cerrado,Web,true,8,28.19,4
TKT-000513,CLI-000305,SUB-000305,CEL-00156,2026-08-05 09:40:16,2026-08-07 15:40:16,Llamadas,Alta,Cerrado,Call center,true,8,53.38,
TKT-000514,CLI-000322,SUB-000322,,2026-08-05 09:52:39,2026-08-06 09:52:39,Facturación,Media,Cerrado,Tienda,true,24,23.1,4
TKT-000515,CLI-000339,SUB-000339,,2026-08-05 10:05:02,2026-08-06 07:05:02,Plan,Media,Cerrado,WhatsApp,true,24,-3.0,4
TKT-000516,CLI-000356,SUB-000356,,2026-08-05 10:17:25,2026-08-06 12:17:25,Portabilidad,Baja,Resuelto,App,true,72,25.36,4
TKT-000517,CLI-000373,SUB-000373,CEL-00092,2026-08-05 10:29:48,2026-08-07 12:29:48,Cobertura,Crítica,Resuelto,Web,false,4,49.66,
TKT-000518,CLI-000390,SUB-000390,CEL-00031,2026-08-05 10:42:11,,Velocidad,Alta,En progreso,Call center,,8,,
TKT-000519,CLI-000407,SUB-000407,CEL-00150,2026-08-05 10:54:34,,Llamadas,Alta,En progreso,Tienda,,8,,
TKT-000520,CLI-000424,SUB-000424,,2026-08-05 11:06:57,,Facturación,Media,Abierto,WhatsApp,,24,,
TKT-000521,CLI-000441,SUB-000441,,2026-08-05 11:19:20,2026-08-07 08:19:20,Plan,Media,Cerrado,App,true,24,44.04,
TKT-000522,CLI-000458,SUB-000458,,2026-08-05 11:31:43,2026-08-06 21:31:43,Portabilidad,Baja,Cerrado,Web,true,72,33.25,4
TKT-000523,CLI-000475,SUB-000475,CEL-00086,2026-08-05 11:44:06,2026-08-07 14:44:06,Cobertura,Crítica,Cerrado,Call center,true,4,50.57,3
TKT-000524,CLI-000492,SUB-000492,CEL-00025,2026-08-05 11:56:29,2026-08-07 12:56:29,Velocidad,Alta,Cerrado,Tienda,true,8,48.26,3
TKT-000525,CLI-000509,SUB-000509,CEL-00144,2026-08-05 12:08:52,2026-08-08 08:08:52,Llamadas,Alta,Cerrado,WhatsApp,true,8,67.24,
TKT-000526,CLI-000526,SUB-000526,,2026-08-05 12:21:15,2026-08-06 23:21:15,Facturación,Media,Resuelto,App,true,24,34.82,4
TKT-000527,CLI-000543,SUB-000543,,2026-08-05 12:33:38,2026-08-05 11:33:38,Plan,Media,Resuelto,Web,false,24,7.31,5
TKT-000528,CLI-000560,SUB-000560,,2026-08-05 12:46:01,,Portabilidad,Baja,En progreso,Call center,,72,,
TKT-000529,CLI-000577,SUB-000577,CEL-00080,2026-08-05 12:58:24,,Cobertura,Crítica,En progreso,Tienda,,4,,
TKT-000530,CLI-000594,SUB-000594,CEL-00019,2026-08-05 13:10:47,,Velocidad,Alta,Abierto,WhatsApp,,8,,
TKT-000531,CLI-000611,SUB-000611,CEL-00138,2026-08-05 13:23:10,2026-08-07 13:23:10,Llamadas,Alta,Cerrado,App,true,8,47.92,3
TKT-000532,CLI-000628,SUB-000628,,2026-08-05 13:35:33,2026-08-06 09:35:33,Facturación,Media,Cerrado,Web,true,24,19.66,4
TKT-000533,CLI-000645,SUB-000645,,2026-08-05 13:47:56,2026-08-07 04:47:56,Plan,Media,Cerrado,Call center,true,24,38.35,
TKT-000534,CLI-000662,SUB-000662,,2026-08-05 14:00:19,2026-08-06 11:00:19,Portabilidad,Baja,Cerrado,Tienda,true,72,20.02,4
TKT-000535,CLI-000679,SUB-000679,CEL-00074,2026-08-05 14:12:42,2026-08-06 16:12:42,Cobertura,Crítica,Cerrado,WhatsApp,true,4,25.98,4
TKT-000536,CLI-000696,SUB-000696,CEL-00013,2026-08-05 14:25:05,2026-08-08 01:25:05,Velocidad,Alta,Resuelto,App,true,8,58.6,2
TKT-000537,CLI-000713,SUB-000713,CEL-00132,2026-08-05 14:37:28,2026-08-06 23:37:28,Llamadas,Alta,Resuelto,Web,false,8,32.87,
TKT-000538,CLI-000730,SUB-000730,,2026-08-05 14:49:51,,Facturación,Media,En progreso,Call center,,24,,
TKT-000539,CLI-000747,SUB-000747,,2026-08-05 15:02:14,,Plan,Media,En progreso,Tienda,,24,,
TKT-000540,CLI-000764,SUB-000764,,2026-08-05 15:14:37,,Portabilidad,Baja,Abierto,WhatsApp,,72,,
TKT-000541,CLI-000781,SUB-000781,CEL-00068,2026-08-05 15:27:00,2026-08-06 09:27:00,Cobertura,Crítica,Cerrado,App,true,4,17.39,
TKT-000542,CLI-000798,SUB-000798,CEL-00007,2026-08-05 15:39:23,2026-08-06 23:39:23,Velocidad,Alta,Cerrado,Web,true,8,31.73,4
TKT-000543,CLI-000815,SUB-000815,CEL-00126,2026-08-05 15:51:46,2026-08-07 18:51:46,,Alta,Cerrado,Call center,true,8,50.81,3
TKT-000544,CLI-000832,SUB-000832,,2026-08-05 16:04:09,2026-08-06 07:04:09,Facturación,Media,Cerrado,Tienda,true,24,14.29,5
TKT-000545,CLI-000849,SUB-000849,,2026-08-05 16:16:32,2026-08-08 05:16:32,Plan,Media,Cerrado,WhatsApp,true,24,60.13,
TKT-000546,CLI-000866,SUB-000866,,2026-08-05 16:28:55,2026-08-06 12:28:55,Portabilidad,Baja,Resuelto,App,true,72,19.35,4
TKT-000547,CLI-000883,SUB-000883,CEL-00062,2026-08-05 16:41:18,2026-08-06 15:41:18,Cobertura,Crítica,Resuelto,Web,false,4,22.9,4
TKT-000548,CLI-000900,SUB-000900,CEL-00001,2026-08-05 16:53:41,,Velocidad,Alta,En progreso,Call center,,8,,
TKT-000549,CLI-000917,SUB-000917,CEL-00120,2026-08-05 17:06:04,,Llamadas,Alta,En progreso,Tienda,,8,,
TKT-000550,CLI-000934,SUB-000934,,2026-08-05 17:18:27,,Facturación,Media,Abierto,WhatsApp,,24,,
TKT-000551,CLI-000951,SUB-000951,,2026-08-05 17:30:50,2026-08-06 13:30:50,Plan,Media,Cerrado,App,true,24,19.81,4
TKT-000552,CLI-000968,SUB-000968,,2026-08-05 17:43:13,2026-08-05 22:43:13,Portabilidad,Baja,Cerrado,Web,true,72,4.62,5
TKT-000553,CLI-000985,SUB-000985,CEL-00056,2026-08-05 17:55:36,2026-08-06 16:55:36,Cobertura,Crítica,Cerrado,Call center,true,4,22.56,
TKT-000554,CLI-001002,SUB-001002,CEL-00175,2026-08-05 18:07:59,2026-08-08 04:07:59,Velocidad,Alta,Cerrado,Tienda,true,8,57.58,2
