subscription_id,customer_id,product_id,line_id,start_date,end_date,subscription_status,contract_type,is_port_in,is_esim,autopay_enabled,monthly_fee_clp,billing_day
SUB-002193,CLI-002193,PRD-004,LIN-002193,2019-03-30,,Activa,Prepago,true,false,false,11691.00,
SUB-002194,CLI-002194,PRD-011,LIN-002194,2019-04-28,,Activa,12 meses,true,false,true,29990.00,8
SUB-002195,CLI-002195,PRD-006,LIN-002195,2019-05-27,,Activa,Sin permanencia,false,false,true,12340.50,15
SUB-002196,CLI-002196,PRD-001,LIN-002196,2019-06-25,,Activa,Prepago,false,false,false,5391.00,
SUB-002197,CLI-002197,PRD-008,LIN-002197,2019-07-24,,Activa,24 meses,false,false,false,18990.00,1
SUB-002198,CLI-002198,PRD-003,LIN-002198,2019-08-22,,Activa,Prepago,false,false,false,9490.50,
SUB-002199,CLI-002199,PRD-010,LIN-002199,2019-09-20,,Activa,Sin permanencia,false,false,false,23391.00,15
SUB-002200,CLI-002200,PRD-013,LIN-002200,2019-10-19,,Activa,Sin permanencia,false,false,false,19990.00,22
SUB-002201,CLI-002201,PRD-012,LIN-002201,2019-11-17,,Activa,24 meses,true,true,true,33240.50,1
SUB-002202,CLI-002202,PRD-007,LIN-002202,2019-12-16,,Activa,12 meses,true,true,true,14391.00,8
SUB-002203,CLI-002203,PRD-002,LIN-002203,2020-01-14,,Activa,Prepago,true,false,false,7990.00,
SUB-002204,CLI-002204,PRD-009,LIN-002204,2020-02-12,,Activa,Sin permanencia,true,false,true,20890.50,22
SUB-002205,CLI-002205,PRD-004,LIN-002205,2020-03-12,,Activa,Prepago,false,false,false,11691.00,
SUB-002206,CLI-002206,PRD-011,LIN-002206,2020-04-10,,Activa,12 meses,false,false,true,29990.00,8
SUB-002207,CLI-002207,PRD-006,LIN-002207,2020-05-09,,Activa,Sin permanencia,false,false,false,12340.50,15
SUB-002208,CLI-002208,PRD-001,LIN-002208,2020-06-07,,Activa,Prepago,false,false,false,5391.00,
SUB-002209,CLI-002209,PRD-008,LIN-002209,2020-07-06,,Activa,24 meses,false,false,false,18990.00,1
SUB-002210,CLI-002210,PRD-015,LIN-002210,2020-08-04,,Suspendida,12 meses,false,false,false,42740.50,8
SUB-002211,CLI-002211,PRD-010,LIN-002211,2020-09-02,,Activa,Sin permanencia,true,true,true,23391.00,15
SUB-002212,CLI-002212,PRD-005,LIN-002212,2020-10-01,,Activa,Sin permanencia,true,false,true,9990.00,22
SUB-002213,CLI-002213,PRD-012,LIN-002213,2020-10-30,,Activa,24 meses,true,true,true,33240.50,1
SUB-002214,CLI-002214,PRD-007,LIN-002214,2020-11-28,,Activa,12 meses,true,false,true,14391.00,8
SUB-002215,CLI-002215,PRD-002,LIN-002215,2020-12-27,,Activa,Prepago,false,false,false,7990.00,
SUB-002216,CLI-002216,PRD-009,LIN-002216,2021-01-25,,Activa,Sin permanencia,false,false,true,20890.50,22
SUB-002217,CLI-002217,PRD-004,LIN-002217,2021-02-23,2021-02-13,Activa,Prepago,false,false,false,11691.00,
SUB-002218,CLI-002218,PRD-011,LIN-002218,2021-03-24,,Activa,12 meses,false,false,false,29990.00,8
SUB-002219,CLI-002219,PRD-006,LIN-002219,2021-04-22,,Activa,Sin permanencia,false,false,false,12340.50,15
SUB-002220,CLI-002220,PRD-013,LIN-002220,2021-05-21,,Activa,Sin permanencia,false,false,false,17991.00,22
SUB-002221,CLI-002221,PRD-008,LIN-002221,2021-06-19,,Activa,24 meses,true,true,true,18990.00,1
SUB-002222,CLI-002222,PRD-003,LIN-002222,2021-07-18,,Activa,Prepago,true,false,false,9490.50,
SUB-002223,CLI-002223,PRD-010,LIN-002223,2021-08-16,,Activa,Sin permanencia,true,true,true,23391.00,15
SUB-002224,CLI-002224,PRD-005,LIN-002224,2021-09-14,,Activa,Sin permanencia,true,false,true,9990.00,22
SUB-002225,CLI-002225,PRD-012,LIN-002225,2021-10-13,,Activa,24 meses,false,false,true,33240.50,1
SUB-002226,CLI-002226,PRD-007,LIN-002226,2021-11-11,,Activa,12 meses,false,false,true,14391.00,8
SUB-002227,CLI-002227,PRD-002,LIN-002227,2021-12-10,,Activa,Prepago,false,false,false,7990.00,
SUB-002228,CLI-002228,PRD-009,LIN-002228,2022-01-08,,Activa,Sin permanencia,false,false,false,20890.50,22
SUB-002229,CLI-002229,PRD-004,LIN-002229,2022-02-06,,Activa,Prepago,false,false,false,11691.00,
SUB-002230,CLI-002230,PRD-015,LIN-002230,2022-03-07,,Activa,12 meses,false,false,false,44990.00,8
SUB-002231,CLI-002231,PRD-006,LIN-002231,2022-04-05,,Activa,Sin permanencia,true,true,true,12340.50,15
SUB-002232,CLI-002232,PRD-001,LIN-002232,2022-05-04,,Activa,Prepago,true,false,false,5391.00,
SUB-002233,CLI-002233,PRD-008,LIN-002233,2022-06-02,,Activa,24 meses,true,true,true,18990.00,1
SUB-002234,CLI-002234,PRD-003,LIN-002234,2022-07-01,,Activa,Prepago,true,false,false,9490.50,
SUB-002235,CLI-002235,PRD-010,LIN-002235,2022-07-30,,Activa,Sin permanencia,false,false,true,23391.00,15
SUB-002236,CLI-002236,PRD-005,LIN-002236,2022-08-28,,Activa,Sin permanencia,false,false,true,9990.00,22
SUB-002237,CLI-002237,PRD-012,LIN-002237,2022-09-26,,Activa,24 meses,false,false,false,33240.50,1
SUB-002238,CLI-002238,PRD-007,LIN-002238,2022-10-25,,Activa,12 meses,false,false,false,14391.00,8
SUB-002239,CLI-002239,PRD-002,LIN-002239,2022-11-23,,Activa,Prepago,false,false,false,7990.00,
SUB-002240,CLI-002240,PRD-013,LIN-002240,2022-12-22,,Activa,Sin permanencia,false,false,false,18990.50,22
SUB-002241,CLI-002241,PRD-004,LIN-002241,2023-01-20,,Activa,Prepago,true,false,false,11691.00,
SUB-002242,CLI-002242,PRD-011,LIN-002242,2023-02-18,2025-09-02,Baja,12 meses,true,true,true,29990.00,8
SUB-002243,CLI-002243,PRD-006,LIN-002243,2023-03-19,,Activa,Sin permanencia,true,true,true,12340.50,15
SUB-002244,CLI-002244,PRD-001,LIN-002244,2023-04-17,,Activa,Prepago,true,false,false,5391.00,
SUB-002245,CLI-002245,PRD-008,LIN-002245,2023-05-16,,Activa,24 meses,false,false,true,18990.00,1
SUB-002246,CLI-002246,PRD-003,LIN-002246,2023-06-14,,Activa,Prepago,false,false,false,9490.50,
SUB-002247,CLI-002247,PRD-010,LIN-002247,2023-07-13,,Activa,Sin permanencia,false,false,false,23391.00,15
SUB-002248,CLI-002248,PRD-005,LIN-002248,2023-08-11,,Activa,Sin permanencia,false,false,false,9990.00,22
SUB-002249,CLI-002249,PRD-012,LIN-002249,2023-09-09,,Activa,24 meses,false,false,false,-9990.00,1
SUB-002250,CLI-002250,PRD-015,LIN-002250,2023-10-08,,Activa,12 meses,false,false,false,40491.00,8
SUB-002251,CLI-002251,PRD-002,LIN-002251,2023-11-06,,Activa,Prepago,true,false,false,7990.00,
SUB-002252,CLI-002252,PRD-009,LIN-002252,2023-12-05,,Activa,Sin permanencia,true,true,true,20890.50,22
SUB-002253,CLI-002253,PRD-004,LIN-002253,2024-01-03,,Activa,Prepago,true,false,false,11691.00,
SUB-002254,CLI-002254,PRD-011,LIN-002254,2024-02-01,,Activa,12 meses,true,false,true,29990.00,8
SUB-002255,CLI-002255,PRD-006,LIN-002255,2024-03-01,,Activa,Sin permanencia,false,false,true,12340.50,15
SUB-002256,CLI-002256,PRD-001,LIN-002256,2024-03-30,,Activa,Prepago,false,false,false,5391.00,
SUB-002257,CLI-002257,PRD-008,LIN-002257,2024-04-28,,Suspendida,24 meses,false,false,false,18990.00,1
SUB-002258,CLI-002258,PRD-003,LIN-002258,2024-05-27,,Activa,Prepago,false,false,false,9490.50,
SUB-002259,CLI-002259,PRD-010,LIN-002259,2024-06-25,,Activa,Sin permanencia,false,false,false,23391.00,15
SUB-002260,CLI-002260,PRD-013,LIN-002260,2024-07-24,,Activa,Sin permanencia,false,false,false,19990.00,22
SUB-002261,CLI-002261,PRD-012,LIN-002261,2024-08-22,,Activa,24 meses,true,true,true,33240.50,1
SUB-002262,CLI-002262,PRD-007,LIN-002262,2024-09-20,,Activa,12 meses,true,true,true,14391.00,8
SUB-002263,CLI-002263,PRD-002,LIN-002263,2024-10-19,,Activa,Prepago,true,false,false,7990.00,
SUB-002264,CLI-002264,PRD-009,LIN-002264,2024-11-17,,Activa,Sin permanencia,true,false,true,20890.50,22
SUB-002265,CLI-002265,PRD-004,LIN-002265,2024-12-16,,Activa,Prepago,false,false,false,11691.00,
SUB-002266,CLI-002266,PRD-011,LIN-002266,2025-01-14,,Activa,12 meses,false,false,true,29990.00,8
SUB-002267,CLI-002267,PRD-006,LIN-002267,2025-02-12,,Activa,Sin permanencia,false,false,false,12340.50,15
SUB-002268,CLI-002268,PRD-001,LIN-002268,2025-03-13,,Activa,Prepago,false,false,false,5391.00,
SUB-002269,CLI-002269,PRD-008,LIN-002269,2025-04-11,,Activa,24 meses,false,false,false,18990.00,1
SUB-002270,CLI-002270,PRD-015,LIN-002270,2025-05-10,,Activa,12 meses,false,false,false,42740.50,8
SUB-002271,CLI-002271,PRD-010,LIN-002271,2025-06-08,,Activa,Sin permanencia,true,true,true,23391.00,15
SUB-002272,CLI-002272,PRD-005,LIN-002272,2025-07-07,,Activa,Sin permanencia,true,false,true,9990.00,22
SUB-002273,CLI-002273,PRD-012,LIN-002273,2025-08-05,,Activa,24 meses,true,true,true,33240.50,1
SUB-002274,CLI-002274,PRD-007,LIN-002274,2025-09-03,,Activa,12 meses,true,false,true,14391.00,8
SUB-002275,CLI-002275,PRD-002,LIN-002275,2025-10-02,,Activa,Prepago,false,false,false,7990.00,
SUB-002276,CLI-002276,PRD-009,LIN-002276,2025-10-31,,Activa,Sin permanencia,false,false,true,20890.50,22
SUB-002277,CLI-002277,PRD-004,LIN-002277,2025-11-29,,Activa,Prepago,false,false,false,11691.00,
SUB-002278,CLI-002278,PRD-011,LIN-002278,2025-12-28,,Activa,12 meses,false,false,false,29990.00,8
SUB-002279,CLI-002279,PRD-006,LIN-002279,2026-01-26,,Activa,Sin permanencia,false,false,false,12340.50,15
SUB-002280,CLI-002280,PRD-013,LIN-002280,2026-02-24,,Activa,Sin permanencia,false,false,false,17991.00,22
SUB-002281,CLI-002281,PRD-008,LIN-002281,2026-03-25,,Activa,24 meses,true,true,true,18990.00,1
SUB-002282,CLI-002282,PRD-003,LIN-002282,2026-04-23,,Activa,Prepago,true,false,false,9490.50,
SUB-002283,CLI-002283,PRD-010,LIN-002283,2026-05-22,,Activa,Sin permanencia,true,true,true,23391.00,15
SUB-002284,CLI-002284,PRD-005,LIN-002284,2026-06-20,,Activa,Sin permanencia,true,false,true,9990.00,22
SUB-002285,CLI-002285,PRD-012,LIN-002285,2026-07-19,,Activa,24 meses,false,false,true,33240.50,1
SUB-002286,CLI-002286,PRD-007,LIN-002286,2019-01-26,,Activa,12 meses,false,false,true,14391.00,8
SUB-002287,CLI-002287,PRD-002,LIN-002287,2019-02-24,,Activa,Prepago,false,false,false,7990.00,
SUB-002288,CLI-002288,PRD-009,LIN-002288,2019-03-25,,Activa,Sin permanencia,false,false,false,20890.50,22
SUB-002289,CLI-002289,PRD-004,LIN-002289,2019-04-23,,Activa,Prepago,false,false,false,11691.00,
SUB-002290,CLI-002290,PRD-015,LIN-002290,2019-05-22,,Activa,12 meses,false,false,false,44990.00,8
SUB-002291,CLI-002291,PRD-006,LIN-002291,2019-06-20,,Activa,Sin permanencia,true,true,true,12340.50,15
SUB-002292,CLI-002292,PRD-001,LIN-002292,2019-07-19,,Activa,Prepago,true,false,false,5391.00,
SUB-002292,CLI-002293,PRD-008,LIN-002293,2019-08-17,,Activa,24 meses,true,true,true,18990.00,1
SUB-002294,CLI-002294,PRD-003,LIN-002294,2019-09-15,,Activa,Prepago,true,false,false,9490.50,
SUB-002295,CLI-002295,PRD-010,LIN-002295,2019-10-14,,Activa,Sin permanencia,false,false,true,23391.00,15
SUB-002296,CLI-002296,PRD-005,LIN-002296,2019-11-12,,Activa,Sin permanencia,false,false,true,9990.00,22
SUB-002297,CLI-002297,PRD-012,LIN-002297,2019-12-11,,Activa,24 meses,false,false,false,33240.50,1
SUB-002298,CLI-002298,PRD-007,LIN-002298,2020-01-09,,Activa,12 meses,false,false,false,14391.00,8
SUB-002299,CLI-002299,PRD-002,LIN-002299,2020-02-07,,Activa,Prepago,false,false,false,7990.00,
SUB-002300,CLI-002300,PRD-013,LIN-002300,2020-03-07,,Activa,Sin permanencia,false,false,false,18990.50,22
SUB-002301,CLI-002301,PRD-004,LIN-002301,2020-04-05,,Activa,Prepago,true,false,false,11691.00,
SUB-002302,CLI-002302,PRD-011,LIN-002302,2020-05-04,,Activa,12 meses,true,true,true,29990.00,8
SUB-002303,CLI-002303,PRD-006,LIN-002303,2020-06-02,,Activa,Sin permanencia,true,true,true,12340.50,15
SUB-002304,CLI-002304,PRD-001,LIN-002304,2020-07-01,,Suspendida,Prepago,true,false,false,5391.00,
SUB-002305,CLI-002305,PRD-008,LIN-002305,2020-07-30,,Activa,24 meses,false,false,true,18990.00,1
SUB-002306,CLI-002306,PRD-003,LIN-002306,2020-08-28,,Activa,Prepago,false,false,false,9490.50,
SUB-002307,CLI-002307,PRD-010,LIN-002307,2020-09-26,,Activa,Sin permanencia,false,false,false,23391.00,15
SUB-002308,CLI-002308,PRD-005,LIN-002308,2020-10-25,,Activa,Sin permanencia,false,false,false,9990.00,22
SUB-002309,CLI-002309,PRD-012,LIN-002309,2020-11-23,,Activa,24 meses,false,false,false,33240.50,1
SUB-002310,CLI-002310,PRD-015,LIN-002310,2020-12-22,,Activa,12 meses,false,false,false,40491.00,8
SUB-002311,CLI-002311,PRD-002,LIN-002311,2021-01-20,,Activa,Prepago,true,false,false,7990.00,
SUB-002312,CLI-002312,PRD-009,LIN-002312,2021-02-18,,Activa,Sin permanencia,true,true,true,20890.50,22
SUB-002313,CLI-002313,PRD-004,LIN-002313,2021-03-19,,Activa,Prepago,true,false,false,11691.00,
SUB-002314,CLI-002314,PRD-011,LIN-002314,2021-04-17,,Activa,12 meses,true,false,true,29990.00,8
SUB-002315,CLI-002315,PRD-006,LIN-002315,2021-05-16,,Activa,Sin permanencia,false,false,true,12340.50,15
SUB-002316,CLI-002316,PRD-001,LIN-002316,2021-06-14,,Activa,Prepago,false,false,false,5391.00,
SUB-002317,CLI-002317,PRD-008,LIN-002317,2021-07-13,,Activa,24 meses,false,false,false,18990.00,1
SUB-002318,CLI-002318,PRD-003,LIN-002318,2021-08-11,,Activa,Prepago,false,false,false,9490.50,
SUB-002319,CLI-002319,PRD-010,LIN-002319,2021-09-09,,Activa,Sin permanencia,false,false,false,23391.00,15
SUB-002320,CLI-002320,PRD-013,LIN-002320,2021-10-08,,Activa,Sin permanencia,false,false,false,19990.00,22
SUB-002321,CLI-002321,PRD-012,LIN-002321,2021-11-06,,Activa,24 meses,true,true,true,33240.50,1
SUB-002322,CLI-002322,PRD-007,LIN-002322,2021-12-05,,Activa,12 meses,true,true,true,14391.00,8
SUB-002323,CLI-002323,PRD-002,LIN-002323,2022-01-03,,Activa,Prepago,true,false,false,7990.00,
SUB-002324,CLI-002324,PRD-009,LIN-002324,2022-02-01,,Activa,Sin permanencia,true,false,true,20890.50,22
SUB-002325,CLI-002325,PRD-004,LIN-002325,2022-03-02,2025-04-13,Baja,Prepago,false,false,false,11691.00,
SUB-002326,CLI-002326,PRD-011,LIN-002326,2022-03-31,,Activa,12 meses,false,false,true,29990.00,8
SUB-002327,CLI-002327,PRD-006,LIN-002327,2022-04-29,,Activa,Sin permanencia,false,false,false,12340.50,15
SUB-002328,CLI-002328,PRD-001,LIN-002328,2022-05-28,,Activa,Prepago,false,false,false,5391.00,
SUB-002329,CLI-002329,PRD-008,LIN-002329,2022-06-26,,Activa,24 meses,false,false,false,18990.00,1
SUB-002330,CLI-002330,PRD-015,LIN-002330,2022-07-25,,Activa,12 meses,false,false,false,42740.50,8
SUB-002331,CLI-999999,PRD-010,LIN-002331,2022-08-23,,Activa,Sin permanencia,true,true,true,23391.00,15
SUB-002332,CLI-002332,PRD-005,LIN-002332,2022-09-21,,Activa,Sin permanencia,true,false,true,9990.00,22
SUB-002333,CLI-002333,PRD-012,LIN-002333,2022-10-20,,Activa,24 meses,true,true,true,33240.50,1
SUB-002334,CLI-002334,PRD-007,LIN-002334,2022-11-18,,Activa,12 meses,true,false,true,14391.00,8
SUB-002335,CLI-002335,PRD-002,LIN-002335,2022-12-17,,Activa,Prepago,false,false,false,7990.00,
SUB-002336,CLI-002336,PRD-009,LIN-002336,2023-01-15,,Activa,Sin permanencia,false,false,true,20890.50,22
SUB-002337,CLI-002337,PRD-004,LIN-002337,2023-02-13,,Activa,Prepago,false,false,false,11691.00,
SUB-002338,CLI-002338,PRD-011,LIN-002338,2023-03-14,,Activa,12 meses,false,false,false,29990.00,8
SUB-002339,CLI-002339,PRD-006,LIN-002339,2023-04-12,,Activa,Sin permanencia,false,false,false,12340.50,15
SUB-002340,CLI-002340,PRD-013,LIN-002340,2023-05-11,,Activa,Sin permanencia,false,false,false,17991.00,22
SUB-002341,CLI-002341,PRD-008,LIN-002341,2023-06-09,,Activa,24 meses,true,true,true,18990.00,1
SUB-002342,CLI-002342,PRD-003,LIN-002342,2023-07-08,,Activa,Prepago,true,false,false,9490.50,
SUB-002343,CLI-002343,PRD-010,LIN-002343,2023-08-06,,Activa,Sin permanencia,true,true,true,23391.00,15
SUB-002344,CLI-002344,PRD-005,LIN-002344,2023-09-04,,Activa,Sin permanencia,true,false,true,9990.00,22
SUB-002345,CLI-002345,PRD-012,LIN-002345,2023-10-03,,Activa,24 meses,false,false,true,33240.50,1
SUB-002346,CLI-002346,PRD-007,LIN-002346,2023-11-01,,Activa,12 meses,false,false,true,14391.00,8
SUB-002347,CLI-002347,PRD-002,LIN-002347,2023-11-30,,Activa,Prepago,false,false,false,7990.00,
SUB-002348,CLI-002348,PRD-009,LIN-002348,2023-12-29,,Activa,Sin permanencia,false,false,false,20890.50,22
SUB-002349,CLI-002349,PRD-004,LIN-002349,2024-01-27,,Activa,Prepago,false,false,false,11691.00,
SUB-002350,CLI-002350,PRD-015,LIN-002350,2024-02-25,,Activa,12 meses,false,false,false,44990.00,8
SUB-002351,CLI-002351,PRD-006,LIN-002351,2024-03-25,,Suspendida,Sin permanencia,true,true,true,12340.50,15
SUB-002352,CLI-002352,PRD-001,LIN-002352,2024-04-23,,Activa,Prepago,true,false,false,5391.00,
SUB-002353,CLI-002353,PRD-008,LIN-002353,2024-05-22,,Activa,24 meses,true,true,true,18990.00,1
SUB-002354,CLI-002354,PRD-003,LIN-002354,2024-06-20,,Activa,Prepago,true,false,false,9490.50,
SUB-002355,CLI-002355,PRD-010,LIN-002355,2024-07-19,,Activa,Sin permanencia,false,false,true,23391.00,15
SUB-002356,CLI-002356,PRD-005,LIN-002356,2024-08-17,,Activa,Sin permanencia,false,false,true,9990.00,22
SUB-002357,CLI-002357,PRD-012,LIN-002357,2024-09-15,,Activa,24 meses,false,false,false,33240.50,1
SUB-002358,CLI-002358,PRD-007,LIN-002358,2024-10-14,,Activa,12 meses,false,false,false,14391.00,8
SUB-002359,CLI-002359,PRD-002,LIN-002359,2024-11-12,,Activa,Prepago,false,false,false,7990.00,
SUB-002360,CLI-002360,PRD-013,LIN-002360,2024-12-11,,Activa,Sin permanencia,false,false,false,18990.50,22
SUB-002361,CLI-002361,PRD-004,LIN-002361,2025-01-09,,Activa,Prepago,true,false,false,11691.00,
SUB-002362,CLI-002362,PRD-011,LIN-002362,2025-02-07,,Activa,12 meses,true,true,true,29990.00,8
SUB-002363,CLI-002363,PRD-006,LIN-002363,2025-03-08,,Activa,Sin permanencia,true,true,true,12340.50,15
SUB-002364,CLI-002364,PRD-001,LIN-002364,2025-04-06,,Activa,Prepago,true,false,false,5391.00,
SUB-002365,CLI-002365,PRD-008,LIN-002365,2025-05-05,,Activa,24 meses,false,false,true,18990.00,1
SUB-002366,CLI-002366,PRD-003,LIN-002366,2025-06-03,,Activa,Prepago,false,false,false,9490.50,
SUB-002367,CLI-002367,PRD-010,LIN-002367,2025-07-02,,Activa,Sin permanencia,false,false,false,23391.00,15
SUB-002368,CLI-002368,PRD-999,LIN-002368,2025-07-31,,Activa,Sin permanencia,false,false,false,9990.00,22
SUB-002369,CLI-002369,PRD-012,LIN-002369,2025-08-29,,Activa,24 meses,false,false,false,33240.50,1
SUB-002370,CLI-002370,PRD-015,LIN-002370,2025-09-27,,Activa,12 meses,false,false,false,40491.00,8
SUB-002371,CLI-002371,PRD-002,LIN-002371,2025-10-26,,Activa,Prepago,true,false,false,7990.00,
SUB-002372,CLI-002372,PRD-009,LIN-002372,2025-11-24,,Activa,Sin permanencia,true,true,true,20890.50,22
SUB-002373,CLI-002373,PRD-004,LIN-002373,2025-12-23,,Activa,Prepago,true,false,false,11691.00,
SUB-002374,CLI-002374,PRD-011,LIN-002374,2026-01-21,,Activa,12 meses,true,false,true,29990.00,8
SUB-002375,CLI-002375,PRD-006,LIN-002375,2026-02-19,,Activa,Sin permanencia,false,false,true,12340.50,15
SUB-002376,CLI-002376,PRD-001,LIN-002376,2026-03-20,,Activa,Prepago,false,false,false,5391.00,
SUB-002377,CLI-002377,PRD-008,LIN-002377,2026-04-18,,Activa,24 meses,false,false,false,18990.00,1
SUB-002378,CLI-002378,PRD-003,LIN-002378,2026-05-17,,Activa,Prepago,false,false,false,9490.50,
SUB-002379,CLI-002379,PRD-010,LIN-002379,2026-06-15,,Activa,Sin permanencia,false,false,false,23391.00,15
SUB-002380,CLI-002380,PRD-013,LIN-002380,2026-07-14,,Activa,Sin permanencia,false,false,false,19990.00,22
SUB-002381,CLI-002381,PRD-012,LIN-002381,2019-01-21,,Activa,24 meses,true,true,true,33240.50,1
SUB-002382,CLI-002382,PRD-007,LIN-002382,2019-02-19,,Activa,12 meses,true,true,true,14391.00,8
SUB-002383,CLI-002383,PRD-002,LIN-002383,2019-03-20,,Activa,Prepago,true,false,false,7990.00,
SUB-002384,CLI-002384,PRD-009,LIN-002384,2019-04-18,,Activa,Sin permanencia,true,false,true,20890.50,22
SUB-002385,CLI-002385,PRD-004,LIN-002385,2019-05-17,,Activa,Prepago,false,false,false,11691.00,
SUB-002386,CLI-002386,PRD-011,LIN-002386,2019-06-15,,Activa,12 meses,false,false,true,29990.00,8
SUB-002387,CLI-002387,PRD-006,LIN-002387,2019-07-14,,Activa,Sin permanencia,false,false,false,12340.50,15
SUB-002388,CLI-002388,PRD-001,LIN-002388,2019-08-12,,Activa,Prepago,false,false,false,5391.00,
SUB-002389,CLI-002389,PRD-008,LIN-002389,2019-09-10,,Activa,24 meses,false,false,false,18990.00,1
SUB-002390,CLI-002390,PRD-015,LIN-002390,2019-10-09,,Activa,12 meses,false,false,false,42740.50,8
SUB-002391,CLI-002391,PRD-010,LIN-002391,2019-11-07,,Activa,Sin permanencia,true,true,true,23391.00,15
SUB-002392,CLI-002392,PRD-005,LIN-002392,2019-12-06,,Activa,Sin permanencia,true,false,true,9990.00,22
SUB-002393,CLI-002393,PRD-012,LIN-002393,2020-01-04,,Activa,24 meses,true,true,true,33240.50,1
SUB-002394,CLI-002394,PRD-007,LIN-002394,2020-02-02,,Activa,12 meses,true,false,true,14391.00,8
SUB-002395,CLI-002395,PRD-002,LIN-002395,2020-03-02,,Activa,Prepago,false,false,false,7990.00,
SUB-002396,CLI-002396,PRD-009,LIN-002396,2020-03-31,,Activa,Sin permanencia,false,false,true,20890.50,22
SUB-002397,CLI-002397,PRD-004,LIN-002397,2020-04-29,,Activa,Prepago,false,false,false,11691.00,
SUB-002398,CLI-002398,PRD-011,LIN-002398,2020-05-28,,Suspendida,12 meses,false,false,false,29990.00,8
SUB-002399,CLI-002399,PRD-006,LIN-002399,2020-06-26,,Activa,Sin permanencia,false,false,false,12340.50,15
SUB-002400,CLI-002400,PRD-013,LIN-002400,2020-07-25,,Activa,Sin permanencia,false,false,false,17991.00,22
SUB-002401,CLI-002401,PRD-008,LIN-002401,2020-08-23,,Activa,24 meses,true,true,true,18990.00,1
SUB-002402,CLI-002402,PRD-003,LIN-002402,2020-09-21,,Activa,Prepago,true,false,false,9490.50,
SUB-002403,CLI-002403,PRD-010,LIN-002403,2020-10-20,,Activa,Sin permanencia,true,true,true,23391.00,15
SUB-002404,CLI-002404,PRD-005,LIN-002404,2020-11-18,,Activa,Sin permanencia,true,false,true,9990.00,22
SUB-002405,CLI-002405,PRD-012,LIN-002405,2020-12-17,,Activa,24 meses,false,false,true,33240.50,1
SUB-002406,CLI-002406,PRD-007,LIN-002406,2021-01-15,,Activa,12 meses,false,false,true,14391.00,8
SUB-002407,CLI-002407,PRD-002,LIN-002407,2021-02-13,,Activa,Prepago,false,false,false,7990.00,
SUB-002408,CLI-002408,PRD-009,LIN-002408,2021-03-14,2021-08-10,Baja,Sin permanencia,false,false,false,20890.50,22
SUB-002409,CLI-002409,PRD-004,LIN-002409,2021-04-12,,Activa,Prepago,false,false,false,11691.00,
SUB-002410,CLI-002410,PRD-015,LIN-002410,2021-05-11,,Activa,12 meses,false,false,false,44990.00,8
SUB-002411,CLI-002411,PRD-006,LIN-002411,2021-06-09,,Activa,Sin permanencia,true,true,true,12340.50,15
SUB-002412,CLI-002412,PRD-001,LIN-002412,2021-07-08,,Activa,Prepago,true,false,false,5391.00,
SUB-002413,CLI-002413,PRD-008,LIN-002413,2021-08-06,,Activa,24 meses,true,true,true,18990.00,1
SUB-002414,CLI-002414,PRD-003,LIN-002414,2021-09-04,,Activa,Prepago,true,false,false,9490.50,
SUB-002415,CLI-002415,PRD-010,LIN-002415,2021-10-03,,Activa,Sin permanencia,false,false,true,23391.00,15
SUB-002416,CLI-002416,PRD-005,LIN-002416,2021-11-01,,Activa,Sin permanencia,false,false,true,9990.00,22
SUB-002417,CLI-002417,PRD-012,LIN-002417,2021-11-30,,Activa,24 meses,false,false,false,33240.50,1
SUB-002418,CLI-002418,PRD-007,LIN-002418,2021-12-29,,Activa,12 meses,false,false,false,14391.00,8
SUB-002419,CLI-002419,PRD-002,LIN-002419,2022-01-27,,Activa,Prepago,false,false,false,7990.00,
SUB-002420,CLI-002420,PRD-013,LIN-002420,2022-02-25,,Activa,Sin permanencia,false,false,false,18990.50,22
SUB-002421,CLI-002421,PRD-004,LIN-002421,2022-03-26,,Activa,Prepago,true,false,false,11691.00,
SUB-002422,CLI-002422,PRD-011,LIN-002422,2022-04-24,,Activa,12 meses,true,true,true,29990.00,8
SUB-002423,CLI-002423,PRD-006,LIN-002423,2022-05-23,,Activa,Sin permanencia,true,true,true,12340.50,15
SUB-002424,CLI-002424,PRD-001,LIN-002424,2022-06-21,,Activa,Prepago,true,false,false,5391.00,
SUB-002425,CLI-002425,PRD-008,LIN-002425,2022-07-20,,Activa,24 meses,false,false,true,18990.00,1
SUB-002426,CLI-002426,PRD-003,LIN-002426,2022-08-18,,Activa,Prepago,false,false,false,9490.50,
SUB-002427,CLI-002427,PRD-010,LIN-002427,2022-09-16,,Activa,Sin permanencia,false,false,false,23391.00,15
SUB-002428,CLI-002428,PRD-005,LIN-002428,2022-10-15,,Activa,Sin permanencia,false,false,false,9990.00,22
SUB-002429,CLI-002429,PRD-012,LIN-002429,2022-11-13,,Activa,24 meses,false,false,false,33240.50,1
SUB-002430,CLI-002430,PRD-015,LIN-002430,2022-12-12,,Activa,12 meses,false,false,false,40491.00,8
SUB-002431,CLI-002431,PRD-002,LIN-002431,2023-01-10,,Activa,Prepago,true,false,false,7990.00,
SUB-002432,CLI-002432,PRD-009,LIN-002432,2023-02-08,,Activa,Sin permanencia,true,true,true,20890.50,22
