customer_id,customer_type,customer_segment,region,commune,age_band,created_date,acquisition_channel,preferred_channel,digital_engagement_score,analytics_consent,customer_status
CLI-001325,Persona,Postpago,Biobío,Concepción,45-54,2023-08-01,Distribuidor,Web,14,true,Activo
CLI-001326,Persona,Prepago,Los Lagos,Puerto Montt,55+,2023-09-07,Digital,App,31,true,Activo
CLI-001327,Persona,Prepago,La Araucanía,Temuco,18-24,2023-10-14,Digital,App,48,true,Activo
CLI-001328,Persona,Postpago,Región Metropolitana de Santiago,Puente Alto,25-34,2023-11-20,Tienda,Tienda,65,true,Activo
CLI-001329,Persona,Postpago,Antofagasta,Calama,25-34,2023-12-27,Call center,Call center,82,false,Activo
CLI-001330,Empresa,Corporativo,Valparaíso,Viña del Mar,,2024-02-02,Distribuidor,WhatsApp,99,false,Activo
CLI-001331,Persona,Prepago,Maule,Talca,45-54,2024-03-10,Digital,Web,15,true,Activo
CLI-001332,Persona,Prepago,Biobío,Talcahuano,55+,2024-04-16,Digital,App,32,true,Activo
CLI-001333,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2024-05-23,Tienda,App,49,true,Activo
CLI-001334,Persona,Postpago,Antofagasta,Antofagasta,25-34,2024-06-29,Call center,Tienda,66,true,Suspendido
CLI-001335,Persona,Postpago,Valparaíso,Valparaíso,25-34,2024-08-05,Distribuidor,Call center,83,true,Activo
CLI-001336,Persona,Prepago,Coquimbo,La Serena,35-44,2024-09-11,Digital,WhatsApp,100,true,Activo
CLI-001337,Persona,Prepago,Biobío,Concepción,45-54,2024-10-18,Digital,Web,16,true,Activo
CLI-001338,Persona,Postpago,Los Lagos,Puerto Montt,55+,2024-11-24,Tienda,App,33,true,Activo
CLI-001339,Persona,,La Araucanía,Temuco,18-24,2024-12-31,Call center,App,50,false,Activo
CLI-001340,Empresa,Pyme,Región Metropolitana de Santiago,Puente Alto,,2025-02-06,Distribuidor,Tienda,67,false,Activo
CLI-001341,Persona,Prepago,Antofagasta,Calama,25-34,2025-03-15,Digital,Call center,84,true,Activo
CLI-001342,Persona,Prepago,Valparaíso,Viña del Mar,35-44,2025-04-21,Digital,WhatsApp,0,true,Activo
CLI-001343,Persona,Postpago,Maule,Talca,45-54,2025-05-28,Tienda,Web,17,true,Activo
CLI-001344,Persona,Postpago,Biobío,Talcahuano,55+,2025-07-04,Call center,App,34,true,Activo
CLI-001345,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2025-08-10,Distribuidor,App,51,true,Activo
CLI-001346,Persona,Prepago,Antofagasta,Antofagasta,25-34,2025-09-16,Digital,Tienda,68,true,Activo
CLI-001347,Persona,Prepago,Valparaíso,Valparaíso,25-34,2025-10-23,Digital,Call center,85,true,Activo
CLI-001348,Persona,Postpago,Coquimbo,La Serena,35-44,2025-11-29,Tienda,WhatsApp,1,true,Activo
CLI-001349,Persona,Postpago,Biobío,Concepción,45-54,2026-01-05,Call center,Web,18,false,Activo
CLI-001350,Empresa,Pyme,Los Lagos,Puerto Montt,,2026-02-11,Distribuidor,App,35,false,Activo
CLI-001351,Persona,Prepago,La Araucanía,Temuco,18-24,2026-03-20,Digital,App,52,true,Activo
CLI-001352,Persona,Prepago,Región Metropolitana de Santiago,Puente Alto,25-34,2026-04-26,Digital,Tienda,69,true,Activo
CLI-001353,Persona,Postpago,Antofagasta,Calama,25-34,2026-06-02,Tienda,Call center,86,true,Activo
CLI-001354,Persona,Postpago,Valparaíso,Viña del Mar,35-44,2026-07-09,Call center,WhatsApp,2,true,Activo
CLI-001355,Persona,Postpago,Maule,Talca,45-54,2018-01-19,Distribuidor,Web,19,true,Activo
CLI-001356,Persona,Prepago,Biobío,Talcahuano,55+,2018-02-25,Digital,App,36,true,Activo
CLI-001357,Persona,Prepago,Región Metropolitana de Santiago,Santiago,18-24,2018-04-03,Digital,App,53,true,Activo
CLI-001358,Persona,Postpago,Antofagasta,Antofagasta,25-34,2018-05-10,Tienda,Tienda,70,true,Activo
CLI-001359,Persona,Postpago,Valparaíso,Valparaíso,25-34,2018-06-16,Call center,Call center,87,false,Baja
CLI-001360,Empresa,Corporativo,Coquimbo,La Serena,,2018-07-23,Distribuidor,WhatsApp,3,false,Activo
CLI-001361,Persona,Prepago,Biobío,Concepción,45-54,2018-08-29,Digital,Web,20,true,Activo
CLI-001362,Persona,Prepago,Los Lagos,Puerto Montt,55+,2018-10-05,Digital,App,37,true,Activo
CLI-001363,Persona,Postpago,La Araucanía,Temuco,18-24,2018-11-11,Tienda,App,54,true,Activo
CLI-001364,Persona,Postpago,Región Metropolitana de Santiago,Puente Alto,25-34,2018-12-18,Call center,Tienda,71,true,Activo
CLI-001365,Persona,Postpago,Antofagasta,Calama,25-34,2019-01-24,Distribuidor,Call center,88,true,Activo
CLI-001366,Persona,Prepago,Valparaíso,Viña del Mar,35-44,2019-03-02,Digital,WhatsApp,4,true,Activo
CLI-001367,Persona,Prepago,Maule,Talca,45-54,2019-04-08,Digital,Web,21,true,Activo
CLI-001368,Persona,Postpago,Biobío,Talcahuano,55+,2019-05-15,Tienda,App,38,true,Activo
CLI-001369,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2019-06-21,Call center,App,55,false,Activo
CLI-001370,Empresa,Pyme,Antofagasta,Antofagasta,,2019-07-28,Distribuidor,Tienda,72,false,Activo
CLI-001371,Persona,Prepago,Valparaíso,Valparaíso,25-34,2019-09-03,Digital,Call center,89,true,Activo
CLI-001372,Persona,Prepago,Coquimbo,La Serena,35-44,2019-10-10,Digital,WhatsApp,5,true,Activo
CLI-001373,Persona,Postpago,Biobío,Concepción,45-54,2019-11-16,Tienda,Web,22,true,Activo
CLI-001374,Persona,Postpago,Los Lagos,Puerto Montt,55+,2019-12-23,Call center,App,39,true,Activo
CLI-001375,Persona,Postpago,La Araucanía,Temuco,18-24,2020-01-29,Distribuidor,App,56,true,Activo
CLI-001376,Persona,Prepago,Región Metropolitana de Santiago,Puente Alto,25-34,2020-03-06,Digital,Tienda,73,true,Activo
CLI-001377,Persona,Prepago,Antofagasta,Calama,25-34,2020-04-12,Digital,Call center,90,true,Suspendido
CLI-001378,Persona,Postpago,Valparaíso,Viña del Mar,35-44,2020-05-19,Tienda,WhatsApp,6,true,Activo
CLI-001379,Persona,Postpago,Maule,Talca,45-54,2020-06-25,Call center,Web,23,false,Activo
CLI-001380,Empresa,Pyme,Biobío,Talcahuano,,2020-08-01,Distribuidor,App,40,false,Activo
CLI-001381,Persona,Prepago,Región Metropolitana de Santiago,Santiago,18-24,2020-09-07,Digital,App,57,true,Activo
CLI-001382,Persona,Prepago,Antofagasta,Antofagasta,25-34,2020-10-14,Digital,Tienda,74,true,Activo
CLI-001383,Persona,Postpago,Valparaíso,Valparaíso,25-34,2020-11-20,Tienda,Call center,91,true,Activo
CLI-001384,Persona,Postpago,Coquimbo,La Serena,35-44,2020-12-27,Call center,WhatsApp,7,true,Activo
CLI-001385,Persona,Postpago,Biobío,Concepción,45-54,2021-02-02,Distribuidor,Web,24,true,Activo
CLI-001386,Persona,Prepago,Los Lagos,Puerto Montt,55+,2021-03-11,Digital,App,41,true,Activo
CLI-001387,Persona,Prepago,La Araucanía,Temuco,18-24,2021-04-17,Digital,App,58,true,Activo
CLI-001388,Persona,Postpago,Región Metropolitana de Santiago,Puente Alto,25-34,2021-05-24,Tienda,Tienda,75,true,Activo
CLI-001389,Persona,Postpago,Antofagasta,Calama,25-34,2021-06-30,Call center,Call center,92,false,Activo
CLI-001390,Empresa,Corporativo,Valparaíso,Viña del Mar,,2021-08-06,Distribuidor,WhatsApp,8,false,Activo
CLI-001391,Persona,Prepago,Maule,Talca,45-54,2021-09-12,Digital,Web,25,true,Activo
CLI-001392,Persona,Prepago,Biobío,Talcahuano,55+,2021-10-19,Digital,App,42,true,Activo
CLI-001393,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2021-11-25,Tienda,App,59,true,Activo
CLI-001394,Persona,Postpago,Antofagasta,Antofagasta,25-34,2022-01-01,Call center,Tienda,76,true,Activo
CLI-001395,Persona,Postpago,Valparaíso,Valparaíso,25-34,2022-02-07,Distribuidor,Call center,93,true,Activo
CLI-001396,Persona,Prepago,Coquimbo,La Serena,35-44,2022-03-16,Digital,WhatsApp,9,true,Activo
CLI-001397,Persona,Prepago,Biobío,Concepción,45-54,2022-04-22,Digital,Web,26,true,Activo
CLI-001398,Persona,Postpago,Los Lagos,Puerto Montt,55+,2022-05-29,Tienda,App,43,true,Activo
CLI-001399,Persona,Postpago,La Araucanía,Temuco,18-24,2022-07-05,Call center,App,60,false,Activo
CLI-001400,Empresa,Pyme,Región Metropolitana de Santiago,Puente Alto,,2022-08-11,Distribuidor,Tienda,77,false,Activo
CLI-001401,Persona,Prepago,Antofagasta,Calama,25-34,2022-09-17,Digital,Call center,94,true,Activo
CLI-001402,Persona,Prepago,Valparaíso,Viña del Mar,35-44,2022-10-24,Digital,WhatsApp,10,true,Activo
CLI-001403,Persona,Postpago,Maule,Talca,45-54,2022-11-30,Tienda,Web,27,true,Activo
CLI-001404,Persona,Postpago,Biobío,Talcahuano,55+,2023-01-06,Call center,App,44,true,Activo
CLI-001405,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2023-02-12,Distribuidor,App,61,true,Activo
CLI-001406,Persona,Prepago,Antofagasta,Antofagasta,25-34,2023-03-21,Digital,Tienda,78,true,Activo
CLI-001407,Persona,Prepago,Valparaíso,Valparaíso,25-34,2023-04-27,Digital,Call center,95,true,Activo
CLI-001408,Persona,Postpago,Coquimbo,La Serena,35-44,2023-06-03,Tienda,WhatsApp,11,true,Activo
CLI-001409,Persona,Postpago,Biobío,Concepción,45-54,2023-07-10,Call center,Web,28,false,Activo
CLI-001410,Empresa,Pyme,Los Lagos,Puerto Montt,,2023-08-16,Distribuidor,App,45,false,Activo
CLI-001411,Persona,Prepago,La Araucanía,Temuco,18-24,2023-09-22,Digital,App,62,true,Activo
CLI-001412,Persona,Prepago,Región Metropolitana de Santiago,Puente Alto,25-34,2023-10-29,Digital,Tienda,79,true,Activo
CLI-001413,Persona,Postpago,Antofagasta,Calama,25-34,2023-12-05,Tienda,Call center,96,true,Activo
CLI-001414,Persona,Postpago,Valparaíso,Viña del Mar,35-44,2024-01-11,Call center,WhatsApp,12,true,Activo
CLI-001415,Persona,Postpago,Maule,Talca,45-54,2024-02-17,Distribuidor,Web,29,true,Activo
CLI-001416,Persona,Prepago,Biobío,Talcahuano,55+,2024-03-25,Digital,App,46,true,Activo
CLI-001417,Persona,Prepago,Región Metropolitana de Santiago,Santiago,18-24,2024-05-01,Digital,App,63,true,Activo
CLI-001418,Persona,Postpago,Antofagasta,Antofagasta,25-34,2024-06-07,Tienda,Tienda,80,true,Activo
CLI-001419,Persona,Postpago,Valparaíso,Valparaíso,25-34,2024-07-14,Call center,Call center,97,false,Activo
CLI-001420,Empresa,Corporativo,Coquimbo,La Serena,,2024-08-20,Distribuidor,WhatsApp,13,false,Suspendido
CLI-001421,Persona,Prepago,Biobío,Concepción,45-54,2024-09-26,Digital,Web,30,true,Activo
CLI-001422,Persona,Prepago,Los Lagos,Puerto Montt,55+,2024-11-02,Digital,App,47,true,Activo
CLI-001423,Persona,Postpago,La Araucanía,Temuco,18-24,2024-12-09,Tienda,App,64,true,Activo
CLI-001424,Persona,Postpago,Región Metropolitana de Santiago,Puente Alto,25-34,2025-01-15,Call center,Tienda,81,true,Activo
CLI-001425,Persona,Postpago,Antofagasta,Calama,25-34,2025-02-21,Distribuidor,Call center,98,true,Activo
CLI-001426,Persona,Prepago,Valparaíso,Viña del Mar,35-44,2025-03-30,Digital,WhatsApp,14,true,Activo
CLI-001427,Persona,Prepago,Maule,Talca,45-54,2025-05-06,Digital,Web,31,true,Activo
CLI-001428,Persona,Postpago,Biobío,Talcahuano,55+,2025-06-12,Tienda,App,48,true,Activo
CLI-001429,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2025-07-19,Call center,App,65,false,Activo
CLI-001430,Empresa,Pyme,Antofagasta,Antofagasta,,2025-08-25,Distribuidor,Tienda,82,false,Activo
CLI-001431,Persona,Prepago,Valparaíso,Valparaíso,25-34,2025-10-01,Digital,Call center,99,true,Activo
CLI-001432,Persona,Prepago,Coquimbo,La Serena,35-44,2025-11-07,Digital,WhatsApp,15,true,Activo
CLI-001433,Persona,Postpago,Biobío,Concepción,45-54,2025-12-14,Tienda,Web,32,true,Activo
CLI-001434,Persona,Postpago,Los Lagos,Puerto Montt,55+,2026-01-20,Call center,App,49,true,Activo
CLI-001435,Persona,Postpago,La Araucanía,Temuco,18-24,2026-02-26,Distribuidor,App,66,true,Activo
CLI-001436,Persona,Prepago,Región Metropolitana de Santiago,Puente Alto,25-34,2026-04-04,Digital,Tienda,83,true,Activo
CLI-001437,Persona,Prepago,Antofagasta,Calama,25-34,2026-05-11,Digital,Call center,100,true,Activo
CLI-001438,Persona,Postpago,Valparaíso,Viña del Mar,35-44,2026-06-17,Tienda,WhatsApp,16,true,Activo
CLI-001439,Persona,Postpago,Maule,Talca,45-54,2026-07-24,Call center,Web,33,false,Activo
CLI-001440,Empresa,Pyme,Biobío,Talcahuano,,2018-02-03,Distribuidor,App,50,false,Activo
CLI-001441,Persona,Prepago,Región Metropolitana de Santiago,Santiago,18-24,2018-03-12,Digital,App,67,true,Activo
CLI-001442,Persona,Prepago,Antofagasta,Antofagasta,25-34,2018-04-18,Digital,Tienda,84,true,Activo
CLI-001443,Persona,Postpago,Valparaíso,Valparaíso,25-34,2018-05-25,Tienda,Call center,0,true,Activo
CLI-001444,Persona,Postpago,Coquimbo,La Serena,35-44,2018-07-01,Call center,WhatsApp,17,true,Activo
CLI-001445,Persona,Postpago,Biobío,Concepción,45-54,2018-08-07,Distribuidor,Web,34,true,Activo
CLI-001446,Persona,Prepago,Los Lagos,Puerto Montt,55+,2018-09-13,Digital,App,51,true,Activo
CLI-001447,Persona,Prepago,La Araucanía,Temuco,18-24,2018-10-20,Digital,App,68,true,Activo
CLI-001448,Persona,Postpago,Región Metropolitana de Santiago,Puente Alto,25-34,2018-11-26,Tienda,Tienda,85,true,Activo
CLI-001449,Persona,Postpago,Antofagasta,Calama,25-34,2019-01-02,Call center,Call center,1,false,Activo
CLI-001450,Empresa,Corporativo,Valparaíso,Viña del Mar,,2019-02-08,Distribuidor,WhatsApp,18,false,Activo
CLI-001451,Persona,Prepago,Maule,Talca,45-54,2019-03-17,Digital,Web,35,true,Activo
CLI-001452,Persona,Prepago,Biobío,Talcahuano,55+,2019-04-23,Digital,App,52,true,Activo
CLI-001453,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2019-05-30,Tienda,App,69,true,Activo
CLI-001454,Persona,Postpago,Antofagasta,Antofagasta,25-34,2019-07-06,Call center,Tienda,86,true,Activo
CLI-001455,Persona,Postpago,Valparaíso,Valparaíso,25-34,2019-08-12,Distribuidor,Call center,2,true,Activo
CLI-001456,Persona,Prepago,Coquimbo,La Serena,35-44,2019-09-18,Digital,WhatsApp,19,true,Baja
CLI-001457,Persona,Prepago,Biobío,Concepción,45-54,2019-10-25,Digital,Web,36,true,Activo
CLI-001458,Persona,Postpago,Los Lagos,Puerto Montt,55+,2019-12-01,Tienda,App,53,true,Activo
CLI-001459,Persona,Postpago,La Araucanía,Temuco,18-24,2020-01-07,Call center,App,70,false,Activo
CLI-001460,Empresa,Pyme,Región Metropolitana de Santiago,Puente Alto,,2020-02-13,Distribuidor,Tienda,87,false,Activo
CLI-001461,Persona,Prepago,Antofagasta,Calama,25-34,2020-03-21,Digital,Call center,3,true,Activo
CLI-001462,Persona,Prepago,Valparaíso,Viña del Mar,35-44,2020-04-27,Digital,WhatsApp,20,true,Activo
CLI-001463,Persona,Postpago,Maule,Talca,45-54,2020-06-03,Tienda,Web,37,true,Suspendido
CLI-001464,Persona,Postpago,Biobío,Talcahuano,55+,2020-07-10,Call center,App,54,true,Activo
CLI-001465,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2020-08-16,Distribuidor,App,71,true,Activo
CLI-001466,Persona,Prepago,Antofagasta,Antofagasta,25-34,2020-09-22,Digital,Tienda,88,true,Activo
CLI-001467,Persona,Prepago,Valparaíso,Valparaíso,25-34,2020-10-29,Digital,Call center,4,true,Activo
CLI-001468,Persona,Postpago,Coquimbo,La Serena,35-44,2020-12-05,Tienda,WhatsApp,21,true,Activo
CLI-001469,Persona,Postpago,Biobío,Concepción,45-54,2021-01-11,Call center,Web,38,false,Activo
CLI-001470,Empresa,Pyme,Los Lagos,Puerto Montt,,2021-02-17,Distribuidor,App,55,false,Activo
CLI-001471,Persona,Prepago,La Araucanía,Temuco,18-24,2021-03-26,Digital,App,72,true,Activo
CLI-001472,Persona,Prepago,Región Metropolitana de Santiago,Puente Alto,25-34,2021-05-02,Digital,Tienda,89,true,Activo
CLI-001473,Persona,Postpago,Antofagasta,Calama,25-34,2021-06-08,Tienda,Call center,5,true,Activo
CLI-001474,Persona,Postpago,Valparaíso,Viña del Mar,35-44,2021-07-15,Call center,WhatsApp,22,true,Activo
CLI-001475,Persona,Postpago,Maule,Talca,45-54,2021-08-21,Distribuidor,Web,39,true,Activo
CLI-001476,Persona,Prepago,Biobío,Talcahuano,55+,2021-09-27,Digital,App,56,true,Activo
CLI-001477,Persona,Prepago,Región Metropolitana de Santiago,Santiago,18-24,2021-11-03,Digital,App,73,true,Activo
CLI-001477,Persona,Postpago,Antofagasta,Antofagasta,25-34,2021-12-10,Tienda,Tienda,90,true,Activo
CLI-001479,Persona,Postpago,Valparaíso,Valparaíso,25-34,2022-01-16,Call center,Call center,6,false,Activo
CLI-001480,Empresa,Corporativo,Coquimbo,La Serena,,2022-02-22,Distribuidor,WhatsApp,23,false,Activo
CLI-001481,Persona,Prepago,Biobío,Concepción,45-54,2022-03-31,Digital,Web,40,true,Activo
CLI-001482,Persona,Prepago,Los Lagos,Puerto Montt,55+,2022-05-07,Digital,App,57,true,Activo
CLI-001483,Persona,Postpago,La Araucanía,Temuco,18-24,2022-06-13,Tienda,App,74,true,Activo
CLI-001484,Persona,Postpago,Región Metropolitana de Santiago,Puente Alto,25-34,2022-07-20,Call center,Tienda,91,true,Activo
CLI-001485,Persona,Postpago,Antofagasta,Calama,25-34,2022-08-26,Distribuidor,Call center,7,true,Activo
CLI-001486,Persona,Prepago,Valparaíso,Viña del Mar,35-44,2022-10-02,Digital,WhatsApp,24,true,Activo
CLI-001487,Persona,Prepago,Maule,Talca,45-54,2022-11-08,Digital,Web,41,true,Activo
CLI-001488,Persona,Postpago,Biobío,Talcahuano,55+,2022-12-15,Tienda,App,58,true,Activo
CLI-001489,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2023-01-21,Call center,App,75,false,Activo
CLI-001490,Empresa,Pyme,Antofagasta,Antofagasta,,2023-02-27,Distribuidor,Tienda,92,false,Activo
CLI-001491,Persona,Prepago,Valparaíso,Valparaíso,25-34,2023-04-05,Digital,Call center,8,true,Activo
CLI-001492,Persona,Prepago,Coquimbo,La Serena,35-44,2023-05-12,Digital,WhatsApp,25,true,Activo
CLI-001493,Persona,Postpago,Biobío,Concepción,45-54,2023-06-18,Tienda,Web,42,true,Activo
CLI-001494,Persona,Postpago,Los Lagos,Puerto Montt,55+,2023-07-25,Call center,App,59,true,Activo
CLI-001495,Persona,Postpago,La Araucanía,Temuco,18-24,2023-08-31,Distribuidor,App,76,true,Activo
CLI-001496,Persona,Prepago,Región Metropolitana de Santiago,Puente Alto,25-34,2023-10-07,Digital,Tienda,93,true,Activo
CLI-001497,Persona,Prepago,Antofagasta,Calama,25-34,2023-11-13,Digital,Call center,9,true,Activo
CLI-001498,Persona,Postpago,Valparaíso,Viña del Mar,35-44,2023-12-20,Tienda,WhatsApp,26,true,Activo
CLI-001499,Persona,Postpago,Maule,Talca,45-54,2024-01-26,Call center,Web,43,false,Activo
CLI-001500,Empresa,Pyme,Biobío,Talcahuano,,2024-03-03,Distribuidor,App,60,false,Activo
CLI-001501,Persona,Prepago,Región Metropolitana de Santiago,Santiago,18-24,2024-04-09,Digital,App,77,true,Activo
CLI-001502,Persona,Prepago,Antofagasta,Antofagasta,25-34,2024-05-16,Digital,Tienda,94,true,Activo
CLI-001503,Persona,Postpago,Valparaíso,Valparaíso,25-34,2024-06-22,Tienda,Call center,10,true,Activo
CLI-001504,Persona,Postpago,Coquimbo,La Serena,35-44,2024-07-29,Call center,WhatsApp,27,true,Activo
CLI-001505,Persona,Postpago,Biobío,Concepción,45-54,2024-09-04,Distribuidor,Web,44,true,Activo
CLI-001506,Persona,Prepago,Los Lagos,Puerto Montt,55+,2024-10-11,Digital,App,61,true,Suspendido
CLI-001507,Persona,Prepago,La Araucanía,Temuco,18-24,2024-11-17,Digital,App,130,true,Activo
CLI-001508,Persona,Postpago,Región Metropolitana de Santiago,Puente Alto,25-34,2024-12-24,Tienda,Tienda,95,true,Activo
CLI-001509,Persona,Postpago,Antofagasta,Calama,25-34,2025-01-30,Call center,Call center,11,false,Activo
CLI-001510,Empresa,Corporativo,Valparaíso,Viña del Mar,,2025-03-08,Distribuidor,WhatsApp,28,false,Activo
CLI-001511,Persona,Prepago,Maule,Talca,45-54,2025-04-14,Digital,Web,45,true,Activo
CLI-001512,Persona,Prepago,Biobío,Talcahuano,55+,2025-05-21,Digital,App,62,true,Activo
CLI-001513,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2025-06-27,Tienda,App,79,true,Activo
CLI-001514,Persona,Postpago,Antofagasta,Antofagasta,25-34,2025-08-03,Call center,Tienda,96,true,Activo
CLI-001515,Persona,Postpago,Valparaíso,Valparaíso,25-34,2025-09-09,Distribuidor,Call center,12,true,Activo
CLI-001516,Persona,Prepago,Coquimbo,La Serena,35-44,2025-10-16,Digital,WhatsApp,29,true,Activo
CLI-001517,Persona,Prepago,Biobío,Concepción,45-54,2025-11-22,Digital,Web,46,true,Activo
CLI-001518,Persona,Postpago,Los Lagos,Puerto Montt,55+,2025-12-29,Tienda,App,63,true,Activo
CLI-001519,Persona,Postpago,La Araucanía,Temuco,18-24,2026-02-04,Call center,App,80,false,Activo
CLI-001520,Empresa,Pyme,Región Metropolitana de Santiago,Puente Alto,,2026-03-13,Distribuidor,Tienda,97,false,Activo
CLI-001521,Persona,Prepago,Antofagasta,Calama,25-34,2026-04-19,Digital,Call center,13,true,Activo
CLI-001522,Persona,Prepago,Valparaíso,Viña del Mar,35-44,2026-05-26,Digital,WhatsApp,30,true,Activo
CLI-001523,Persona,Postpago,Maule,Talca,45-54,2026-07-02,Tienda,Web,47,true,Activo
CLI-001524,Persona,Postpago,Biobío,Talcahuano,55+,2018-01-12,Call center,App,64,true,Activo
CLI-001525,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2018-02-18,Distribuidor,App,81,true,Activo
CLI-001526,Persona,Prepago,Antofagasta,Antofagasta,25-34,2018-03-27,Digital,Tienda,98,true,Activo
CLI-001527,Persona,Prepago,Valparaíso,Valparaíso,25-34,2018-05-03,Digital,Call center,14,true,Activo
CLI-001528,Persona,Postpago,Coquimbo,La Serena,35-44,2018-06-09,Tienda,WhatsApp,31,true,Activo
CLI-001529,Persona,Postpago,Biobío,Concepción,45-54,2018-07-16,Call center,Web,48,false,Activo
CLI-001530,Empresa,Pyme,Los Lagos,Puerto Montt,,2018-08-22,Distribuidor,App,65,false,Activo
CLI-001531,Persona,Prepago,La Araucanía,Temuco,18-24,2018-09-28,Digital,App,82,true,Activo
CLI-001532,Persona,Prepago,Región Metropolitana de Santiago,Puente Alto,25-34,2018-11-04,Digital,Tienda,99,true,Activo
CLI-001533,Persona,Postpago,Antofagasta,Calama,25-34,2018-12-11,Tienda,Call center,15,true,Activo
CLI-001534,Persona,Postpago,Valparaíso,Viña del Mar,35-44,2019-01-17,Call center,WhatsApp,32,true,Activo
CLI-001535,Persona,Postpago,Maule,Talca,45-54,2019-02-23,Distribuidor,Web,49,true,Activo
CLI-001536,Persona,Prepago,Biobío,Talcahuano,55+,2019-04-01,Digital,App,66,true,Activo
CLI-001537,Persona,Prepago,Región Metropolitana de Santiago,Santiago,18-24,2019-05-08,Digital,App,83,true,Activo
CLI-001538,Persona,Postpago,Antofagasta,Antofagasta,25-34,2019-06-14,Tienda,Tienda,100,true,Activo
CLI-001539,Persona,Postpago,Valparaíso,Valparaíso,25-34,2019-07-21,Call center,Call center,16,false,Activo
CLI-001540,Empresa,Corporativo,Coquimbo,La Serena,,2019-08-27,Distribuidor,WhatsApp,33,false,Activo
CLI-001541,Persona,Prepago,Biobío,Concepción,45-54,2019-10-03,Digital,Web,50,true,Activo
CLI-001542,Persona,Prepago,Los Lagos,Puerto Montt,55+,2019-11-09,Digital,App,67,true,Activo
CLI-001543,Persona,Postpago,La Araucanía,Comuna desconocida,18-24,2019-12-16,Tienda,App,84,true,Activo
CLI-001544,Persona,Postpago,Región Metropolitana de Santiago,Puente Alto,25-34,2020-01-22,Call center,Tienda,0,true,Activo
CLI-001545,Persona,Postpago,Antofagasta,Calama,25-34,2020-02-28,Distribuidor,Call center,17,true,Activo
CLI-001546,Persona,Prepago,Valparaíso,Viña del Mar,35-44,2020-04-05,Digital,WhatsApp,34,true,Activo
CLI-001547,Persona,Prepago,Maule,Talca,45-54,2020-05-12,Digital,Web,51,true,Activo
CLI-001548,Persona,Postpago,Biobío,Talcahuano,55+,2020-06-18,Tienda,App,68,true,Activo
CLI-001549,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2020-07-25,Call center,App,85,false,Suspendido
CLI-001550,Empresa,Pyme,Antofagasta,Antofagasta,,2020-08-31,Distribuidor,Tienda,1,false,Activo
CLI-001551,Persona,Prepago,Valparaíso,Valparaíso,25-34,2020-10-07,Digital,Call center,18,true,Activo
CLI-001552,Persona,Prepago,Coquimbo,La Serena,35-44,2020-11-13,Digital,WhatsApp,35,true,Activo
CLI-001553,Persona,Postpago,Biobío,Concepción,45-54,2020-12-20,Tienda,Web,52,true,Baja
CLI-001554,Persona,Postpago,Los Lagos,Puerto Montt,55+,2021-01-26,Call center,App,69,true,Activo
CLI-001555,Persona,Postpago,La Araucanía,Temuco,18-24,2021-03-04,Distribuidor,App,86,true,Activo
CLI-001556,Persona,Prepago,Región Metropolitana de Santiago,Puente Alto,25-34,2021-04-10,Digital,Tienda,2,true,Activo
CLI-001557,Persona,Prepago,Antofagasta,Calama,25-34,2021-05-17,Digital,Call center,19,true,Activo
CLI-001558,Persona,Postpago,Valparaíso,Viña del Mar,35-44,2021-06-23,Tienda,WhatsApp,36,true,Activo
CLI-001559,Persona,Postpago,Maule,Talca,45-54,2021-07-30,Call center,Web,53,false,Activo
CLI-001560,Empresa,Pyme,Biobío,Talcahuano,,2021-09-05,Distribuidor,App,70,false,Activo
CLI-001561,Persona,Prepago,Región Metropolitana de Santiago,Santiago,18-24,2021-10-12,Digital,App,87,true,Activo
CLI-001562,Persona,,Antofagasta,Antofagasta,25-34,2021-11-18,Digital,Tienda,3,true,Activo
CLI-001563,Persona,Postpago,Valparaíso,Valparaíso,25-34,2021-12-25,Tienda,Call center,20,true,Activo
CLI-001564,Persona,Postpago,Coquimbo,La Serena,35-44,2022-01-31,Call center,WhatsApp,37,true,Activo
CLI-001565,Persona,Postpago,Biobío,Concepción,45-54,2022-03-09,Distribuidor,Web,54,true,Activo
CLI-001566,Persona,Prepago,Los Lagos,Puerto Montt,55+,2022-04-15,Digital,App,71,true,Activo
CLI-001567,Persona,Prepago,La Araucanía,Temuco,18-24,2022-05-22,Digital,App,88,true,Activo
CLI-001568,Persona,Postpago,Región Metropolitana de Santiago,Puente Alto,25-34,2022-06-28,Tienda,Tienda,4,true,Activo
