alarm_id,cell_id,opened_at,closed_at,alarm_type,severity,alarm_status,probable_cause,service_impact,affected_users_est,source_system
ALM-000404,CEL-00012,2026-08-04 16:32:53,2026-08-07 00:32:53,Transporte,Alta,Cerrada,Pérdida de enlace,true,507,RAN Monitor
ALM-000405,CEL-00029,2026-08-04 16:46:04,2026-08-07 13:46:04,Radio,Alta,Cerrada,Interferencia,true,536,Energy Monitor
ALM-000406,CEL-00046,2026-08-04 16:59:15,2026-08-05 02:59:15,Saturación,Media,Cerrada,Alta demanda,false,265,NMS
ALM-000407,CEL-00063,2026-08-04 17:12:26,2026-08-05 16:12:26,Hardware,Media,Cerrada,Módulo degradado,true,294,RAN Monitor
ALM-000408,CEL-00080,2026-08-04 17:25:37,,Software,Baja,Reconocida,Error de configuración,false,28,Energy Monitor
ALM-000409,CEL-00097,2026-08-04 17:38:48,,Energía,Crítica,Reconocida,Falla de suministro,true,932,NMS
ALM-000410,CEL-00114,2026-08-04 17:51:59,,Transporte,Alta,Abierta,Pérdida de enlace,true,481,RAN Monitor
ALM-000411,CEL-00131,2026-08-04 18:05:10,2026-08-04 21:05:10,Radio,Alta,Cerrada,Interferencia,true,510,Energy Monitor
ALM-000412,CEL-00148,2026-08-04 18:18:21,2026-08-05 10:18:21,Saturación,Media,Cerrada,Alta demanda,false,239,NMS
ALM-000413,CEL-00165,2026-08-04 18:31:32,2026-08-05 23:31:32,Hardware,Media,Cerrada,Módulo degradado,false,268,RAN Monitor
ALM-000414,CEL-00002,2026-08-04 18:44:43,2026-08-06 12:44:43,Software,Baja,Cerrada,Error de configuración,true,202,Energy Monitor
ALM-000415,CEL-00019,2026-08-04 18:57:54,2026-08-07 01:57:54,Energía,Crítica,Cerrada,Falla de suministro,true,906,NMS
ALM-000416,CEL-00036,2026-08-04 19:11:05,2026-08-07 15:11:05,Transporte,Alta,Cerrada,Pérdida de enlace,true,455,RAN Monitor
ALM-000417,CEL-00053,2026-08-04 19:24:16,2026-08-05 04:24:16,Radio,Alta,Cerrada,Interferencia,true,484,Energy Monitor
ALM-000418,CEL-00070,2026-08-04 19:37:27,,Saturación,Media,Reconocida,Alta demanda,false,213,NMS
ALM-000419,CEL-00087,2026-08-04 19:50:38,,Hardware,Media,Reconocida,Módulo degradado,false,242,RAN Monitor
ALM-000420,CEL-00104,2026-08-04 20:03:49,,Software,Baja,Abierta,Error de configuración,false,176,Energy Monitor
ALM-000421,CEL-00121,2026-08-04 20:17:00,2026-08-07 09:17:00,Energía,Crítica,Cerrada,Falla de suministro,true,1080,NMS
ALM-000422,CEL-00138,2026-08-04 20:30:11,2026-08-04 22:30:11,Transporte,Alta,Cerrada,Pérdida de enlace,true,429,RAN Monitor
ALM-000422,CEL-00155,2026-08-04 20:43:22,2026-08-05 11:43:22,Radio,Alta,Cerrada,Interferencia,true,458,Energy Monitor
ALM-000424,CEL-00172,2026-08-04 20:56:33,2026-08-06 00:56:33,Saturación,Media,Cerrada,Alta demanda,false,187,NMS
ALM-000425,CEL-00009,2026-08-04 21:09:44,2026-08-06 14:09:44,Hardware,Media,Cerrada,Módulo degradado,false,216,RAN Monitor
ALM-000426,CEL-00026,2026-08-04 21:22:55,2026-08-07 03:22:55,Software,Baja,Cerrada,Error de configuración,false,150,Energy Monitor
ALM-000427,CEL-00043,2026-08-04 21:36:06,2026-08-07 16:36:06,Energía,Crítica,Cerrada,Falla de suministro,true,1054,NMS
ALM-000428,CEL-00060,2026-08-04 21:49:17,,Transporte,Alta,Reconocida,Pérdida de enlace,true,603,RAN Monitor
ALM-000429,CEL-00077,2026-08-04 22:02:28,,Radio,Alta,Reconocida,Interferencia,true,432,Energy Monitor
ALM-000430,CEL-00094,2026-08-04 22:15:39,,Saturación,Media,Abierta,Alta demanda,false,161,NMS
ALM-000431,CEL-00111,2026-08-04 22:28:50,2026-08-06 21:28:50,Hardware,Media,Cerrada,Módulo degradado,false,190,RAN Monitor
ALM-000432,CEL-00128,2026-08-04 22:42:01,2026-08-07 10:42:01,Software,Baja,Cerrada,Error de configuración,false,124,Energy Monitor
ALM-000433,CEL-00145,2026-08-04 22:55:12,2026-08-04 23:55:12,Energía,Crítica,Cerrada,Falla de suministro,true,1028,NMS
ALM-000434,CEL-00162,2026-08-04 23:08:23,2026-08-05 13:08:23,Transporte,Alta,Cerrada,Pérdida de enlace,true,577,RAN Monitor
ALM-000435,CEL-00179,2026-08-04 23:21:34,2026-08-06 02:21:34,Radio,Alta,Cerrada,Interferencia,true,606,Energy Monitor
ALM-000436,CEL-00016,2026-08-04 23:34:45,2026-08-06 15:34:45,Saturación,Media,Cerrada,Alta demanda,false,135,NMS
ALM-000437,CEL-00033,2026-08-04 23:47:56,2026-08-07 04:47:56,Hardware,Media,Cerrada,Módulo degradado,false,164,RAN Monitor
ALM-000438,CEL-00050,2026-08-05 00:01:07,,Software,Baja,Reconocida,Error de configuración,false,98,Energy Monitor
ALM-000439,CEL-00067,2026-08-05 00:14:18,,Energía,Crítica,Reconocida,Falla de suministro,true,1002,NMS
ALM-000440,CEL-00084,2026-08-05 00:27:29,,Transporte,Alta,Abierta,Pérdida de enlace,true,551,RAN Monitor
ALM-000441,CEL-00101,2026-08-05 00:40:40,2026-08-06 09:40:40,Radio,Alta,Cerrada,Interferencia,true,580,Energy Monitor
ALM-000442,CEL-00118,2026-08-05 00:53:51,2026-08-06 22:53:51,Saturación,Media,Cerrada,Alta demanda,true,309,NMS
ALM-000443,CEL-00135,2026-08-05 01:07:02,2026-08-07 12:07:02,Hardware,Media,Cerrada,Módulo degradado,false,138,RAN Monitor
ALM-000444,CEL-00152,2026-08-05 01:20:13,2026-08-08 01:20:13,Software,Baja,Cerrada,Error de configuración,false,72,Energy Monitor
ALM-000445,CEL-00169,2026-08-05 01:33:24,2026-08-05 14:33:24,Energía,Crítica,Cerrada,Falla de suministro,true,976,NMS
ALM-000446,CEL-00006,2026-08-05 01:46:35,2026-08-06 03:46:35,Transporte,Alta,Cerrada,Pérdida de enlace,true,525,RAN Monitor
ALM-000447,CEL-00023,2026-08-05 01:59:46,2026-08-06 16:59:46,Radio,Urgente,Cerrada,Interferencia,true,554,Energy Monitor
ALM-000448,CEL-00040,2026-08-05 02:12:57,,Saturación,Media,Reconocida,Alta demanda,false,283,NMS
ALM-000449,CEL-00057,2026-08-05 02:26:08,,Hardware,Media,Reconocida,Módulo degradado,true,312,RAN Monitor
ALM-000450,CEL-00074,2026-08-05 02:39:19,,Software,Baja,Abierta,Error de configuración,false,46,Energy Monitor
ALM-000451,CEL-00091,2026-08-05 02:52:30,2026-08-05 21:52:30,Energía,Crítica,Cerrada,Falla de suministro,true,950,NMS
ALM-000452,CEL-00108,2026-08-05 03:05:41,2026-08-06 11:05:41,Transporte,Alta,Cerrada,Pérdida de enlace,true,499,RAN Monitor
ALM-000453,CEL-00125,2026-08-05 03:18:52,2026-08-07 00:18:52,Radio,Alta,Cerrada,Interferencia,true,528,Energy Monitor
ALM-000454,CEL-00142,2026-08-05 03:32:03,2026-08-07 13:32:03,Saturación,Media,Cerrada,Alta demanda,false,257,NMS
ALM-000455,CEL-00159,2026-08-05 03:45:14,2026-08-08 02:45:14,Hardware,Media,Cerrada,Módulo degradado,false,286,RAN Monitor
ALM-000456,CEL-00176,2026-08-05 03:58:25,2026-08-05 15:58:25,Software,Baja,Cerrada,Error de configuración,true,220,Energy Monitor
ALM-000457,CEL-00013,2026-08-05 04:11:36,2026-08-06 05:11:36,Energía,Crítica,Cerrada,Falla de suministro,true,924,NMS
ALM-000458,CEL-00030,2026-08-05 04:24:47,,Transporte,Alta,Reconocida,Pérdida de enlace,true,473,RAN Monitor
ALM-000459,CEL-00047,2026-08-05 04:37:58,,Radio,Alta,Reconocida,Interferencia,true,502,Energy Monitor
ALM-000460,CEL-00064,2026-08-05 04:51:09,,Saturación,Media,Abierta,Alta demanda,false,231,NMS
ALM-000461,CEL-00081,2026-08-05 05:04:20,2026-08-05 10:04:20,Hardware,Media,Cerrada,Módulo degradado,false,260,RAN Monitor
ALM-000462,CEL-00098,2026-08-05 05:17:31,2026-08-05 23:17:31,Software,Baja,Cerrada,Error de configuración,false,194,Energy Monitor
ALM-000463,CEL-00115,2026-08-05 05:30:42,2026-08-06 12:30:42,Energía,Crítica,Cerrada,Falla de suministro,true,1098,NMS
ALM-000464,CEL-00132,2026-08-05 05:43:53,2026-08-07 01:43:53,Transporte,Alta,Cerrada,Pérdida de enlace,true,447,RAN Monitor
ALM-000465,CEL-00149,2026-08-05 05:57:04,2026-08-07 14:57:04,Radio,Alta,Cerrada,Interferencia,true,476,Energy Monitor
ALM-000466,CEL-00166,2026-08-05 06:10:15,2026-08-08 04:10:15,Saturación,Media,Cerrada,Alta demanda,false,205,NMS
ALM-000467,CEL-00003,2026-08-05 06:23:26,2026-08-05 17:23:26,Hardware,Media,Cerrada,Módulo degradado,false,234,RAN Monitor
ALM-000468,CEL-00020,2026-08-05 06:36:37,,Software,Baja,Reconocida,Error de configuración,false,168,Energy Monitor
ALM-000469,CEL-00037,2026-08-05 06:49:48,,Energía,Crítica,Reconocida,Falla de suministro,true,1072,NMS
ALM-000470,CEL-00054,2026-08-05 07:02:59,,Transporte,Alta,Abierta,Pérdida de enlace,true,421,RAN Monitor
ALM-000471,CEL-00071,2026-08-05 07:16:10,2026-08-07 22:16:10,Radio,Alta,Cerrada,Interferencia,true,450,Energy Monitor
ALM-000472,CEL-99999,2026-08-05 07:29:21,2026-08-05 11:29:21,Saturación,Media,Cerrada,Alta demanda,false,179,NMS
ALM-000473,CEL-00105,2026-08-05 07:42:32,2026-08-06 00:42:32,Hardware,Media,Cerrada,Módulo degradado,false,208,RAN Monitor
ALM-000474,CEL-00122,2026-08-05 07:55:43,2026-08-06 13:55:43,Software,Baja,Cerrada,Error de configuración,false,142,Energy Monitor
ALM-000475,CEL-00139,2026-08-05 08:08:54,2026-08-07 03:08:54,Energía,Crítica,Cerrada,Falla de suministro,true,1046,NMS
ALM-000476,CEL-00156,2026-08-05 08:22:05,2026-08-07 16:22:05,Transporte,Alta,Cerrada,Pérdida de enlace,true,595,RAN Monitor
ALM-000477,CEL-00173,2026-08-05 08:35:16,2026-08-08 05:35:16,Radio,Alta,Cerrada,Interferencia,true,424,Energy Monitor
ALM-000478,CEL-00010,2026-08-05 08:48:27,,Saturación,Media,Reconocida,Alta demanda,false,153,NMS
ALM-000479,CEL-00027,2026-08-05 09:01:38,,Hardware,Media,Reconocida,Módulo degradado,false,182,RAN Monitor
ALM-000480,CEL-00044,2026-08-05 09:14:49,,Software,Baja,Abierta,Error de configuración,false,116,Energy Monitor
ALM-000481,CEL-00061,2026-08-05 09:28:00,2026-08-07 10:28:00,Energía,Crítica,Cerrada,Falla de suministro,true,1020,NMS
ALM-000482,CEL-00078,2026-08-05 09:41:11,2026-08-07 23:41:11,Transporte,Alta,Cerrada,Pérdida de enlace,true,569,RAN Monitor
ALM-000483,CEL-00095,2026-08-05 09:54:22,2026-08-05 12:54:22,Radio,Alta,Cerrada,Interferencia,true,598,Energy Monitor
ALM-000484,CEL-00112,2026-08-05 10:07:33,2026-08-06 02:07:33,Saturación,Media,Cerrada,Alta demanda,true,127,NMS
ALM-000485,CEL-00129,2026-08-05 10:20:44,2026-08-06 15:20:44,Hardware,Media,Cerrada,Módulo degradado,false,156,RAN Monitor
ALM-000486,CEL-00146,2026-08-05 10:33:55,2026-08-07 04:33:55,Software,Baja,Cerrada,Error de configuración,false,90,Energy Monitor
ALM-000487,CEL-00163,2026-08-05 10:47:06,2026-08-07 17:47:06,Energía,Crítica,Cerrada,Falla de suministro,true,994,NMS
ALM-000488,CEL-00180,2026-08-05 11:00:17,,Transporte,Alta,Reconocida,Pérdida de enlace,true,543,RAN Monitor
ALM-000489,CEL-00017,2026-08-05 11:13:28,,Radio,Alta,Reconocida,Interferencia,true,572,Energy Monitor
ALM-000490,CEL-00034,2026-08-05 11:26:39,,Saturación,Media,Abierta,Alta demanda,false,301,NMS
ALM-000491,CEL-00051,2026-08-05 11:39:50,2026-08-06 22:39:50,Hardware,Media,Cerrada,Módulo degradado,true,130,RAN Monitor
ALM-000492,CEL-00068,2026-08-05 11:53:01,2026-08-07 11:53:01,Software,Baja,Cerrada,Error de configuración,false,64,Energy Monitor
ALM-000493,CEL-00085,2026-08-05 12:06:12,2026-08-08 01:06:12,Energía,Crítica,Cerrada,Falla de suministro,true,968,NMS
ALM-000494,CEL-00102,2026-08-05 12:19:23,2026-08-05 14:19:23,Transporte,Alta,Cerrada,Pérdida de enlace,true,517,RAN Monitor
ALM-000495,CEL-00119,2026-08-05 12:32:34,2026-08-06 03:32:34,Radio,Alta,Cerrada,Interferencia,true,546,Energy Monitor
ALM-000496,CEL-00136,2026-08-05 12:45:45,2026-08-06 16:45:45,Saturación,Media,Cerrada,Alta demanda,false,275,NMS
ALM-000497,CEL-00153,2026-08-05 12:58:56,2026-08-07 05:58:56,Hardware,Media,Cerrada,Módulo degradado,false,304,RAN Monitor
ALM-000498,CEL-00170,2026-08-05 13:12:07,,Software,Baja,Reconocida,Error de configuración,true,38,Energy Monitor
ALM-000499,CEL-00007,2026-08-05 13:25:18,,Energía,Crítica,Reconocida,Falla de suministro,true,942,NMS
ALM-000500,CEL-00024,2026-08-05 13:38:29,,Transporte,Alta,Abierta,Pérdida de enlace,true,491,RAN Monitor
ALM-000501,CEL-00041,2026-08-05 13:51:40,2026-08-06 10:51:40,Radio,Alta,Cerrada,Interferencia,true,520,Energy Monitor
ALM-000502,CEL-00058,2026-08-05 14:04:51,2026-08-07 00:04:51,Saturación,Media,Cerrada,Alta demanda,false,249,NMS
ALM-000503,CEL-00075,2026-08-05 14:18:02,2026-08-07 13:18:02,Hardware,Media,Cerrada,Módulo degradado,false,278,RAN Monitor
ALM-000504,CEL-00092,2026-08-05 14:31:13,2026-08-08 02:31:13,Software,Baja,Cerrada,Error de configuración,false,212,Energy Monitor
ALM-000505,CEL-00109,2026-08-05 14:44:24,2026-08-05 15:44:24,Energía,Crítica,Cerrada,Falla de suministro,true,916,NMS
ALM-000506,CEL-00126,2026-08-05 14:57:35,2026-08-06 04:57:35,Transporte,Alta,Cerrada,Pérdida de enlace,true,465,RAN Monitor
ALM-000507,CEL-00143,2026-08-05 15:10:46,2026-08-06 18:10:46,Radio,Alta,Cerrada,Interferencia,true,494,Energy Monitor
ALM-000508,CEL-00160,2026-08-05 15:23:57,,Saturación,Media,Reconocida,Alta demanda,false,223,NMS
ALM-000509,CEL-00177,2026-08-05 15:37:08,,Hardware,Media,Reconocida,Módulo degradado,false,252,RAN Monitor
ALM-000510,CEL-00014,2026-08-05 15:50:19,,Software,Baja,Abierta,Error de configuración,false,186,Energy Monitor
ALM-000511,CEL-00031,2026-08-05 16:03:30,2026-08-05 23:03:30,Energía,Crítica,Cerrada,Falla de suministro,true,1090,NMS
ALM-000512,CEL-00048,2026-08-05 16:16:41,2026-08-06 12:16:41,Transporte,Alta,Cerrada,Pérdida de enlace,true,439,RAN Monitor
ALM-000513,CEL-00065,2026-08-05 16:29:52,2026-08-07 01:29:52,Radio,Alta,Cerrada,Interferencia,true,468,Energy Monitor
ALM-000514,CEL-00082,2026-08-05 16:43:03,2026-08-07 14:43:03,Saturación,Media,Cerrada,Alta demanda,false,197,NMS
ALM-000515,CEL-00099,2026-08-05 16:56:14,2026-08-08 03:56:14,Hardware,Media,Cerrada,Módulo degradado,false,226,RAN Monitor
ALM-000516,CEL-00116,2026-08-05 17:09:25,2026-08-08 17:09:25,Software,Baja,Cerrada,Error de configuración,false,160,Energy Monitor
ALM-000517,CEL-00133,2026-08-05 17:22:36,2026-08-06 06:22:36,Energía,Crítica,Cerrada,Falla de suministro,true,1064,NMS
ALM-000518,CEL-00150,2026-08-05 17:35:47,,Transporte,Alta,Reconocida,Pérdida de enlace,true,613,RAN Monitor
ALM-000519,CEL-00167,2026-08-05 17:48:58,,Radio,Alta,Reconocida,Interferencia,true,442,Energy Monitor
ALM-000520,CEL-00004,2026-08-05 18:02:09,,Saturación,Media,Abierta,Alta demanda,false,171,NMS
ALM-000521,CEL-00021,2026-08-05 18:15:20,2026-08-08 11:15:20,Hardware,Media,Cerrada,Módulo degradado,false,200,RAN Monitor
ALM-000522,CEL-00038,2026-08-05 18:28:31,2026-08-06 00:28:31,Software,Baja,Cerrada,Error de configuración,false,134,Energy Monitor
ALM-000523,CEL-00055,2026-08-05 18:41:42,2026-08-06 13:41:42,Energía,Crítica,Cerrada,Falla de suministro,true,1038,NMS
ALM-000524,CEL-00072,2026-08-05 18:54:53,2026-08-07 02:54:53,Transporte,Alta,Cerrada,Pérdida de enlace,true,587,RAN Monitor
ALM-000525,CEL-00089,2026-08-05 19:08:04,2026-08-07 16:08:04,Radio,Alta,Cerrada,Interferencia,true,616,Energy Monitor
ALM-000526,CEL-00106,2026-08-05 19:21:15,2026-08-08 05:21:15,Saturación,Media,Cerrada,Alta demanda,true,145,NMS
ALM-000527,CEL-00123,2026-08-05 19:34:26,2026-08-08 18:34:26,Hardware,Media,Cerrada,Módulo degradado,false,174,RAN Monitor
ALM-000528,CEL-00140,2026-08-05 19:47:37,,Software,Baja,Reconocida,Error de configuración,false,108,Energy Monitor
ALM-000529,CEL-00157,2026-08-05 20:00:48,,Energía,Crítica,Reconocida,Falla de suministro,true,1012,NMS
ALM-000530,CEL-00174,2026-08-05 20:13:59,,Transporte,Alta,Abierta,Pérdida de enlace,true,561,RAN Monitor
ALM-000531,CEL-00011,2026-08-05 20:27:10,2026-08-07 23:27:10,Radio,Alta,Cerrada,Interferencia,true,590,Energy Monitor
ALM-000532,CEL-00028,2026-08-05 20:40:21,2026-08-08 12:40:21,Saturación,Media,Cerrada,Alta demanda,false,319,NMS
ALM-000533,CEL-00045,2026-08-05 20:53:32,2026-08-06 01:53:32,Hardware,Media,Cerrada,Módulo degradado,true,148,RAN Monitor
ALM-000534,CEL-00062,2026-08-05 21:06:43,2026-08-06 15:06:43,Software,Baja,Cerrada,Error de configuración,false,82,Energy Monitor
ALM-000535,CEL-00079,2026-08-05 21:19:54,2026-08-07 04:19:54,Energía,Crítica,Cerrada,Falla de suministro,true,986,NMS
ALM-000536,CEL-00096,2026-08-05 21:33:05,2026-08-07 17:33:05,Transporte,Alta,Cerrada,Pérdida de enlace,true,535,RAN Monitor
ALM-000537,CEL-00113,2026-08-05 21:46:16,2026-08-08 06:46:16,Radio,Alta,Cerrada,Interferencia,true,564,Energy Monitor
ALM-000538,CEL-00130,2026-08-05 21:59:27,,Saturación,Media,Reconocida,Alta demanda,false,293,NMS
ALM-000539,CEL-00147,2026-08-05 22:12:38,,Hardware,Media,Reconocida,Módulo degradado,false,122,RAN Monitor
ALM-000540,CEL-00164,2026-08-05 22:25:49,,Software,Baja,Abierta,Error de configuración,true,56,Energy Monitor
ALM-000541,CEL-00001,2026-08-05 22:39:00,2026-08-07 11:39:00,Energía,Crítica,Cerrada,Falla de suministro,true,960,NMS
ALM-000542,CEL-00018,2026-08-05 22:52:11,2026-08-08 00:52:11,Transporte,Alta,Cerrada,Pérdida de enlace,true,509,RAN Monitor
ALM-000543,CEL-00035,2026-08-05 23:05:22,2026-08-08 14:05:22,Radio,Alta,Cerrada,Interferencia,true,538,Energy Monitor
ALM-000544,CEL-00052,2026-08-05 23:18:33,2026-08-06 03:18:33,Saturación,Media,Cerrada,Alta demanda,false,267,NMS
ALM-000545,CEL-00069,2026-08-05 23:31:44,2026-08-06 16:31:44,Hardware,Media,Cerrada,Módulo degradado,false,296,RAN Monitor
ALM-000546,CEL-00086,2026-08-05 23:44:55,2026-08-07 05:44:55,Software,Baja,Cerrada,Error de configuración,false,30,Energy Monitor
ALM-000547,CEL-00103,2026-08-05 23:58:06,2026-08-07 18:58:06,Energía,Crítica,Cerrada,Falla de suministro,true,934,NMS
ALM-000548,CEL-00120,2026-08-06 00:11:17,,Transporte,Alta,Reconocida,Pérdida de enlace,true,483,RAN Monitor
ALM-000549,CEL-00137,2026-08-06 00:24:28,,Radio,Alta,Reconocida,Interferencia,true,512,Energy Monitor
ALM-000550,CEL-00154,2026-08-06 00:37:39,,Saturación,Media,Abierta,Alta demanda,false,241,NMS
ALM-000551,CEL-00171,2026-08-06 00:50:50,2026-08-06 23:50:50,Hardware,Media,Cerrada,Módulo degradado,false,270,RAN Monitor
ALM-000552,CEL-00008,2026-08-06 01:04:01,2026-08-07 13:04:01,Software,Baja,Cerrada,Error de configuración,false,204,Energy Monitor
ALM-000553,CEL-00025,2026-08-06 01:17:12,2026-08-08 02:17:12,Energía,Crítica,Cerrada,Falla de suministro,true,908,NMS
ALM-000554,CEL-00042,2026-08-06 01:30:23,2026-08-08 15:30:23,Transporte,Alta,Cerrada,Pérdida de enlace,true,457,RAN Monitor
ALM-000555,CEL-00059,2026-08-06 01:43:34,2026-08-06 04:43:34,Radio,Alta,Cerrada,Interferencia,true,486,Energy Monitor
ALM-000556,CEL-00076,2026-08-06 01:56:45,2026-08-06 17:56:45,Saturación,Media,Cerrada,Alta demanda,false,215,NMS
ALM-000557,CEL-00093,2026-08-06 02:09:56,2026-08-07 07:09:56,Hardware,Media,Cerrada,Módulo degradado,false,244,RAN Monitor
ALM-000558,CEL-00110,2026-08-06 02:23:07,,Software,Baja,Reconocida,Error de configuración,false,178,Energy Monitor
ALM-000559,CEL-00127,2026-08-06 02:36:18,,Energía,Crítica,Reconocida,Falla de suministro,true,1082,NMS
ALM-000560,CEL-00144,2026-08-06 02:49:29,,Transporte,Alta,Abierta,Pérdida de enlace,true,431,RAN Monitor
ALM-000561,CEL-00161,2026-08-06 03:02:40,2026-08-06 12:02:40,Radio,Alta,Cerrada,Interferencia,true,460,Energy Monitor
ALM-000562,CEL-00178,2026-08-06 03:15:51,2026-08-07 01:15:51,Saturación,Media,Cerrada,Alta demanda,false,189,NMS
ALM-000563,CEL-00015,2026-08-06 03:29:02,2026-08-07 14:29:02,Hardware,Media,Cerrada,Módulo degradado,false,218,RAN Monitor
ALM-000564,CEL-00032,2026-08-06 03:42:13,2026-08-08 03:42:13,Software,Baja,Cerrada,Error de configuración,false,152,Energy Monitor
ALM-000565,CEL-00049,2026-08-06 03:55:24,2026-08-08 16:55:24,Energía,Crítica,Cerrada,Falla de suministro,true,1056,NMS
ALM-000566,CEL-00066,2026-08-06 04:08:35,2026-08-06 06:08:35,Transporte,Alta,Cerrada,Pérdida de enlace,true,605,RAN Monitor
ALM-000567,CEL-00083,2026-08-06 04:21:46,2026-08-06 19:21:46,Radio,Alta,Cerrada,Interferencia,true,434,Energy Monitor
ALM-000568,CEL-00100,2026-08-06 04:34:57,,Saturación,Media,Reconocida,Alta demanda,true,163,NMS
ALM-000569,CEL-00117,2026-08-06 04:48:08,,Hardware,Media,Reconocida,Módulo degradado,false,192,RAN Monitor
ALM-000570,CEL-00134,2026-08-06 05:01:19,,Software,Baja,Abierta,Error de configuración,false,126,Energy Monitor
ALM-000571,CEL-00151,2026-08-06 05:14:30,2026-08-09 00:14:30,Energía,Crítica,Cerrada,Falla de suministro,true,1030,NMS
ALM-000572,CEL-00168,2026-08-06 05:27:41,2026-08-06 13:27:41,Transporte,Alta,Cerrada,Pérdida de enlace,true,579,RAN Monitor
ALM-000573,CEL-00005,2026-08-06 05:40:52,2026-08-07 02:40:52,Radio,Alta,Cerrada,Interferencia,true,608,Energy Monitor
ALM-000574,CEL-00022,2026-08-06 05:54:03,2026-08-07 15:54:03,Saturación,Media,Cerrada,Alta demanda,false,137,NMS
ALM-000575,CEL-00039,2026-08-06 06:07:14,2026-08-08 05:07:14,Hardware,Media,Cerrada,Módulo degradado,true,166,RAN Monitor
ALM-000576,CEL-00056,2026-08-06 06:20:25,2026-08-08 18:20:25,Software,Baja,Cerrada,Error de configuración,false,100,Energy Monitor
ALM-000577,CEL-00073,2026-08-06 06:33:36,2026-08-06 07:33:36,Energía,Crítica,Cerrada,Falla de suministro,true,1004,NMS
ALM-000578,CEL-00090,2026-08-06 06:46:47,,Transporte,Alta,Reconocida,Pérdida de enlace,true,553,RAN Monitor
ALM-000579,CEL-00107,2026-08-06 06:59:58,,Radio,Alta,Reconocida,Interferencia,true,582,Energy Monitor
ALM-000580,CEL-00124,2026-08-06 07:13:09,,Saturación,Media,Abierta,Alta demanda,false,311,NMS
ALM-000581,CEL-00141,2026-08-06 07:26:20,2026-08-08 12:26:20,Hardware,Media,Cerrada,Módulo degradado,false,140,RAN Monitor
ALM-000582,CEL-00158,2026-08-06 07:39:31,2026-08-09 01:39:31,Software,Baja,Cerrada,Error de configuración,true,74,Energy Monitor
ALM-000583,CEL-00175,2026-08-06 07:52:42,2026-08-06 14:52:42,Energía,Crítica,Cerrada,Falla de suministro,true,978,NMS
ALM-000584,CEL-00012,2026-08-06 08:05:53,2026-08-07 04:05:53,Transporte,Alta,Cerrada,Pérdida de enlace,true,527,RAN Monitor
ALM-000585,CEL-00029,2026-08-06 08:19:04,2026-08-07 17:19:04,Radio,Alta,Cerrada,Interferencia,true,556,Energy Monitor
ALM-000586,CEL-00046,2026-08-06 08:32:15,2026-08-08 06:32:15,Saturación,Media,Cerrada,Alta demanda,false,285,NMS
ALM-000587,CEL-00063,2026-08-06 08:45:26,2026-08-08 19:45:26,Hardware,Media,Cerrada,Módulo degradado,false,314,RAN Monitor
ALM-000588,CEL-00080,2026-08-06 08:58:37,,Software,Baja,Reconocida,Error de configuración,false,48,Energy Monitor
ALM-000589,CEL-00097,2026-08-06 09:11:48,,Energía,Crítica,Reconocida,Falla de suministro,true,952,NMS
ALM-000590,CEL-00114,2026-08-06 09:24:59,,Transporte,Alta,Abierta,Pérdida de enlace,true,501,RAN Monitor
ALM-000591,CEL-00131,2026-08-06 09:38:10,2026-08-08 00:38:10,Radio,Alta,Cerrada,Interferencia,true,530,Energy Monitor
ALM-000592,CEL-00148,2026-08-06 09:51:21,2026-08-08 13:51:21,Saturación,Media,Cerrada,Alta demanda,false,259,NMS
ALM-000593,CEL-00165,2026-08-06 10:04:32,2026-08-09 03:04:32,Hardware,Media,Cerrada,Módulo degradado,false,288,RAN Monitor
ALM-000594,CEL-00002,2026-08-06 10:17:43,2026-08-06 16:17:43,Software,Baja,Cerrada,Error de configuración,false,222,Energy Monitor
ALM-000595,CEL-00019,2026-08-06 10:30:54,2026-08-07 05:30:54,Energía,Crítica,Cerrada,Falla de suministro,true,926,NMS
ALM-000596,CEL-00036,2026-08-06 10:44:05,2026-08-07 18:44:05,Transporte,Alta,Cerrada,Pérdida de enlace,true,475,RAN Monitor
ALM-000597,CEL-00053,2026-08-06 10:57:16,2026-08-08 07:57:16,Radio,Alta,Cerrada,Interferencia,true,504,Energy Monitor
ALM-000598,CEL-00070,2026-08-06 11:10:27,2026-08-06 09:10:27,Saturación,Media,Reconocida,Alta demanda,false,233,NMS
ALM-000599,CEL-00087,2026-08-06 11:23:38,,Hardware,Media,Reconocida,Módulo degradado,false,262,RAN Monitor
ALM-000600,CEL-00104,2026-08-06 11:36:49,,Software,Baja,Abierta,Error de configuración,false,196,Energy Monitor
ALM-000601,CEL-00121,2026-08-06 11:50:00,2026-08-07 12:50:00,Energía,Crítica,Cerrada,Falla de suministro,true,900,NMS
ALM-000602,CEL-00138,2026-08-06 12:03:11,2026-08-08 02:03:11,Transporte,Alta,Cerrada,Pérdida de enlace,true,449,RAN Monitor
ALM-000603,CEL-00155,2026-08-06 12:16:22,2026-08-08 15:16:22,Radio,Alta,Cerrada,Interferencia,true,478,Energy Monitor
ALM-000604,CEL-00172,2026-08-06 12:29:33,2026-08-09 04:29:33,Saturación,Media,Cerrada,Alta demanda,false,207,NMS
ALM-000605,CEL-00009,2026-08-06 12:42:44,2026-08-06 17:42:44,Hardware,Media,Cerrada,Módulo degradado,false,236,RAN Monitor
